volcanoName,eruptionCertainty,startDate,maxVEI,activityArea,evidenceMethod,stopDate,latitude,longitude,volcanoHeight,country,primaryVolcanoType,population5km,population10km,population30km,population100km
Akutan,Confirmed Eruption,1895 Aug 1,2,,Historical Observations,1895 Aug 14,54.134,-165.986,1303 m,United States,Stratovolcano,0,24,233,"4,361"
Mayon,Confirmed Eruption,1895 Jul 20,2,Summit and east flank,Historical Observations,1895 Nov 26,13.257,123.685,2462 m,Philippines,Stratovolcano,"4,350","248,448","1,166,441","4,142,375"
Kirishimayama,Confirmed Eruption,1895 Jul 16,2,Ohachi,Historical Observations,1896 Jun 26,31.934,130.862,1700 m,Japan,Shield,647,"8,415","407,050","3,972,044"
Dempo,Confirmed Eruption,1895 Jul 2,2,,Historical Observations,1895 Sep 30,-4.016,103.121,3142 m,Indonesia,Stratovolcano(es),124,"9,613","96,058","2,307,584"
Banua Wuhu,Confirmed Eruption,1895 Jul,2,,Historical Observations,1895 Dec 26 ± 5 days,3.138,125.491,-5 m,Indonesia,Submarine,359,480,"4,586","69,756"
Karkar,Confirmed Eruption,1895 Jun 17,2,,Historical Observations,1895 Aug,-4.649,145.964,1839 m,Papua New Guinea,Stratovolcano,5,"4,159","20,127","189,841"
Semeru,Confirmed Eruption,1895 May 22,2,,Historical Observations,1895 Oct 1,-8.108,112.922,3657 m,Indonesia,Stratovolcano,"2,686","8,375","1,022,197","20,098,931"
Ruapehu,Confirmed Eruption,1895 Mar 10,2,,Historical Observations,1895 Mar 14 (in or after),-39.28,175.57,2797 m,New Zealand,Stratovolcano,14,298,"6,901","119,709"
Azumayama,Confirmed Eruption,1895 Mar 8,1,Issaikyo (near Oana),Historical Observations,1895 Sep 13,37.735,140.244,1949 m,Japan,Stratovolcano(es),128,907,"548,195","4,877,648"
Zaozan [Zaosan],Confirmed Eruption,1895 Feb 15,1,Okama,Historical Observations,1895 Mar 22,38.144,140.44,1841 m,Japan,Complex,632,"4,681","550,409","4,956,958"
Dakataua,Confirmed Eruption,1895,2,Makalia,Anthropology,Unknown,-5.094,150.094,408 m,Papua New Guinea,Caldera,"1,147","1,147","3,743","113,954"
"Barrier, The",Confirmed Eruption,1895,2,North flank (Teleki's Cone),Historical Observations,Unknown,2.32,36.57,1032 m,Kenya,Shield,17,112,"4,180","109,675"
Mahagnao,Uncertain Eruption,1895,--,, ,[ Unknown ],10.882,124.888,860 m,Philippines,Stratovolcano,11,"4,338","66,949","827,590"
San Jose,Confirmed Eruption,1895,2,,Historical Observations,1897,-33.789,-69.895,6070 m,Chile-Argentina,Stratovolcano(es),194,616,"15,963","6,615,248"
Llaima,Confirmed Eruption,1895,2,,Historical Observations,1896,-38.692,-71.729,3125 m,Chile,Stratovolcano,86,811,"18,568","630,458"
Sumaco,Confirmed Eruption,1895,2,,Historical Observations,Unknown,-0.538,-77.626,3990 m,Ecuador,Stratovolcano,39,324,"8,384","679,867"
Cotopaxi,Confirmed Eruption,1895,2,,Historical Observations,Unknown,-0.677,-78.436,5911 m,Ecuador,Stratovolcano,251,"7,299","152,139","3,631,492"
Poas,Confirmed Eruption,1895,1,,Historical Observations,Unknown,10.2,-84.233,2697 m,Costa Rica,Stratovolcano,"1,947","11,107","950,796","3,411,023"
Fonuafo'ou,Uncertain Eruption,1894 Dec,0,, ,[ Unknown ],-20.32,-175.42,-17 m,Tonga,Submarine,302,302,532,"69,016"
Rainier,Uncertain Eruption,1894 Nov 21,1,, ,[ 1894 Dec 24 (?) ],46.853,-121.76,4392 m,United States,Stratovolcano,0,128,"3,187","2,667,609"
Calbuco,Confirmed Eruption,1894 Nov 16,2,,Historical Observations,1895 (?),-41.33,-72.618,1974 m,Chile,Stratovolcano,70,871,"32,265","575,233"
Galunggung,Confirmed Eruption,1894 Oct 17,3,,Historical Observations,1894 Dec,-7.25,108.058,2168 m,Indonesia,Stratovolcano,"4,781","66,495","2,382,939","23,897,342"
Ambrym,Confirmed Eruption,1894 Oct 15,3,Benbow and west flank,Historical Observations,1895 Feb 10 (in or after),-16.25,168.12,1334 m,Vanuatu,Pyroclastic shield,9,186,"10,826","63,999"
Merapi,Confirmed Eruption,1894 Oct,1,,Historical Observations,Unknown,-7.54,110.446,2910 m,Indonesia,Stratovolcano,"49,205","185,849","4,348,473","24,728,414"
Avachinsky,Confirmed Eruption,1894 Oct,2,,Historical Observations,1895 Feb,53.256,158.836,2717 m,Russia,Stratovolcano,0,0,"180,016","270,205"
Shikotsu,Confirmed Eruption,1894 Aug 17,2,Tarumai,Historical Observations,1894 Aug 17,42.688,141.38,1320 m,Japan,Caldera,"130,474","130,474","316,816","3,096,376"
"Fournaise, Piton de la",Confirmed Eruption,1894 Aug,2,,Historical Observations,Unknown,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Kolokol Group,Confirmed Eruption,1894 Jul 25,2,Berg ?,Historical Observations,1894 Jul 26,46.042,150.083,1328 m,Russia,Stratovolcano,2,2,128,375
Zaozan [Zaosan],Confirmed Eruption,1894 Jul 3,2,Okama,Historical Observations,1894 Jul 3,38.144,140.44,1841 m,Japan,Complex,632,"4,681","550,409","4,956,958"
Nyamulagira,Confirmed Eruption,1894 Jun,2,,Historical Observations,Unknown,-1.408,29.2,3058 m,DR Congo,Shield,"3,751","27,027","711,356","8,333,476"
Kanlaon,Confirmed Eruption,1894 May,2,,Historical Observations,1894 Jun,10.412,123.132,2435 m,Philippines,Stratovolcano,"1,662","40,276","923,257","9,345,000"
Asamayama,Confirmed Eruption,1894 Apr 6,2,,Historical Observations,1894 Jun 14,36.406,138.523,2568 m,Japan,Complex,583,"22,371","457,576","7,629,353"
Azumayama,Confirmed Eruption,1894 Mar 16,1,Issaikyo (near Oana),Historical Observations,1894 Apr 12,37.735,140.244,1949 m,Japan,Stratovolcano(es),128,907,"548,195","4,877,648"
Asosan,Confirmed Eruption,1894 Mar 6,2,Naka-dake,Historical Observations,1894 Aug 30,32.884,131.104,1592 m,Japan,Caldera,"75,559","75,559","234,591","6,507,519"
Kirishimayama,Confirmed Eruption,1894 Feb 25,2,Ohachi,Historical Observations,1894 Feb 28 (?),31.934,130.862,1700 m,Japan,Shield,647,"8,415","407,050","3,972,044"
Shikotsu,Confirmed Eruption,1894 Feb 8,2,Tarumai,Historical Observations,1894 Feb 8,42.688,141.38,1320 m,Japan,Caldera,"130,474","130,474","316,816","3,096,376"
Merapi,Confirmed Eruption,1894 Jan 27,2,,Historical Observations,1894 Feb 2,-7.54,110.446,2910 m,Indonesia,Stratovolcano,"49,205","185,849","4,348,473","24,728,414"
Bulusan,Confirmed Eruption,1894,2,,Historical Observations,Unknown,12.769,124.056,1535 m,Philippines,Stratovolcano(es),"2,789","74,286","518,705","3,360,418"
Nyiragongo,Confirmed Eruption,1894,1,,Historical Observations,Unknown,-1.52,29.25,3470 m,DR Congo,Stratovolcano,"2,416","31,145","1,006,436","9,087,529"
"Lengai, Ol Doinyo",Discredited Eruption,1894,--,, ,[ Unknown ],-2.764,35.914,2962 m,Tanzania,Stratovolcano,186,"1,855","18,074","545,305"
Bagana,Confirmed Eruption,1894,2,,Historical Observations,1895,-6.137,155.196,1855 m,Papua New Guinea,Lava cone,198,404,"7,861","115,257"
Lateiki,Uncertain Eruption,1894,2,, ,[ Unknown ],-19.18,-174.87,43 m,Tonga,Submarine,18,18,18,"7,907"
Opala,Discredited Eruption,1894,--,, ,[ Unknown ],52.543,157.339,2439 m,Russia,Caldera,22,22,50,"58,949"
Alaid,Confirmed Eruption,1894,2,,Historical Observations,Unknown,50.861,155.565,2285 m,Russia,Stratovolcano,0,64,64,"2,887"
Pavlof,Confirmed Eruption,1894,2,,Historical Observations,Unknown,55.417,-161.894,2493 m,United States,Stratovolcano,0,0,0,"3,002"
Reventador,Confirmed Eruption,1894,3,,Historical Observations,Unknown,-0.077,-77.656,3562 m,Ecuador,Stratovolcano,484,963,"4,403","2,619,647"
Irazu,Discredited Eruption,1894,--,, ,[ Unknown ],9.979,-83.852,3432 m,Costa Rica,Stratovolcano,"1,978","25,442","1,667,528","3,432,860"
Semeru,Confirmed Eruption,1893 Dec 11,2,,Historical Observations,1894 Feb,-8.108,112.922,3657 m,Indonesia,Stratovolcano,"2,686","8,375","1,022,197","20,098,931"
Colima,Confirmed Eruption,1893 Dec 4,2,,Historical Observations,1902,19.514,-103.62,3850 m,Mexico,Stratovolcano(es),76,746,"303,490","1,494,790"
Villarrica,Confirmed Eruption,1893 Dec 1,2,,Historical Observations,1894 Feb 1 ± 30 days,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Llaima,Confirmed Eruption,1893 Dec,2,,Historical Observations,1894 Dec,-38.692,-71.729,3125 m,Chile,Stratovolcano,86,811,"18,568","630,458"
Lamongan,Confirmed Eruption,1893 Nov 18,2,,Historical Observations,Unknown,-7.981,113.341,1641 m,Indonesia,Stratovolcano,"6,588","66,387","2,193,829","15,322,387"
Azumayama,Confirmed Eruption,1893 Nov 9,1,Issaikyo,Historical Observations,1893 Nov 10,37.735,140.244,1949 m,Japan,Stratovolcano(es),128,907,"548,195","4,877,648"
Mayon,Confirmed Eruption,1893 Oct 3,1,,Historical Observations,1893 Oct 31,13.257,123.685,2462 m,Philippines,Stratovolcano,"4,350","248,448","1,166,441","4,142,375"
Merapi,Confirmed Eruption,1893 Oct,1,,Historical Observations,Unknown,-7.54,110.446,2910 m,Indonesia,Stratovolcano,"49,205","185,849","4,348,473","24,728,414"
Kanlaon,Confirmed Eruption,1893 Jul,2,,Historical Observations,Unknown,10.412,123.132,2435 m,Philippines,Stratovolcano,"1,662","40,276","923,257","9,345,000"
Azumayama,Confirmed Eruption,1893 May 19,1,Issaikyo (west of Oana),Historical Observations,1893 Jul 13,37.735,140.244,1949 m,Japan,Stratovolcano(es),128,907,"548,195","4,877,648"
Etna,Confirmed Eruption,1893 Apr 26,1,Central Crater,Historical Observations,1898 Jun,37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Lokon-Empung,Confirmed Eruption,1893 Mar 29,2,Tompaluan,Historical Observations,1894 Aug 14 (in or after),1.358,124.792,1580 m,Indonesia,Stratovolcano(es),"12,183","75,684","942,160","1,583,346"
"Chillan, Nevados de",Confirmed Eruption,1893 Mar 4,2,Volcán Viejo,Historical Observations,Unknown,-36.868,-71.378,3180 m,Chile,Stratovolcano,68,371,"3,733","512,325"
Tengger Caldera,Confirmed Eruption,1893 Jan 13,2,Bromo,Historical Observations,1893 Mar 27,-7.942,112.95,2329 m,Indonesia,Stratovolcano(es),"27,826","69,451","1,420,878","22,628,278"
Calbuco,Confirmed Eruption,1893 Jan 7,4,,Historical Observations,1894 Jan 16 (in or after),-41.33,-72.618,1974 m,Chile,Stratovolcano,70,871,"32,265","575,233"
Sorikmarapi,Confirmed Eruption,1893 Jan 4,2,East flank (Sibanggor Julu),Historical Observations,1893 Jan 4,0.686,99.539,2145 m,Indonesia,Stratovolcano,203,"1,469","90,257","1,831,957"
Semeru,Confirmed Eruption,1893 Jan,2,,Historical Observations,1893 May,-8.108,112.922,3657 m,Indonesia,Stratovolcano,"2,686","8,375","1,022,197","20,098,931"
Awu,Confirmed Eruption,1893,2,,Historical Observations,Unknown,3.689,125.447,1318 m,Indonesia,Stratovolcano,"6,409","22,655","52,725","58,719"
Cleveland,Confirmed Eruption,1893,--,,Historical Observations,Unknown,52.825,-169.944,1730 m,United States,Stratovolcano,0,0,0,9
Huequi,Confirmed Eruption,1893,2,,Historical Observations,Unknown,-42.377,-72.578,1318 m,Chile,Lava dome(s),0,7,"1,076","107,960"
Puyehue-Cordon Caulle,Confirmed Eruption,1893,2,Cordón Caulle,Historical Observations,Unknown,-40.59,-72.117,2236 m,Chile,Stratovolcano,129,783,"7,163","515,357"
Vulcano,Uncertain Eruption,1892 Dec 14,0,5 km east of Vulcanello, ,[ Unknown ],38.404,14.962,500 m,Italy,Stratovolcano(es),"2,259","23,059","86,766","2,093,800"
Tongariro,Confirmed Eruption,1892 Nov 30,2,NE flank (upper Te Mari Crater),Historical Observations,Unknown,-39.157,175.632,1978 m,New Zealand,Stratovolcano(es),27,286,"7,591","81,567"
Mauna Loa,Confirmed Eruption,1892 Nov 30,0,Mokuaweoweo,Historical Observations,1892 Dec 3,19.475,-155.608,4170 m,United States,Shield,45,45,"1,906","175,315"
Tongariro,Confirmed Eruption,1892 Nov,2,NE flank (upper Te Mari Crater),Historical Observations,Unknown,-39.157,175.632,1978 m,New Zealand,Stratovolcano(es),27,286,"7,591","81,567"
Lopevi,Confirmed Eruption,1892 Oct,2,,Historical Observations,1893,-16.507,168.346,1413 m,Vanuatu,Stratovolcano,690,793,"7,942","50,310"
Akutan,Confirmed Eruption,1892 Sep 23,1,,Historical Observations,Unknown,54.134,-165.986,1303 m,United States,Stratovolcano,0,24,233,"4,361"
Veniaminof,Confirmed Eruption,1892 Aug 28,3,Western intracaldera cone,Historical Observations,1892 Aug 30,56.17,-159.38,2507 m,United States,Stratovolcano,0,0,0,542
Etna,Confirmed Eruption,1892 Jul 9,2,"South flank (2045-1800 m), Mt. Silvestri",Historical Observations,1892 Dec 29,37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Etna,Confirmed Eruption,1892 Jun 20,2,Central Crater,Historical Observations,1892 Jul 8 (?),37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Karangetang,Confirmed Eruption,1892 Jun 14,2,,Historical Observations,Unknown,2.781,125.407,1797 m,Indonesia,Stratovolcano,892,"4,478","11,066","65,667"
Awu,Confirmed Eruption,1892 Jun 7,3,,Historical Observations,1892 Jun 12 (?),3.689,125.447,1318 m,Indonesia,Stratovolcano,"6,409","22,655","52,725","58,719"
Wurlali,Confirmed Eruption,1892 Jun 3,2,,Historical Observations,1892 Jun 5,-7.125,128.675,868 m,Indonesia,Stratovolcano,219,365,720,901
Sorikmarapi,Confirmed Eruption,1892 May 21,2,Summit and east flank (Jurang Siunik),Historical Observations,Unknown,0.686,99.539,2145 m,Indonesia,Stratovolcano,203,"1,469","90,257","1,831,957"
Seguam,Confirmed Eruption,1892 Apr 15,3,,Historical Observations,Unknown,52.315,-172.51,1054 m,United States,Stratovolcano(es),0,0,0,0
Semeru,Confirmed Eruption,1892 Mar,2,,Historical Observations,1892 Apr,-8.108,112.922,3657 m,Indonesia,Stratovolcano,"2,686","8,375","1,022,197","20,098,931"
Tongariro,Confirmed Eruption,1892 Feb,2,Ngauruhoe,Historical Observations,1892 Mar,-39.157,175.632,1978 m,New Zealand,Stratovolcano(es),27,286,"7,591","81,567"
Hunter Island,Uncertain Eruption,1892,--,, ,[ Unknown ],-22.4,172.05,297 m,France,Stratovolcano,0,0,0,1
Tandikat-Singgalang,Uncertain Eruption,1892,--,Tandikat, ,[ Unknown ],-0.39,100.331,2854 m,Indonesia,Stratovolcano(es),130,"38,799","604,282","4,022,932"
Bulusan,Confirmed Eruption,1892,2,,Historical Observations,Unknown,12.769,124.056,1535 m,Philippines,Stratovolcano(es),"2,789","74,286","518,705","3,360,418"
Pavlof,Confirmed Eruption,1892,2,,Historical Observations,Unknown,55.417,-161.894,2493 m,United States,Stratovolcano,0,0,0,"3,002"
Asamayama,Uncertain Eruption,1892,--,, ,[ Unknown ],36.406,138.523,2568 m,Japan,Complex,583,"22,371","457,576","7,629,353"
Llaima,Confirmed Eruption,1892,2,,Historical Observations,Unknown,-38.692,-71.729,3125 m,Chile,Stratovolcano,86,811,"18,568","630,458"
Melbourne,Confirmed Eruption,1892,--,,Tephrochronology,Unknown,-74.35,164.7,2732 m,Antarctica,Stratovolcano,0,0,0,0
Seguam,Confirmed Eruption,1891 Dec,2,,Historical Observations,Unknown,52.315,-172.51,1054 m,United States,Stratovolcano(es),0,0,0,0
Pantelleria,Uncertain Eruption,1891 Dec,--,South of Pantelleria, ,[ Unknown ],36.77,12.02,836 m,Italy,Shield,"6,561","10,985","12,403","142,817"
Kirishimayama,Confirmed Eruption,1891 Nov 10,2,Ohachi,Historical Observations,1891 Nov 20 (?),31.934,130.862,1700 m,Japan,Shield,647,"8,415","407,050","3,972,044"
Grimsvotn,Confirmed Eruption,1891 Nov,2,,Historical Observations,1892 Mar 16,64.416,-17.316,1719 m,Iceland,Caldera,0,0,0,"1,736"
Pantelleria,Confirmed Eruption,1891 Oct 17,1,Foerstner (4 km NNW of Pantelleria),Historical Observations,1891 Oct 25,36.77,12.02,836 m,Italy,Shield,"6,561","10,985","12,403","142,817"
Mayon,Confirmed Eruption,1891 Oct 3,2,,Historical Observations,1892 Feb 29,13.257,123.685,2462 m,Philippines,Stratovolcano,"4,350","248,448","1,166,441","4,142,375"
Asamayama,Confirmed Eruption,1891 Oct,--,,Historical Observations,1891 Nov (?),36.406,138.523,2568 m,Japan,Complex,583,"22,371","457,576","7,629,353"
Lamongan,Confirmed Eruption,1891 Sep 25,2,,Historical Observations,1891 Oct 5 ± 4 days,-7.981,113.341,1641 m,Indonesia,Stratovolcano,"6,588","66,387","2,193,829","15,322,387"
Merapi,Confirmed Eruption,1891 Aug 25,2,,Historical Observations,1892,-7.54,110.446,2910 m,Indonesia,Stratovolcano,"49,205","185,849","4,348,473","24,728,414"
Colima,Confirmed Eruption,1891 Jul,2,,Historical Observations,1892 Jun,19.514,-103.62,3850 m,Mexico,Stratovolcano(es),76,746,"303,490","1,494,790"
Kirishimayama,Confirmed Eruption,1891 Jun 19,2,Ohachi,Historical Observations,Unknown,31.934,130.862,1700 m,Japan,Shield,647,"8,415","407,050","3,972,044"
Concepcion,Confirmed Eruption,1891 Apr,2,,Historical Observations,1891 Apr,11.538,-85.622,1700 m,Nicaragua,Stratovolcano,"14,072","28,900","92,378","2,266,903"
Etna,Confirmed Eruption,1891 Feb 20,2,Central Crater,Historical Observations,1891 Dec,37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
"Chillan, Nevados de",Confirmed Eruption,1891 Feb,2,Volcán Viejo,Historical Observations,Unknown,-36.868,-71.378,3180 m,Chile,Stratovolcano,68,371,"3,733","512,325"
San Pedro-San Pablo,Confirmed Eruption,1891,2,,Historical Observations,Unknown,-21.888,-68.391,6142 m,Chile,Stratovolcano(es),0,156,"2,349","150,795"
"Hudson, Cerro",Confirmed Eruption,1891,--,,Historical Observations,Unknown,-45.9,-72.97,1905 m,Chile,Stratovolcano,0,12,28,"81,642"
Izalco,Confirmed Eruption,1891,2,,Historical Observations,1898 Jul,13.813,-89.633,1950 m,El Salvador,Stratovolcano,937,"55,665","1,272,308","6,415,818"
Galeras,Confirmed Eruption,1891,2,,Historical Observations,Unknown,1.22,-77.37,4276 m,Colombia,Complex,705,"120,817","630,777","1,700,248"
Nyiragongo,Confirmed Eruption,1891,--,Volcano Uncertain: probably Nyiragongo,Unknown,Unknown,-1.52,29.25,3470 m,DR Congo,Stratovolcano,"2,416","31,145","1,006,436","9,087,529"
Visoke,Confirmed Eruption,1891,--,Volcano Uncertain,Unknown,Unknown,-1.458,29.485,3696 m,DR Congo-Rwanda,Stratovolcano,"17,165","88,356","1,162,209","10,953,315"
Gede-Pangrango,Confirmed Eruption,1891,2,,Historical Observations,Unknown,-6.77,106.965,3008 m,Indonesia,Stratovolcano(es),"2,500","154,390","2,315,469","40,640,105"
Almolonga,Discredited Eruption,1891,--,, ,[ Unknown ],14.797,-91.519,3173 m,Guatemala,Stratovolcano,"91,323","287,487","1,126,942","6,828,403"
Akita-Komagatake,Confirmed Eruption,1890 Dec,2,,Historical Observations,1891 Jan,39.761,140.799,1637 m,Japan,Stratovolcano(es),376,"3,864","216,708","2,521,611"
Banda Api,Confirmed Eruption,1890 Nov 23,2,,Historical Observations,1890 Nov 23,-4.523,129.881,596 m,Indonesia,Caldera,"5,682","5,682","5,810","5,810"
Colima,Confirmed Eruption,1890 Nov 18,2,,Historical Observations,Unknown,19.514,-103.62,3850 m,Mexico,Stratovolcano(es),76,746,"303,490","1,494,790"
Akita-Yakeyama,Confirmed Eruption,1890 Sep 23,2,,Historical Observations,Unknown,39.964,140.757,1366 m,Japan,Stratovolcano,127,721,"55,493","3,122,037"
Mayon,Confirmed Eruption,1890 Sep 10,2,,Historical Observations,1890 Sep 30,13.257,123.685,2462 m,Philippines,Stratovolcano,"4,350","248,448","1,166,441","4,142,375"
Lamongan,Confirmed Eruption,1890 Sep 5,2,,Historical Observations,1891 Jan (in or after),-7.981,113.341,1641 m,Indonesia,Stratovolcano,"6,588","66,387","2,193,829","15,322,387"
Mono Lake Volcanic Field,Uncertain Eruption,1890 Aug 23,--,, ,[ 1890 Aug 23 (?) ],38,-119.03,2121 m,United States,Pyroclastic cone(s),"1,066","1,066","1,491","65,028"
Nikko-Shiranesan,Confirmed Eruption,1890 Aug 22,1,Shirane-san,Historical Observations,Unknown,36.799,139.376,2578 m,Japan,Shield,513,"2,502","79,844","9,303,980"
Slamet,Confirmed Eruption,1890 Aug 6,2,,Historical Observations,1890 Aug 29,-7.242,109.208,3428 m,Indonesia,Stratovolcano,856,"13,401","2,904,026","20,217,467"
Raung,Confirmed Eruption,1890 Jul,2,,Historical Observations,1890 Sep 15 ± 2 days,-8.119,114.056,3260 m,Indonesia,Stratovolcano,152,572,"581,515","8,123,987"
Makian,Confirmed Eruption,1890 Jun 20,2,,Historical Observations,1890 Jun 30,0.32,127.4,1357 m,Indonesia,Stratovolcano,"4,986","8,466","21,360","441,768"
Shiretoko-Iozan,Confirmed Eruption,1890 Jun 15,1,NW flank,Historical Observations,Unknown,44.133,145.161,1562 m,Japan,Stratovolcano,6,"1,516","7,890","209,060"
Tengger Caldera,Confirmed Eruption,1890 May,2,Bromo,Historical Observations,1890 Sep,-7.942,112.95,2329 m,Indonesia,Stratovolcano(es),"27,826","69,451","1,420,878","22,628,278"
Etna,Confirmed Eruption,1890 May,2,Central Crater,Historical Observations,1890 Oct 17 (?),37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Klyuchevskoy,Confirmed Eruption,1890 Apr,2,,Historical Observations,Unknown,56.056,160.642,4754 m,Russia,Stratovolcano,0,0,292,"12,406"
Ushkovsky,Confirmed Eruption,1890 Apr,2,,Historical Observations,Unknown,56.113,160.509,3943 m,Russia,Compound,0,0,292,"12,461"
Izalco,Confirmed Eruption,1890 Mar 26,0,Summit and upper east flank,Historical Observations,1890 Apr 20,13.813,-89.633,1950 m,El Salvador,Stratovolcano,937,"55,665","1,272,308","6,415,818"
Lamongan,Confirmed Eruption,1890 Mar 23,2,,Historical Observations,1890 May,-7.981,113.341,1641 m,Indonesia,Stratovolcano,"6,588","66,387","2,193,829","15,322,387"
Tongariro,Uncertain Eruption,1890 Mar,1,SSE flank (Red Crater), ,[ Unknown ],-39.157,175.632,1978 m,New Zealand,Stratovolcano(es),27,286,"7,591","81,567"
"Fournaise, Piton de la",Confirmed Eruption,1890 Feb,2,"Summit, Grandes Pentes",Historical Observations,1891 Feb 4,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Stromboli,Confirmed Eruption,1890,3,,Historical Observations,1907 May 29,38.789,15.213,924 m,Italy,Stratovolcano,"2,225","2,225","3,894","1,347,563"
Victory,Confirmed Eruption,1890,2,,Historical Observations,1935 ± 5 years,-9.2,149.07,1925 m,Papua New Guinea,Stratovolcano,16,96,"14,042","116,816"
Langila,Confirmed Eruption,1890,0,,Historical Observations,Unknown,-5.525,148.42,1330 m,Papua New Guinea,Complex,213,"3,653","11,641","45,698"
Soputan,Confirmed Eruption,1890,2,,Historical Observations,Unknown,1.112,124.737,1785 m,Indonesia,Stratovolcano,"4,724","69,991","501,336","1,696,768"
Southern EPR-Segment J,Confirmed Eruption,1890,0,,Magnetism,Unknown,-18.175,-113.35,-2650 m,Undersea Features,Submarine,0,0,0,0
Koryaksky,Confirmed Eruption,1890,1,Upper SW flank,Historical Observations,Unknown,53.321,158.712,3430 m,Russia,Stratovolcano,0,13,"142,050","257,322"
