volcanoName,eruptionCertainty,startDate,maxVEI,activityArea,evidenceMethod,stopDate,latitude,longitude,volcanoHeight,country,primaryVolcanoType,population5km,population10km,population30km,population100km
Macdonald,Confirmed Eruption,1983 Oct 27,0,,Hydrophonic,1984 Jan 3,-28.98,-140.25,-39 m,Undersea Features,Submarine,0,0,0,0
Villarrica,Confirmed Eruption,1983 Oct 14,1,,Historical Observations,1983 Oct 16,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Miyakejima,Confirmed Eruption,1983 Oct 3,3,SW flank (4.5 km long NE-SW fissure),Historical Observations,1983 Oct 4,34.094,139.526,775 m,Japan,Stratovolcano,"1,848","3,189","3,474","95,663"
Tangkuban Parahu,Confirmed Eruption,1983 Sep 14,1,Kawah Ratu,Historical Observations,Unknown,-6.77,107.6,2084 m,Indonesia,Stratovolcano,"100,608","518,822","5,729,309","32,855,731"
Iliwerung,Confirmed Eruption,1983 Aug 17,1,Hobal (submarine vent on SE flank),Historical Observations,1983 Aug 18,-8.532,123.573,583 m,Indonesia,Complex,968,"4,318","79,569","665,081"
Gamalama,Confirmed Eruption,1983 Aug 9,3,,Historical Observations,1983 Aug 12,0.8,127.33,1715 m,Indonesia,Stratovolcano(es),"103,429","204,820","308,691","536,972"
Kusatsu-Shiranesan,Confirmed Eruption,1983 Jul 26,1,"Yu-gama, Kara-gama",Historical Observations,1983 Dec 21,36.618,138.528,2165 m,Japan,Stratovolcano(es),"4,485","14,296","434,049","5,947,593"
Colo,Confirmed Eruption,1983 Jul 18,4,Gunung Colo,Historical Observations,1983 Dec 16 ± 15 days,-0.162,121.601,404 m,Indonesia,Stratovolcano,"1,897","2,025","2,025","229,592"
Asosan,Confirmed Eruption,1983 Jul 16,1,Naka-dake,Historical Observations,1983 Oct 16 ± 15 days,32.884,131.104,1592 m,Japan,Caldera,"75,559","75,559","234,591","6,507,519"
Kita-Ioto,Uncertain Eruption,1983 Jul 16,0,Funka-Asane, ,[ 1983 Jul 16 ± 15 days ],25.424,141.284,792 m,Japan,Stratovolcano,158,162,162,"1,210"
Teahitia,Confirmed Eruption,1983 Jul 12,0,,Hydrophonic,1983 Jul 26,-17.564,-148.821,-1743 m,France,Submarine,0,0,0,"203,248"
Pavlof,Confirmed Eruption,1983 Jul 11,2,,Historical Observations,1983 Jul 18,55.417,-161.894,2493 m,United States,Stratovolcano,0,0,0,"3,002"
Okmok,Confirmed Eruption,1983 Jul 8,2,SW part of caldera (Cone A),Historical Observations,1983 Jul 8,53.43,-168.13,1073 m,United States,Shield,0,0,0,4
Nishinoshima,Uncertain Eruption,1983 Jul 2,0,, ,[ 1984 Jul 2 ± 182 days ],27.247,140.874,25 m,Japan,Caldera,0,0,0,0
Marapi,Confirmed Eruption,1983 Jul 2,1,Kepundan Tuo and Kepundan Verbeek,Historical Observations,Unknown,-0.38,100.474,2885 m,Indonesia,Complex,706,"57,453","818,039","4,059,773"
Ambrym,Confirmed Eruption,1983 Jul 2,2,Marum,Historical Observations,Unknown,-16.25,168.12,1334 m,Vanuatu,Pyroclastic shield,9,186,"10,826","63,999"
Bulusan,Confirmed Eruption,1983 Jun 25,2,,Historical Observations,1983 Jun 29,12.769,124.056,1535 m,Philippines,Stratovolcano(es),"2,789","74,286","518,705","3,360,418"
Veniaminof,Confirmed Eruption,1983 Jun 2,3,Western intracaldera cone,Historical Observations,1984 Apr 17,56.17,-159.38,2507 m,United States,Stratovolcano,0,0,0,542
Grimsvotn,Confirmed Eruption,1983 May 28,2,Near south caldera wall,Historical Observations,1983 Jun 2,64.416,-17.316,1719 m,Iceland,Caldera,0,0,0,"1,736"
Karangetang,Confirmed Eruption,1983 May 16,3,Summit and SW flank (1443 m),Historical Observations,1988 Dec 31 (in or after),2.781,125.407,1797 m,Indonesia,Stratovolcano,892,"4,478","11,066","65,667"
Myojinsho,Uncertain Eruption,1983 May 12,0,Myojinsho, ,[ Unknown ],31.888,139.918,11 m,Japan,Submarine,0,0,0,242
Iliboleng,Confirmed Eruption,1983 May 11,2,,Historical Observations,1984 Apr 13,-8.342,123.258,1659 m,Indonesia,Stratovolcano,"30,359","87,503","260,688","757,701"
Tengger Caldera,Uncertain Eruption,1983 Apr 15,1,Bromo, ,[ 1983 Jun 28 ± 1 days ],-7.942,112.95,2329 m,Indonesia,Stratovolcano(es),"27,826","69,451","1,420,878","22,628,278"
Niigata-Yakeyama,Confirmed Eruption,1983 Apr 14,1,,Historical Observations,1983 Apr 15 (?),36.921,138.036,2400 m,Japan,Lava dome,73,610,"226,866","3,920,252"
Asamayama,Confirmed Eruption,1983 Apr 8,2,,Historical Observations,1983 Apr 8,36.406,138.523,2568 m,Japan,Complex,583,"22,371","457,576","7,629,353"
Etna,Confirmed Eruption,1983 Mar 28,1,South flank (2680-2250 m),Historical Observations,1983 Aug 6,37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Concepcion,Confirmed Eruption,1983 Mar 16,2,,Historical Observations,1983 Mar 25,11.538,-85.622,1700 m,Nicaragua,Stratovolcano,"14,072","28,900","92,378","2,266,903"
Macdonald,Confirmed Eruption,1983 Mar 14,0,,Hydrophonic,1983 May 21,-28.98,-140.25,-39 m,Undersea Features,Submarine,0,0,0,0
Hunter Island,Discredited Eruption,1983 Mar 9,--,, ,[ Unknown ],-22.4,172.05,297 m,France,Stratovolcano,0,0,0,1
Colima,Uncertain Eruption,1983 Feb 11,1,, ,[ 1983 Feb 15 ],19.514,-103.62,3850 m,Mexico,Stratovolcano(es),76,746,"303,490","1,494,790"
Rincon de la Vieja,Confirmed Eruption,1983 Feb 6,1,,Historical Observations,1983 Feb 21,10.83,-85.324,1916 m,Costa Rica,Complex,271,"1,428","78,668","659,105"
Kilauea,Confirmed Eruption,1983 Jan 3,3,"East rift zone (Puu O'o), Halemaumau",Historical Observations,2018 Sep 5,19.421,-155.287,1222 m,United States,Shield,"3,122","3,122","8,495","169,550"
"Lengai, Ol Doinyo",Confirmed Eruption,1983 Jan 1,2,North Crater,Historical Observations,1993 Sep 24,-2.764,35.914,2962 m,Tanzania,Stratovolcano,186,"1,855","18,074","545,305"
Marapi,Confirmed Eruption,1982 Dec 16,1,,Historical Observations,1982 Dec 16 ± 15 days,-0.38,100.474,2885 m,Indonesia,Complex,706,"57,453","818,039","4,059,773"
Fukujin,Uncertain Eruption,1982 Dec 15,0,, ,[ Unknown ],21.93,143.47,-217 m,United States,Submarine,0,0,0,0
Ioto,Confirmed Eruption,1982 Nov 28,1,West side (Asodai),Historical Observations,1982 Dec 16 (?) ± 15 days,24.751,141.289,169 m,Japan,Caldera,"1,179","1,179","1,189","1,370"
Chirpoi,Confirmed Eruption,1982 Nov 22,2,Snow,Historical Observations,Unknown,46.532,150.871,742 m,Russia,Caldera,1,1,3,491
Iliboleng,Confirmed Eruption,1982 Nov 17,2,,Historical Observations,1982 Nov 17,-8.342,123.258,1659 m,Indonesia,Stratovolcano,"30,359","87,503","260,688","757,701"
Kusatsu-Shiranesan,Confirmed Eruption,1982 Oct 26,1,"Kara-gama, Yu-gama",Historical Observations,1982 Dec 29,36.618,138.528,2165 m,Japan,Stratovolcano(es),"4,485","14,296","434,049","5,947,593"
Lopevi,Confirmed Eruption,1982 Oct 24,2,,Historical Observations,1982 Oct 25,-16.507,168.346,1413 m,Vanuatu,Stratovolcano,690,793,"7,942","50,310"
Cameroon,Confirmed Eruption,1982 Oct 16,2,SW flank (2500 m),Historical Observations,1982 Nov 12,4.203,9.17,4095 m,Cameroon,Stratovolcano,328,"26,053","417,460","3,079,036"
Klyuchevskoy,Confirmed Eruption,1982 Oct 7,2,Summit and east flank (2875 m),Historical Observations,1983 Jun 27,56.056,160.642,4754 m,Russia,Stratovolcano,0,0,292,"12,406"
Akutan,Confirmed Eruption,1982 Oct 5,2,,Historical Observations,1983 May 16 ± 15 days,54.134,-165.986,1303 m,United States,Stratovolcano,0,24,233,"4,361"
Asamayama,Confirmed Eruption,1982 Oct 2,1,,Historical Observations,1982 Oct 2,36.406,138.523,2568 m,Japan,Complex,583,"22,371","457,576","7,629,353"
Kilauea,Confirmed Eruption,1982 Sep 25,0,Kilauea Caldera (SSE of Halemaumau),Historical Observations,1982 Sep 26,19.421,-155.287,1222 m,United States,Shield,"3,122","3,122","8,495","169,550"
Wolf,Confirmed Eruption,1982 Aug 28,1,Caldera and SE flank (875 m),Historical Observations,1982 Sep 6 (?),0.02,-91.35,1710 m,Ecuador,Shield,165,165,237,"1,673"
Soputan,Confirmed Eruption,1982 Aug 26,3,,Historical Observations,1982 Nov 10,1.112,124.737,1785 m,Indonesia,Stratovolcano,"4,724","69,991","501,336","1,696,768"
Myojinsho,Uncertain Eruption,1982 Aug 10,0,Myojinsho, ,[ Unknown ],31.888,139.918,11 m,Japan,Submarine,0,0,0,242
Raung,Confirmed Eruption,1982 Jul 18,3,,Historical Observations,1982 Jul 20,-8.119,114.056,3260 m,Indonesia,Stratovolcano,152,572,"581,515","8,123,987"
Pavlof,Uncertain Eruption,1982 Jul 15,1,, ,[ Unknown ],55.417,-161.894,2493 m,United States,Stratovolcano,0,0,0,"3,002"
Cleft Segment,Confirmed Eruption,1982 Jul 2,0,"N Cleft Segment, S Juan de Fuca Ridge",Historical Observations,Unknown,44.83,-130.3,-2140 m,Undersea Features,Submarine,0,0,0,0
Karangetang,Confirmed Eruption,1982 Jul 2,1,,Historical Observations,Unknown,2.781,125.407,1797 m,Indonesia,Stratovolcano,892,"4,478","11,066","65,667"
Whakaari/White Island,Discredited Eruption,1982 Jul 1,--,, ,[ Unknown ],-37.52,177.18,294 m,New Zealand,Stratovolcano(es),5,5,5,"190,290"
Nyiragongo,Confirmed Eruption,1982 Jun 21,1,,Historical Observations,1982 Oct 17 ± 15 days,-1.52,29.25,3470 m,DR Congo,Stratovolcano,"2,416","31,145","1,006,436","9,087,529"
Kita-Ioto,Uncertain Eruption,1982 Jun 16,0,Funka-Asane, ,[ 1982 Jun 16 ± 15 days ],25.424,141.284,792 m,Japan,Stratovolcano,158,162,162,"1,210"
Monowai,Confirmed Eruption,1982 May 16,0,,Hydrophonic,1982 May 16 ± 15 days,-25.887,-177.188,-132 m,New Zealand,Submarine,0,0,0,0
Kilauea,Confirmed Eruption,1982 Apr 30,0,Kilauea Caldera (NE of Halemaumau),Historical Observations,1982 May 1,19.421,-155.287,1222 m,United States,Shield,"3,122","3,122","8,495","169,550"
Asamayama,Confirmed Eruption,1982 Apr 26,2,,Historical Observations,1982 Apr 26,36.406,138.523,2568 m,Japan,Complex,583,"22,371","457,576","7,629,353"
Gaua,Confirmed Eruption,1982 Apr 18,2,Mt. Garat,Historical Observations,1982 Apr 18,-14.27,167.5,797 m,Vanuatu,Stratovolcano,166,"1,200","2,848","8,834"
Nishinoshima,Uncertain Eruption,1982 Apr 16,0,, ,[ 1982 Apr 16 ± 15 days ],27.247,140.874,25 m,Japan,Caldera,0,0,0,0
Kavachi,Confirmed Eruption,1982 Apr 7,2,,Historical Observations,1982 Jun 2 ± 1 days,-8.991,157.979,-20 m,Solomon Islands,Submarine,6,6,802,"50,014"
Esmeralda Bank,Uncertain Eruption,1982 Apr 6,0,, ,[ Unknown ],15,145.25,-43 m,United States,Submarine,0,0,0,"84,578"
Galunggung,Confirmed Eruption,1982 Apr 5,4,New crater at Gunung Jadi location,Historical Observations,1983 Jan 8,-7.25,108.058,2168 m,Indonesia,Stratovolcano,"4,781","66,495","2,382,939","23,897,342"
Alaid,Confirmed Eruption,1982 Mar 29,2,,Historical Observations,1982 Mar 29,50.861,155.565,2285 m,Russia,Stratovolcano,0,64,64,"2,887"
"Chichon, El",Confirmed Eruption,1982 Mar 28,5,Tephra unit A,Historical Observations,1982 Sep 11,17.36,-93.228,1150 m,Mexico,Lava dome(s),"3,759","11,000","143,015","3,570,632"
Klyuchevskoy,Confirmed Eruption,1982 Mar 24,1,,Historical Observations,1982 May 2,56.056,160.642,4754 m,Russia,Stratovolcano,0,0,292,"12,406"
Teahitia,Confirmed Eruption,1982 Mar 16,0,,Hydrophonic,1982 May 19,-17.564,-148.821,-1743 m,France,Submarine,0,0,0,"203,248"
Marapi,Confirmed Eruption,1982 Mar 10,1,,Historical Observations,1982 May 16 ± 15 days,-0.38,100.474,2885 m,Indonesia,Complex,706,"57,453","818,039","4,059,773"
Ioto,Confirmed Eruption,1982 Mar 9,1,NW side (Idogahama beach),Historical Observations,1982 Mar 10,24.751,141.289,169 m,Japan,Caldera,"1,179","1,179","1,189","1,370"
Macdonald,Confirmed Eruption,1982 Mar 1,0,,Hydrophonic,1982 Jun 6,-28.98,-140.25,-39 m,Undersea Features,Submarine,0,0,0,0
Chachadake [Tiatia],Uncertain Eruption,1982 Feb 10,1,, ,[ 1982 Feb 14 ],44.353,146.252,1822 m,Japan - administered by Russia,Stratovolcano,3,223,896,"16,275"
Gareloi,Confirmed Eruption,1982 Jan 15,3,,Historical Observations,1982 Jan 15,51.79,-178.794,1573 m,United States,Stratovolcano,0,0,0,0
Concepcion,Confirmed Eruption,1982 Jan 15,2,,Historical Observations,1982 Feb 14 ± 5 days,11.538,-85.622,1700 m,Nicaragua,Stratovolcano,"14,072","28,900","92,378","2,266,903"
Fukujin,Uncertain Eruption,1982 Jan 12,0,, ,[ 1982 Mar 16 ],21.93,143.47,-217 m,United States,Submarine,0,0,0,0
Nyamulagira,Confirmed Eruption,1981 Dec 25,3,SE flank (Rugarambiro),Historical Observations,1982 Jan 14,-1.408,29.2,3058 m,DR Congo,Shield,"3,751","27,027","711,356","8,333,476"
Klyuchevskoy,Uncertain Eruption,1981 Dec 21,--,, ,[ Unknown ],56.056,160.642,4754 m,Russia,Stratovolcano,0,0,292,"12,406"
Etna,Confirmed Eruption,1981 Nov 26,2,NE Crater,Historical Observations,1981 Nov 26,37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Alaid,Confirmed Eruption,1981 Nov 25,2,,Historical Observations,Unknown,50.861,155.565,2285 m,Russia,Stratovolcano,0,64,64,"2,887"
Telica,Confirmed Eruption,1981 Nov 25,2,,Historical Observations,1982 Mar 2,12.606,-86.84,1036 m,Nicaragua,Stratovolcano(es),"1,079","21,990","327,294","2,982,538"
Krafla,Confirmed Eruption,1981 Nov 18,0,Leirhnjúkur to 9 km north,Historical Observations,1981 Nov 23,65.715,-16.728,800 m,Iceland,Caldera,384,384,"1,258","25,667"
Ruapehu,Confirmed Eruption,1981 Oct 25,1,,Historical Observations,1982 Apr 12 ± 3 days,-39.28,175.57,2797 m,New Zealand,Stratovolcano,14,298,"6,901","119,709"
Pavlof,Confirmed Eruption,1981 Sep 25,3,Upper NNE flank (100 m below summit),Historical Observations,1981 Sep 27,55.417,-161.894,2493 m,United States,Stratovolcano,0,0,0,"3,002"
Shishaldin,Uncertain Eruption,1981 Sep 25,--,, ,[ Unknown ],54.756,-163.97,2857 m,United States,Stratovolcano,0,0,10,197
Kavachi,Uncertain Eruption,1981 Sep 15,0,, ,[ Unknown ],-8.991,157.979,-20 m,Solomon Islands,Submarine,6,6,802,"50,014"
Guagua Pichincha,Confirmed Eruption,1981 Aug 31,1,NE side of 1660 lava dome,Historical Observations,1982 Nov 16 (?) ± 15 days,-0.171,-78.598,4784 m,Ecuador,Stratovolcano,449,"32,488","2,064,475","3,581,801"
Fernandina,Confirmed Eruption,1981 Aug 1,0,South caldera rim,Historical Observations,Unknown,-0.37,-91.55,1476 m,Ecuador,Shield,129,129,208,"1,972"
Gaua,Confirmed Eruption,1981 Jul 9,1,Mt. Garat,Historical Observations,1981 Jul 9,-14.27,167.5,797 m,Vanuatu,Stratovolcano,166,"1,200","2,848","8,834"
Dieng Volcanic Complex,Confirmed Eruption,1981 Jul 2,1,Sikidang,Historical Observations,Unknown,-7.2,109.879,2565 m,Indonesia,Complex,"1,092,929","1,092,929","1,886,942","24,381,814"
Asosan,Confirmed Eruption,1981 Jun 15,1,Naka-dake,Historical Observations,1981 Jun 15,32.884,131.104,1592 m,Japan,Caldera,"75,559","75,559","234,591","6,507,519"
Bezymianny,Confirmed Eruption,1981 Jun 12,3,,Historical Observations,1983 May 22,55.972,160.595,2882 m,Russia,Stratovolcano,0,0,47,"11,728"
Chachadake [Tiatia],Confirmed Eruption,1981 Jun 10,2,,Historical Observations,1981 Jun 25,44.353,146.252,1822 m,Japan - administered by Russia,Stratovolcano,3,223,896,"16,275"
Okataina,Confirmed Eruption,1981 May 16,1,Waimangu (Raupo Pond crater),Historical Observations,1981 May 16 ± 15 days,-38.12,176.5,1111 m,New Zealand,Lava dome(s),18,579,"79,591","362,413"
Pagan,Confirmed Eruption,1981 May 15,4,North Pagan (summit and north flank),Historical Observations,1985 May 1 (in or after),18.13,145.8,570 m,United States,Stratovolcano(es),0,0,0,0
Alaid,Confirmed Eruption,1981 Apr 27,4,,Historical Observations,1981 Jun 5,50.861,155.565,2285 m,Russia,Stratovolcano,0,64,64,"2,887"
Krakatau,Confirmed Eruption,1981 Apr 24,1,Anak Krakatau,Historical Observations,1981 Oct 20,-6.102,105.423,155 m,Indonesia,Caldera,"7,177","7,177","8,027","6,326,159"
Bulusan,Confirmed Eruption,1981 Apr 9,3,,Historical Observations,1981 Apr 27,12.769,124.056,1535 m,Philippines,Stratovolcano(es),"2,789","74,286","518,705","3,360,418"
Hekla,Confirmed Eruption,1981 Apr 9,2,Summit and north flank (900 and 740 m),Historical Observations,1981 Apr 16,63.983,-19.666,1490 m,Iceland,Stratovolcano,0,0,298,"22,845"
Pavlof,Confirmed Eruption,1981 Mar 30,1,,Historical Observations,1981 May 28,55.417,-161.894,2493 m,United States,Stratovolcano,0,0,0,"3,002"
Okmok,Confirmed Eruption,1981 Mar 24,3,SW part of caldera (Cone A),Historical Observations,1981 Mar 24,53.43,-168.13,1073 m,United States,Shield,0,0,0,4
Etna,Confirmed Eruption,1981 Mar 17,2,NNW flank (2550-1140 m),Historical Observations,1981 Mar 23,37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Poas,Confirmed Eruption,1981 Mar 16,1,,Historical Observations,1981 May 16 ± 15 days,10.2,-84.233,2697 m,Costa Rica,Stratovolcano,"1,947","11,107","950,796","3,411,023"
Mehetia,Uncertain Eruption,1981 Mar 5,0,SE of Mehetia (-1700 m?), ,[ 1981 Dec 16 ± 15 days ],-17.874,-148.068,389 m,France,Stratovolcano,114,114,114,114
Gamkonora,Confirmed Eruption,1981 Mar 4,1,,Historical Observations,1981 Jul 25,1.38,127.53,1635 m,Indonesia,Stratovolcano,"3,354","12,744","61,376","627,128"
Shikotsu,Confirmed Eruption,1981 Feb 27,1,Tarumai,Historical Observations,1981 Feb 27,42.688,141.38,1320 m,Japan,Caldera,"130,474","130,474","316,816","3,096,376"
Ambrym,Confirmed Eruption,1981 Feb 20,2,"Benbow, Marum",Historical Observations,1981 Sep 30,-16.25,168.12,1334 m,Vanuatu,Pyroclastic shield,9,186,"10,826","63,999"
Telica,Confirmed Eruption,1981 Feb 16,1,,Historical Observations,Unknown,12.606,-86.84,1036 m,Nicaragua,Stratovolcano(es),"1,079","21,990","327,294","2,982,538"
"Fournaise, Piton de la",Confirmed Eruption,1981 Feb 3,2,"Bory, SW, N & NE of Dolomieu",Historical Observations,1981 May 5,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Krafla,Confirmed Eruption,1981 Jan 30,0,6-8 km N of Leirhnjúkur,Historical Observations,1981 Feb 4,65.715,-16.728,800 m,Iceland,Caldera,384,384,"1,258","25,667"
Etna,Confirmed Eruption,1981 Jan 26,2,NE Crater,Historical Observations,1981 Mar 5 ± 4 days,37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Klyuchevskoy,Confirmed Eruption,1981 Jan 25,1,,Historical Observations,1981 Aug 4 (?),56.056,160.642,4754 m,Russia,Stratovolcano,0,0,292,"12,406"
Fukujin,Uncertain Eruption,1981 Jan 7,0,, ,[ 1981 Jan 8 ],21.93,143.47,-217 m,United States,Submarine,0,0,0,0
Poas,Confirmed Eruption,1980 Dec 26,1,,Historical Observations,1980 Dec 26,10.2,-84.233,2697 m,Costa Rica,Stratovolcano,"1,947","11,107","950,796","3,411,023"
Myojinsho,Uncertain Eruption,1980 Nov 15,0,Myojinsho, ,[ 1980 Dec 23 ],31.888,139.918,11 m,Japan,Submarine,0,0,0,242
Macdonald,Confirmed Eruption,1980 Nov 10,0,,Hydrophonic,1981 Feb 15,-28.98,-140.25,-39 m,Undersea Features,Submarine,0,0,0,0
Pavlof,Confirmed Eruption,1980 Nov 8,3,Upper NNE flank,Historical Observations,1980 Nov 13,55.417,-161.894,2493 m,United States,Stratovolcano,0,0,0,"3,002"
Paluweh,Confirmed Eruption,1980 Nov 5,2,Rokatenda,Historical Observations,1981 Sep 16 ± 15 days,-8.32,121.708,875 m,Indonesia,Stratovolcano,446,446,"5,284","548,803"
Ruapehu,Confirmed Eruption,1980 Oct 18,1,,Historical Observations,1980 Nov 3,-39.28,175.57,2797 m,New Zealand,Stratovolcano,14,298,"6,901","119,709"
Callaqui,Confirmed Eruption,1980 Oct 16,1,,Historical Observations,1980 Oct 16 ± 15 days,-37.92,-71.45,3164 m,Chile,Stratovolcano,56,294,"4,354","400,426"
Kavachi,Confirmed Eruption,1980 Oct 7,1,,Historical Observations,1981 Feb 25,-8.991,157.979,-20 m,Solomon Islands,Submarine,6,6,802,"50,014"
Ulawun,Confirmed Eruption,1980 Oct 6,3,,Historical Observations,1980 Oct 7,-5.05,151.33,2334 m,Papua New Guinea,Stratovolcano,30,"1,801","10,577","61,018"
Kuchinoerabujima,Confirmed Eruption,1980 Sep 28,2,NNE-SSW fissure on E side of Shindake,Historical Observations,1980 Sep 28,30.443,130.217,657 m,Japan,Stratovolcano(es),"1,544","1,698","5,348","149,518"
Asosan,Confirmed Eruption,1980 Sep 24,1,Naka-dake,Historical Observations,1980 Sep 24,32.884,131.104,1592 m,Japan,Caldera,"75,559","75,559","234,591","6,507,519"
Marion Island,Confirmed Eruption,1980 Sep 16,1,E-W fissure from summit to W coast,Historical Observations,Unknown,-46.9,37.75,1230 m,South Africa,Shield(s),0,0,0,0
Poas,Confirmed Eruption,1980 Sep 12,1,,Historical Observations,1980 Sep 12,10.2,-84.233,2697 m,Costa Rica,Stratovolcano,"1,947","11,107","950,796","3,411,023"
Gamalama,Confirmed Eruption,1980 Sep 4,2,,Historical Observations,1980 Sep 23,0.8,127.33,1715 m,Indonesia,Stratovolcano(es),"103,429","204,820","308,691","536,972"
Sheveluch,Confirmed Eruption,1980 Aug 23,1,Center of 1964 crater,Historical Observations,1981 Dec 1 ± 30 days,56.653,161.36,3283 m,Russia,Stratovolcano,0,0,"1,718","11,613"
Bezymianny,Confirmed Eruption,1980 Aug 21,2,,Historical Observations,1980 Aug 27 ± 4 days,55.972,160.595,2882 m,Russia,Stratovolcano,0,0,47,"11,728"
Kuwae,Uncertain Eruption,1980 Aug 20,0,Karua, ,[ Unknown ],-16.829,168.536,-2 m,Vanuatu,Caldera,"2,836","2,836","5,725","48,609"
Hekla,Confirmed Eruption,1980 Aug 17,3,"Summit, SW and NE flanks",Historical Observations,1980 Aug 20,63.983,-19.666,1490 m,Iceland,Stratovolcano,0,0,298,"22,845"
Kanlaon,Confirmed Eruption,1980 Aug 8,2,,Historical Observations,Unknown,10.412,123.132,2435 m,Philippines,Stratovolcano,"1,662","40,276","923,257","9,345,000"
Gareloi,Confirmed Eruption,1980 Aug 7,3,,Historical Observations,1980 Sep 17,51.79,-178.794,1573 m,United States,Stratovolcano,0,0,0,0
Etna,Confirmed Eruption,1980 Jul 8,3,NE Crater,Historical Observations,1980 Sep 26,37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Nishinoshima,Uncertain Eruption,1980 Jul 7,0,"South, east, and west sides", ,[ 1981 Jul 2 (?) ± 182 days ],27.247,140.874,25 m,Japan,Caldera,0,0,0,0
Pavlof,Confirmed Eruption,1980 Jul 6,1,,Historical Observations,Unknown,55.417,-161.894,2493 m,United States,Stratovolcano,0,0,0,"3,002"
Akutan,Confirmed Eruption,1980 Jul 3,2,,Historical Observations,1980 Jul 8 (?),54.134,-165.986,1303 m,United States,Stratovolcano,0,24,233,"4,361"
Gaua,Confirmed Eruption,1980 Jul 2,1,Mt. Garat,Historical Observations,Unknown,-14.27,167.5,797 m,Vanuatu,Stratovolcano,166,"1,200","2,848","8,834"
Villarrica,Confirmed Eruption,1980 Jun 20,2,,Historical Observations,1980 Sep 24,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
