volcanoName,eruptionCertainty,startDate,maxVEI,activityArea,evidenceMethod,stopDate,latitude,longitude,volcanoHeight,country,primaryVolcanoType,population5km,population10km,population30km,population100km
Yasur,Confirmed Eruption,0850,--,,Radiocarbon (uncorrected),Unknown,-19.532,169.447,361 m,Vanuatu,Stratovolcano,"3,636","6,068","24,748","32,427"
Picos Fissural Volcanic System,Confirmed Eruption,0850,--,East-central part (Cruz),Radiocarbon (uncorrected),Unknown,37.78,-25.67,350 m,Portugal,Pyroclastic cone(s),"115,732","115,732","123,990","139,730"
Krafla,Confirmed Eruption,0850,0,"Daleldar, Svortuborgir",Tephrochronology,Unknown,65.715,-16.728,800 m,Iceland,Caldera,384,384,"1,258","25,667"
Churchill,Confirmed Eruption,0847,6,WRAe,Tephrochronology,Unknown,61.38,-141.75,5005 m,United States,Stratovolcano,0,0,0,95
Kirishimayama,Confirmed Eruption,0843,2,,Historical Observations,0848,31.934,130.862,1700 m,Japan,Shield,647,"8,415","407,050","3,972,044"
Medicine Lake,Confirmed Eruption,0840,--,SW flank (Paint Pot Crater),Radiocarbon (corrected),Unknown,41.611,-121.554,2412 m,United States,Shield,0,0,254,"120,685"
Furnas,Confirmed Eruption,0840,4,"Center of caldera (Gaspar), Tephra layer F",Radiocarbon (uncorrected),Unknown,37.77,-25.32,805 m,Portugal,Stratovolcano,"1,333","7,310","87,865","153,182"
Chokaisan,Uncertain Eruption,0839 Oct 14,--,, ,[ Unknown ],39.099,140.049,2236 m,Japan,Stratovolcano(es),131,707,"185,681","2,301,576"
Kozushima,Confirmed Eruption,0838 Aug 2,4,Tenjo-san,Historical Observations,Unknown,34.219,139.153,572 m,Japan,Lava dome(s),"2,406","2,406","5,716","442,731"
Izu-Oshima,Confirmed Eruption,0838 Aug,3,"Summit, SE flank, Tephra layer N3.0",Historical Observations,Unknown,34.724,139.394,746 m,Japan,Stratovolcano,"2,381","8,037","8,375","11,837,468"
Naruko,Confirmed Eruption,0837 May 27,1,,Historical Observations,Unknown,38.729,140.734,470 m,Japan,Caldera,"54,771","54,771","210,262","4,417,058"
Kirishimayama,Confirmed Eruption,0837,3,Ohachi,Historical Observations,0839 (?),31.934,130.862,1700 m,Japan,Shield,647,"8,415","407,050","3,972,044"
Miyakejima,Confirmed Eruption,0832 Jun 23,3,KHS tephra,Historical Observations,Unknown,34.094,139.526,775 m,Japan,Stratovolcano,"1,848","3,189","3,474","95,663"
Kozushima,Uncertain Eruption,0832,--,, ,[ Unknown ],34.219,139.153,572 m,Japan,Lava dome(s),"2,406","2,406","5,716","442,731"
Chokaisan,Confirmed Eruption,0830 Jan,--,,Historical Observations,Unknown,39.099,140.049,2236 m,Japan,Stratovolcano(es),131,707,"185,681","2,301,576"
Fujisan,Confirmed Eruption,0830,2,NW flank (Koriana),Historical Observations,Unknown,35.361,138.728,3776 m,Japan,Stratovolcano,570,"1,759","906,969","25,022,187"
Kikhpinych,Confirmed Eruption,0830,--,Savich cone,Tephrochronology,Unknown,54.489,160.251,1515 m,Russia,Stratovolcano(es),0,29,687,"4,322"
Medicine Lake,Confirmed Eruption,0830,--,"North flank, Callahan lava flow",Radiocarbon (corrected),Unknown,41.611,-121.554,2412 m,United States,Shield,0,0,254,"120,685"
Mauna Loa,Confirmed Eruption,0830,0,Mokuaweoweo and NW flank,Radiocarbon (uncorrected),Unknown,19.475,-155.608,4170 m,United States,Shield,45,45,"1,906","175,315"
Kikai,Confirmed Eruption,0830,--,"Iwo-dake, K-Iw-P1 tephra",Radiocarbon (uncorrected),Unknown,30.793,130.305,704 m,Japan,Caldera,152,152,152,"1,002,905"
Fujisan,Confirmed Eruption,0826 Dec 31,2,,Historical Observations,Unknown,35.361,138.728,3776 m,Japan,Stratovolcano,570,"1,759","906,969","25,022,187"
Popocatepetl,Confirmed Eruption,0823 Mar 1,4,,Ice Core,Unknown,19.023,-98.622,5393 m,Mexico,Stratovolcano(es),325,"2,584","634,054","26,509,510"
Izu-Oshima,Confirmed Eruption,0822,3,Tephra layer N3.2,Varve Count,Unknown,34.724,139.394,746 m,Japan,Stratovolcano,"2,381","8,037","8,375","11,837,468"
Taranaki,Confirmed Eruption,0820,--,,Radiocarbon (uncorrected),Unknown,-39.3,174.07,2518 m,New Zealand,Stratovolcano,200,230,"77,381","104,499"
Ischia,Confirmed Eruption,0820,--,"Near Arso, FiT tephra",Radiocarbon (corrected),Unknown,40.73,13.897,789 m,Italy,Complex,"18,669","20,210","383,661","5,729,354"
Terceira,Confirmed Eruption,0820,--,Santa Barbara,Radiocarbon (uncorrected),Unknown,38.73,-27.32,1023 m,Portugal,Stratovolcano(es),"2,928","12,299","55,425","81,512"
Katla,Confirmed Eruption,0820,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Chokaisan,Confirmed Eruption,0817,--,,Historical Observations,Unknown,39.099,140.049,2236 m,Japan,Stratovolcano(es),131,707,"185,681","2,301,576"
Etna,Uncertain Eruption,0814,--,, ,[ Unknown ],37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Niigata-Yakeyama,Confirmed Eruption,0813,--,,Historical Observations,Unknown,36.921,138.036,2400 m,Japan,Lava dome,73,610,"226,866","3,920,252"
Etna,Uncertain Eruption,0812,--,"South flank (1200 m, S of Mt. Sona)", ,[ Unknown ],37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Mauna Loa,Confirmed Eruption,0810,0,Mokuaweoweo,Radiocarbon (uncorrected),Unknown,19.475,-155.608,4170 m,United States,Shield,45,45,"1,906","175,315"
Sinabung,Confirmed Eruption,0810,--,SE flank,Radiocarbon (corrected),Unknown,3.17,98.392,2460 m,Indonesia,Stratovolcano,997,"13,801","163,630","7,646,863"
Akita-Yakeyama,Uncertain Eruption,0807 Nov 1,--,, ,[ Unknown ],39.964,140.757,1366 m,Japan,Stratovolcano,127,721,"55,493","3,122,037"
Akita-Komagatake,Confirmed Eruption,0807,3,AK-1 tephra,Historical Observations,Unknown,39.761,140.799,1637 m,Japan,Stratovolcano(es),376,"3,864","216,708","2,521,611"
Bandaisan,Confirmed Eruption,0806,3,"O-Bandai, RE2 tephra",Historical Observations,Unknown,37.601,140.072,1816 m,Japan,Stratovolcano,"5,923","17,608","327,454","4,709,782"
Chokaisan,Uncertain Eruption,0804,--,, ,[ 0806 ],39.099,140.049,2236 m,Japan,Stratovolcano(es),131,707,"185,681","2,301,576"
Fujisan,Confirmed Eruption,0800 Apr 11,4,"Summit, NE and NW flanks (Tenjin-yama)",Historical Observations,0802 Feb 6 (in or after),35.361,138.728,3776 m,Japan,Stratovolcano,570,"1,759","906,969","25,022,187"
Nikko-Shiranesan,Confirmed Eruption,0800,--,Nks-1 tephra,Tephrochronology,Unknown,36.799,139.376,2578 m,Japan,Shield,513,"2,502","79,844","9,303,980"
Kostakan,Confirmed Eruption,0800,3,"Maar S of Lake Kostakan, Krasny cone",Tephrochronology,Unknown,53.83,158.05,1150 m,Russia,Pyroclastic cone(s),13,13,"1,352","232,577"
Lassen Volcanic Center,Confirmed Eruption,0800,--,Chaos Crags,Radiocarbon (corrected),Unknown,40.492,-121.508,3187 m,United States,Stratovolcano,0,9,"2,340","439,135"
Almolonga,Confirmed Eruption,0800,3,Cerro Quemado,Radiocarbon (corrected),Unknown,14.797,-91.519,3173 m,Guatemala,Stratovolcano,"91,323","287,487","1,126,942","6,828,403"
Ichinsky,Confirmed Eruption,0800,--,,Radiocarbon (corrected),Unknown,55.678,157.718,3596 m,Russia,Stratovolcano,0,0,34,"2,670"
Hekla,Confirmed Eruption,0800,--,Heklutaglahraun,Tephrochronology,Unknown,63.983,-19.666,1490 m,Iceland,Stratovolcano,0,0,298,"22,845"
Tenerife,Confirmed Eruption,0800,0,Pico de Tiede,Radiocarbon (corrected),Unknown,28.271,-16.641,3715 m,Spain,Stratovolcano,0,156,"337,660","766,276"
Tungurahua,Confirmed Eruption,0800,--,,Radiocarbon (uncorrected),Unknown,-1.467,-78.442,5023 m,Ecuador,Stratovolcano,476,"20,990","183,640","1,571,744"
Axial Seamount,Confirmed Eruption,0800,0,"West caldera rim, Lava flow Wd",Radiocarbon (corrected),Unknown,45.95,-130,-1410 m,Undersea Features,Submarine,0,0,0,0
Dakataua,Confirmed Eruption,0800,--,D-Wn1 ?,Radiocarbon (uncorrected),Unknown,-5.094,150.094,408 m,Papua New Guinea,Caldera,"1,147","1,147","3,743","113,954"
Asosan,Uncertain Eruption,0796 Aug,0,Naka-dake, ,[ Unknown ],32.884,131.104,1592 m,Japan,Caldera,"75,559","75,559","234,591","6,507,519"
Haleakala,Confirmed Eruption,0790,--,Haleakala crater (Puu Nole),Radiocarbon (uncorrected),Unknown,20.708,-156.25,3055 m,United States,Shield,"26,074","26,074","65,398","157,582"
"Trois Pitons, Morne",Confirmed Eruption,0790,--,Micotrin?,Radiocarbon (uncorrected),Unknown,15.37,-61.33,1387 m,Dominica,Complex,"2,493","29,522","62,348","687,847"
Kirishimayama,Confirmed Eruption,0788 Apr 18,4,Ohachi (Katazoe Scoria),Historical Observations,Unknown,31.934,130.862,1700 m,Japan,Shield,647,"8,415","407,050","3,972,044"
Vesuvius,Confirmed Eruption,0787 Oct 15,3,Summit and south flank,Historical Observations,0788 Jan 15 ± 45 days,40.821,14.426,1281 m,Italy,Stratovolcano,"19,162","675,705","3,907,941","6,009,961"
Fujisan,Confirmed Eruption,0781 Jul,3,,Historical Observations,0781 Jul,35.361,138.728,3776 m,Japan,Stratovolcano,570,"1,759","906,969","25,022,187"
"Chichon, El",Confirmed Eruption,0780,5,Tephra unit D,Radiocarbon (corrected),Unknown,17.36,-93.228,1150 m,Mexico,Lava dome(s),"3,759","11,000","143,015","3,570,632"
Medicine Lake,Confirmed Eruption,0780,--,NE caldera rim (Mt. Hoffman area),Radiocarbon (corrected),Unknown,41.611,-121.554,2412 m,United States,Shield,0,0,254,"120,685"
St. Helens,Confirmed Eruption,0780,--,NE flank (Sugar Bowl),Radiocarbon (uncorrected),Unknown,46.2,-122.18,2549 m,United States,Stratovolcano,78,427,"2,221","2,173,101"
Lipari,Confirmed Eruption,0780,--,Monte Pelato,Radiocarbon (corrected),Unknown,38.49,14.933,590 m,Italy,Stratovolcano(es),"26,049","28,925","36,059","1,564,043"
Katla,Confirmed Eruption,0780,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Aira,Confirmed Eruption,0778,0,,Historical Observations,Unknown,31.593,130.657,1117 m,Japan,Caldera,"4,918","113,874","905,254","2,610,033"
Ontakesan,Uncertain Eruption,0774,--,, ,[ Unknown ],35.893,137.48,3067 m,Japan,Complex,176,"2,098","86,634","8,307,889"
Zaozan [Zaosan],Uncertain Eruption,0773 Nov,--,Okama, ,[ Unknown ],38.144,140.44,1841 m,Japan,Complex,632,"4,681","550,409","4,956,958"
Yufu-Tsurumi,Confirmed Eruption,0771,0,,Historical Observations,Unknown,33.282,131.39,1584 m,Japan,Lava dome(s),"28,543","139,722","709,942","7,767,905"
Hualalai,Confirmed Eruption,0770,1,SSE rift zone (4.5 km NW of Waha Pele,Radiocarbon (uncorrected),Unknown,19.692,-155.87,2523 m,United States,Shield,"35,906","35,906","46,959","166,240"
Ata,Confirmed Eruption,0770,4,"Kaimon, Tephra set Km-beta",Tephrochronology,Unknown,31.22,130.57,924 m,Japan,Caldera(s),"93,134","93,134","171,590","1,891,380"
Taveuni,Confirmed Eruption,0770,2,,Tephrochronology,Unknown,-16.82,-179.97,1241 m,Fiji,Shield,692,"3,220","19,186","146,131"
Cotopaxi,Confirmed Eruption,0770,4,Tephra layer L1,Radiocarbon (uncorrected),Unknown,-0.677,-78.436,5911 m,Ecuador,Stratovolcano,251,"7,299","152,139","3,631,492"
Aira,Confirmed Eruption,0766 Jul 20,3,,Historical Observations,Unknown,31.593,130.657,1117 m,Japan,Caldera,"4,918","113,874","905,254","2,610,033"
Aira,Confirmed Eruption,0764 Jan,4,"East flank (Nabe-yama), Sz-4 tephra",Historical Observations,Unknown,31.593,130.657,1117 m,Japan,Caldera,"4,918","113,874","905,254","2,610,033"
"Misti, El",Confirmed Eruption,0760,--,,Radiocarbon (corrected),Unknown,-16.294,-71.409,5822 m,Peru,Stratovolcano,82,"1,507","918,280","1,052,408"
Vaiyots-Sar,Uncertain Eruption,0753,--,, ,[ Unknown ],39.797,45.497,2575 m,Armenia,Pyroclastic cone(s),"31,477","31,477","57,079","1,465,950"
Kikai,Confirmed Eruption,0750,3,Iwo-dake,Tephrochronology,Unknown,30.793,130.305,704 m,Japan,Caldera,152,152,152,"1,002,905"
Kuchinoshima,Confirmed Eruption,0750,--,,Radiocarbon (corrected),Unknown,29.968,129.926,628 m,Japan,Stratovolcano(es),93,101,291,"11,002"
Sheveluch,Confirmed Eruption,0750,3,,Tephrochronology,Unknown,56.653,161.36,3283 m,Russia,Stratovolcano,0,0,"1,718","11,613"
Miyakejima,Confirmed Eruption,0750,3,"NE flank, MBS tephra",Radiocarbon (corrected),Unknown,34.094,139.526,775 m,Japan,Stratovolcano,"1,848","3,189","3,474","95,663"
Krasheninnikov,Confirmed Eruption,0750,3,"Central N cone, SE flank of S cone",Radiocarbon (corrected),Unknown,54.596,160.27,1816 m,Russia,Caldera,308,308,814,"4,674"
Mutnovsky,Confirmed Eruption,0750,3,,Tephrochronology,Unknown,52.449,158.196,2288 m,Russia,Complex,0,0,97,"250,858"
Nemo Peak,Confirmed Eruption,0750,--,,Tephrochronology,Unknown,49.57,154.808,1018 m,Russia,Caldera,15,15,46,582
"Ojos del Salado, Nevados",Confirmed Eruption,0750,--,,Tephrochronology,Unknown,-27.109,-68.541,6879 m,Chile-Argentina,Stratovolcano,0,11,572,"10,774"
Machin,Confirmed Eruption,0750,--,,Radiocarbon (uncorrected),Unknown,4.487,-75.389,2749 m,Colombia,Stratovolcano,"2,150","15,212","570,836","4,165,071"
"Bravo, Cerro",Confirmed Eruption,0750,4,CB4 tephra,Radiocarbon (uncorrected),Unknown,5.091,-75.293,3985 m,Colombia,Stratovolcano,"1,679","4,916","538,690","3,929,468"
Arenal,Confirmed Eruption,0750,4,Tephra layer AR-17/ET-5,Anthropology,Unknown,10.463,-84.703,1670 m,Costa Rica,Stratovolcano,"3,429","15,643","96,512","3,027,485"
Hekla,Confirmed Eruption,0750,--,"Taglgigahraun, Solvahraun, Stakahraun",Tephrochronology,Unknown,63.983,-19.666,1490 m,Iceland,Stratovolcano,0,0,298,"22,845"
Kirishimayama,Confirmed Eruption,0742 Dec 28,3,Ohachi,Historical Observations,Unknown,31.934,130.862,1700 m,Japan,Shield,647,"8,415","407,050","3,972,044"
Tambora,Confirmed Eruption,0740,--,,Radiocarbon (uncorrected),Unknown,-8.25,118,2850 m,Indonesia,Stratovolcano,"4,156","11,331","89,006","1,036,033"
Cotopaxi,Confirmed Eruption,0740,4,Tephra layer Kb2,Radiocarbon (uncorrected),Unknown,-0.677,-78.436,5911 m,Ecuador,Stratovolcano,251,"7,299","152,139","3,631,492"
Tungurahua,Confirmed Eruption,0730,4,P1 tephra unit,Radiocarbon (uncorrected),Unknown,-1.467,-78.442,5023 m,Ecuador,Stratovolcano,476,"20,990","183,640","1,571,744"
Karkar,Confirmed Eruption,0730,4,,Radiocarbon (uncorrected),Unknown,-4.649,145.964,1839 m,Papua New Guinea,Stratovolcano,5,"4,159","20,127","189,841"
Colima,Confirmed Eruption,0730,--,,Radiocarbon (uncorrected),Unknown,19.514,-103.62,3850 m,Mexico,Stratovolcano(es),76,746,"303,490","1,494,790"
Vulcano,Confirmed Eruption,0729,--,Fossa,Historical Observations,Unknown,38.404,14.962,500 m,Italy,Stratovolcano(es),"2,259","23,059","86,766","2,093,800"
Santorini,Confirmed Eruption,0726 Jul 15,4,NE side of Thia Island,Historical Observations,Unknown,36.404,25.396,367 m,Greece,Shield(s),"5,176","12,266","12,336","67,468"
Ata,Confirmed Eruption,0720,4,"Kaimon, Tephra set Km-gamma",Tephrochronology,Unknown,31.22,130.57,924 m,Japan,Caldera(s),"93,134","93,134","171,590","1,891,380"
Redoubt,Confirmed Eruption,0720,--,,Varve Count,Unknown,60.485,-152.742,3108 m,United States,Stratovolcano,0,0,1,"32,410"
Fujisan,Confirmed Eruption,0720,2,"NW flank (Kori-ike, Hakudairyuo)",Radiocarbon (uncorrected),Unknown,35.361,138.728,3776 m,Japan,Stratovolcano,570,"1,759","906,969","25,022,187"
Pelee,Confirmed Eruption,0720,--,,Radiocarbon (uncorrected),Unknown,14.809,-61.165,1394 m,France,Stratovolcano,251,"5,025","382,633","609,576"
Chokaisan,Uncertain Eruption,0717 Jul,--,, ,[ Unknown ],39.099,140.049,2236 m,Japan,Stratovolcano(es),131,707,"185,681","2,301,576"
Aira,Confirmed Eruption,0716,3,,Historical Observations,0718,31.593,130.657,1117 m,Japan,Caldera,"4,918","113,874","905,254","2,610,033"
Izu-Oshima,Confirmed Eruption,0713,3,"Summit, N & S flanks, Tephra layer N4",Varve Count,Unknown,34.724,139.394,746 m,Japan,Stratovolcano,"2,381","8,037","8,375","11,837,468"
Aira,Uncertain Eruption,0712,3,, ,[ Unknown ],31.593,130.657,1117 m,Japan,Caldera,"4,918","113,874","905,254","2,610,033"
Chokaisan,Confirmed Eruption,0711,--,,Historical Observations,Unknown,39.099,140.049,2236 m,Japan,Stratovolcano(es),131,707,"185,681","2,301,576"
Witori,Confirmed Eruption,0710,6,W-G tephra,Radiocarbon (uncorrected),Unknown,-5.576,150.516,724 m,Papua New Guinea,Caldera,"24,509","24,509","37,824","145,382"
Baru,Confirmed Eruption,0710,--,,Radiocarbon (corrected),Unknown,8.808,-82.543,3474 m,Panama,Stratovolcano,118,"6,983","79,933","756,597"
Calbuco,Confirmed Eruption,0710,4,Ca13 tephra layer,Radiocarbon (corrected),Unknown,-41.33,-72.618,1974 m,Chile,Stratovolcano,70,871,"32,265","575,233"
Aira,Confirmed Eruption,0708,3,,Historical Observations,Unknown,31.593,130.657,1117 m,Japan,Caldera,"4,918","113,874","905,254","2,610,033"
Hakusan,Confirmed Eruption,0706 Sep,--,,Historical Observations,Unknown,36.155,136.771,2702 m,Japan,Stratovolcano,474,807,"63,965","5,959,200"
Midagahara,Uncertain Eruption,0704,--,, ,[ Unknown ],36.571,137.59,2621 m,Japan,Stratovolcano,401,521,"143,935","4,455,560"
Izu-Oshima,Confirmed Eruption,0700,3,Tephra layer N4.2,Varve Count,Unknown,34.724,139.394,746 m,Japan,Stratovolcano,"2,381","8,037","8,375","11,837,468"
Ksudach,Confirmed Eruption,0700,--,,Tephrochronology,Unknown,51.844,157.572,1079 m,Russia,Stratovolcano,0,0,244,"3,850"
Kizimen,Confirmed Eruption,0700,--,,Tephrochronology,Unknown,55.131,160.32,2334 m,Russia,Stratovolcano,0,26,197,"5,564"
Avachinsky,Confirmed Eruption,0700,--,,Tephrochronology,Unknown,53.256,158.836,2717 m,Russia,Stratovolcano,0,0,"180,016","270,205"
Kussharo,Confirmed Eruption,0700,--,Atosanupuri,Tephrochronology,Unknown,43.615,144.427,574 m,Japan,Caldera,"8,331","8,331","26,476","680,109"
Sheveluch,Confirmed Eruption,0700,3,,Tephrochronology,Unknown,56.653,161.36,3283 m,Russia,Stratovolcano,0,0,"1,718","11,613"
Bezymianny,Confirmed Eruption,0700,4,East summit region (Razrushenny dome),Tephrochronology,Unknown,55.972,160.595,2882 m,Russia,Stratovolcano,0,0,47,"11,728"
Aniakchak,Confirmed Eruption,0700,0,S & NW caldera floor (Vent Mtn & Half Cone),Tephrochronology,Unknown,56.88,-158.17,1341 m,United States,Caldera,0,0,36,479
Kirishimayama,Confirmed Eruption,0700,--,"Ohachi, Araso tephra",Tephrochronology,Unknown,31.934,130.862,1700 m,Japan,Shield,647,"8,415","407,050","3,972,044"
