volcanoName,eruptionCertainty,startDate,maxVEI,activityArea,evidenceMethod,stopDate,latitude,longitude,volcanoHeight,country,primaryVolcanoType,population5km,population10km,population30km,population100km
Etna,Discredited Eruption,1535,--,, ,[ Unknown ],37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Guagua Pichincha,Uncertain Eruption,1535,2,, ,[ Unknown ],-0.171,-78.598,4784 m,Ecuador,Stratovolcano,449,"32,488","2,064,475","3,581,801"
Galeras,Confirmed Eruption,1535,3,,Historical Observations,Unknown,1.22,-77.37,4276 m,Colombia,Complex,705,"120,817","630,777","1,700,248"
Cotopaxi,Confirmed Eruption,1534 Jun,4,Tephra set MZ,Historical Observations,1534 Jul,-0.677,-78.436,5911 m,Ecuador,Stratovolcano,251,"7,299","152,139","3,631,492"
Guagua Pichincha,Uncertain Eruption,1534,2,, ,[ Unknown ],-0.171,-78.598,4784 m,Ecuador,Stratovolcano,449,"32,488","2,064,475","3,581,801"
Asamayama,Uncertain Eruption,1534,--,, ,[ Unknown ],36.406,138.523,2568 m,Japan,Complex,583,"22,371","457,576","7,629,353"
San Martin,Uncertain Eruption,1534,--,, ,[ Unknown ],18.57,-95.2,1650 m,Mexico,Shield,280,"3,581","259,640","1,645,811"
Cotopaxi,Confirmed Eruption,1533 Oct,2,,Historical Observations,1533 Nov,-0.677,-78.436,5911 m,Ecuador,Stratovolcano,251,"7,299","152,139","3,631,492"
Asosan,Confirmed Eruption,1533 Jul 17,2,Naka-dake,Historical Observations,Unknown,32.884,131.104,1592 m,Japan,Caldera,"75,559","75,559","234,591","6,507,519"
Etna,Discredited Eruption,1533,--,, ,[ Unknown ],37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
"Orizaba, Pico de",Uncertain Eruption,1533,2,, ,[ 1539 ],19.03,-97.27,5564 m,Mexico,Stratovolcano,413,"4,469","759,747","5,962,920"
Guagua Pichincha,Uncertain Eruption,1533,2,, ,[ Unknown ],-0.171,-78.598,4784 m,Ecuador,Stratovolcano,449,"32,488","2,064,475","3,581,801"
Cotopaxi,Confirmed Eruption,1532 Nov 15,4,,Historical Observations,Unknown,-0.677,-78.436,5911 m,Ecuador,Stratovolcano,251,"7,299","152,139","3,631,492"
Asamayama,Uncertain Eruption,1532 Jan 14,--,, ,[ Unknown ],36.406,138.523,2568 m,Japan,Complex,583,"22,371","457,576","7,629,353"
Fuego,Confirmed Eruption,1531 Dec 31,2,,Historical Observations,Unknown,14.473,-90.88,3763 m,Guatemala,Stratovolcano(es),"1,373","54,332","1,016,339","7,677,809"
Popocatepetl,Confirmed Eruption,1530,2,,Historical Observations,Unknown,19.023,-98.622,5393 m,Mexico,Stratovolcano(es),325,"2,584","634,054","26,509,510"
Redoubt,Confirmed Eruption,1530,--,,Varve Count,Unknown,60.485,-152.742,3108 m,United States,Stratovolcano,0,0,1,"32,410"
Ambae,Confirmed Eruption,1530,--,Lakes Voui and Manaro Ngoru,Radiocarbon (uncorrected),Unknown,-15.389,167.835,1496 m,Vanuatu,Shield,73,"1,279","4,326","73,308"
Krakatau,Confirmed Eruption,1530,--,,Historical Observations,Unknown,-6.102,105.423,155 m,Indonesia,Caldera,"7,177","7,177","8,027","6,326,159"
Grimsvotn,Confirmed Eruption,1530,--,,Ice Core,Unknown,64.416,-17.316,1719 m,Iceland,Caldera,0,0,0,"1,736"
Telica,Confirmed Eruption,1529,4,,Historical Observations,Unknown,12.606,-86.84,1036 m,Nicaragua,Stratovolcano(es),"1,079","21,990","327,294","2,982,538"
Rincon de la Vieja,Uncertain Eruption,1529,--,, ,[ Unknown ],10.83,-85.324,1916 m,Costa Rica,Complex,271,"1,428","78,668","659,105"
"Pilas, Las",Confirmed Eruption,1528,--,Volcano Uncertain,Unknown,Unknown,12.495,-86.688,1088 m,Nicaragua,Complex,182,"8,324","299,481","3,351,820"
San Cristobal,Confirmed Eruption,1528,3,,Historical Observations,Unknown,12.702,-87.004,1745 m,Nicaragua,Stratovolcano,208,"7,876","351,227","2,002,579"
Popocatepetl,Confirmed Eruption,1528,2,,Historical Observations,Unknown,19.023,-98.622,5393 m,Mexico,Stratovolcano(es),325,"2,584","634,054","26,509,510"
Asamayama,Confirmed Eruption,1528,2,,Historical Observations,Unknown,36.406,138.523,2568 m,Japan,Complex,583,"22,371","457,576","7,629,353"
Asamayama,Confirmed Eruption,1527 May,2,,Historical Observations,Unknown,36.406,138.523,2568 m,Japan,Complex,583,"22,371","457,576","7,629,353"
Telica,Confirmed Eruption,1527,3,,Historical Observations,Unknown,12.606,-86.84,1036 m,Nicaragua,Stratovolcano(es),"1,079","21,990","327,294","2,982,538"
Fuego,Uncertain Eruption,1526,2,, ,[ Unknown ],14.473,-90.88,3763 m,Guatemala,Stratovolcano(es),"1,373","54,332","1,016,339","7,677,809"
Villarrica,Confirmed Eruption,1526,2,,Varve Count,Unknown,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
St. Helens,Confirmed Eruption,1525,--,tephra set X,Dendrochronology,Unknown,46.2,-122.18,2549 m,United States,Stratovolcano,78,427,"2,221","2,173,101"
Fuego,Confirmed Eruption,1524 Apr 30,2,,Historical Observations,1524 Jul 15 ± 45 days,14.473,-90.88,3763 m,Guatemala,Stratovolcano(es),"1,373","54,332","1,016,339","7,677,809"
Santa Ana,Confirmed Eruption,1524 Apr 30,3,,Historical Observations,Unknown,13.853,-89.63,2381 m,El Salvador,Stratovolcano,489,"21,653","1,240,131","6,486,880"
Masaya,Confirmed Eruption,1524,0,Nindirí,Historical Observations,1544 (?),11.985,-86.165,594 m,Nicaragua,Caldera,"989,888","989,888","1,914,707","2,926,954"
Momotombo,Confirmed Eruption,1524,3,,Historical Observations,Unknown,12.423,-86.539,1270 m,Nicaragua,Stratovolcano,100,"1,851","98,583","3,569,021"
Kirishimayama,Confirmed Eruption,1524,2,Ohachi,Historical Observations,Unknown,31.934,130.862,1700 m,Japan,Shield,647,"8,415","407,050","3,972,044"
Villarrica,Confirmed Eruption,1523,2,,Varve Count,Unknown,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Asosan,Confirmed Eruption,1522 Feb 15,2,Naka-dake,Historical Observations,Unknown,32.884,131.104,1592 m,Japan,Caldera,"75,559","75,559","234,591","6,507,519"
Santa Ana,Confirmed Eruption,1521 Dec 31,3,,Historical Observations,Unknown,13.853,-89.63,2381 m,El Salvador,Stratovolcano,489,"21,653","1,240,131","6,486,880"
Grimsvotn,Confirmed Eruption,1521,--,,Ice Core,Unknown,64.416,-17.316,1719 m,Iceland,Caldera,0,0,0,"1,736"
Villarrica,Confirmed Eruption,1521,2,,Varve Count,Unknown,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Santa Ana,Uncertain Eruption,1520,--,, ,[ Unknown ],13.853,-89.63,2381 m,El Salvador,Stratovolcano,489,"21,653","1,240,131","6,486,880"
Popocatepetl,Confirmed Eruption,1519 Sep,3,,Historical Observations,1523 (?),19.023,-98.622,5393 m,Mexico,Stratovolcano(es),325,"2,584","634,054","26,509,510"
Colima,Confirmed Eruption,1519,3,,Historical Observations,1523,19.514,-103.62,3850 m,Mexico,Stratovolcano(es),76,746,"303,490","1,494,790"
Hachijojima,Confirmed Eruption,1518 Feb,2,Nishi-yama,Historical Observations,1523,33.137,139.766,854 m,Japan,Stratovolcano(es),"11,275","13,560","13,564","14,082"
Asamayama,Uncertain Eruption,1518,--,, ,[ Unknown ],36.406,138.523,2568 m,Japan,Complex,583,"22,371","457,576","7,629,353"
Popocatepetl,Confirmed Eruption,1518,2,,Historical Observations,Unknown,19.023,-98.622,5393 m,Mexico,Stratovolcano(es),325,"2,584","634,054","26,509,510"
Villarrica,Confirmed Eruption,1516,2,,Varve Count,Unknown,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Villarrica,Confirmed Eruption,1515,2,,Varve Count,Unknown,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Popocatepetl,Confirmed Eruption,1512,2,,Historical Observations,Unknown,19.023,-98.622,5393 m,Mexico,Stratovolcano(es),325,"2,584","634,054","26,509,510"
Gunungapi Wetar,Confirmed Eruption,1512,3,,Historical Observations,Unknown,-6.642,126.65,282 m,Indonesia,Stratovolcano,2,2,2,2
Sangeang Api,Confirmed Eruption,1512,3,,Historical Observations,Unknown,-8.2,119.07,1912 m,Indonesia,Complex,204,"1,155","39,301","809,132"
Fujisan,Confirmed Eruption,1511 Sep 1,2,,Historical Observations,Unknown,35.361,138.728,3776 m,Japan,Stratovolcano,570,"1,759","906,969","25,022,187"
Hekla,Confirmed Eruption,1510 Jul 25,4,,Historical Observations,Unknown,63.983,-19.666,1490 m,Iceland,Stratovolcano,0,0,298,"22,845"
Grimsvotn,Confirmed Eruption,1510,--,,Ice Core,Unknown,64.416,-17.316,1719 m,Iceland,Caldera,0,0,0,"1,736"
San Miguel,Confirmed Eruption,1510,--,,Historical Observations,Unknown,13.434,-88.269,2130 m,El Salvador,Stratovolcano,"1,232","63,007","796,482","3,633,885"
Mauna Loa,Confirmed Eruption,1510,0,NE rift zone,Radiocarbon (uncorrected),Unknown,19.475,-155.608,4170 m,United States,Shield,45,45,"1,906","175,315"
Redoubt,Confirmed Eruption,1510,--,,Varve Count,Unknown,60.485,-152.742,3108 m,United States,Stratovolcano,0,0,1,"32,410"
Kilauea,Confirmed Eruption,1510,0,Lower east rift zone (near Kehena),Radiocarbon (uncorrected),Unknown,19.421,-155.287,1222 m,United States,Shield,"3,122","3,122","8,495","169,550"
Gamalama,Confirmed Eruption,1510,3,,Historical Observations,Unknown,0.8,127.33,1715 m,Indonesia,Stratovolcano(es),"103,429","204,820","308,691","536,972"
Seulawah Agam,Confirmed Eruption,1510,2,NNE flank,Historical Observations,Unknown,5.448,95.658,1810 m,Indonesia,Stratovolcano,226,"10,555","306,345","1,565,392"
Popocatepetl,Uncertain Eruption,1509,--,, ,[ Unknown ],19.023,-98.622,5393 m,Mexico,Stratovolcano(es),325,"2,584","634,054","26,509,510"
Grimsvotn,Confirmed Eruption,1509,--,,Ice Core,Unknown,64.416,-17.316,1719 m,Iceland,Caldera,0,0,0,"1,736"
Villarrica,Confirmed Eruption,1509,2,,Varve Count,Unknown,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Ascension,Confirmed Eruption,1508,0,South Sisters lava flow,Ar/Ar,Unknown,-7.95,-14.37,858 m,United Kingdom,Stratovolcano,614,"1,149","1,149","1,149"
Asosan,Confirmed Eruption,1506 Apr 6,2,Naka-dake,Historical Observations,Unknown,32.884,131.104,1592 m,Japan,Caldera,"75,559","75,559","234,591","6,507,519"
Asosan,Confirmed Eruption,1505 Feb,2,Naka-dake,Historical Observations,Unknown,32.884,131.104,1592 m,Japan,Caldera,"75,559","75,559","234,591","6,507,519"
Atitlan,Confirmed Eruption,1505,3,,Historical Observations,Unknown,14.583,-91.186,3535 m,Guatemala,Stratovolcano(es),"2,303","70,431","664,649","8,029,695"
Popocatepetl,Confirmed Eruption,1504,2,,Historical Observations,Unknown,19.023,-98.622,5393 m,Mexico,Stratovolcano(es),325,"2,584","634,054","26,509,510"
Villarrica,Confirmed Eruption,1503,2,,Varve Count,Unknown,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Cosiguina,Confirmed Eruption,1500,--,,Radiocarbon (uncorrected),Unknown,12.98,-87.57,872 m,Nicaragua,Stratovolcano,143,"4,114","18,876","2,179,830"
Fogo,Confirmed Eruption,1500,1,Pico,Historical Observations,1761 (?),14.95,-24.35,2829 m,Cape Verde,Stratovolcano,189,"13,254","37,650","267,298"
Deception Island,Confirmed Eruption,1500,--,Tephra layer AP-2,Radiocarbon (uncorrected),Unknown,-63.001,-60.652,602 m,Antarctica,Caldera,0,0,0,0
Grimsvotn,Confirmed Eruption,1500,--,,Ice Core,Unknown,64.416,-17.316,1719 m,Iceland,Caldera,0,0,0,"1,736"
Katla,Confirmed Eruption,1500,4,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Mauna Loa,Confirmed Eruption,1500,0,NE rift zone,Radiocarbon (uncorrected),Unknown,19.475,-155.608,4170 m,United States,Shield,45,45,"1,906","175,315"
Kilauea,Confirmed Eruption,1500,1,,Radiocarbon (corrected),Unknown,19.421,-155.287,1222 m,United States,Shield,"3,122","3,122","8,495","169,550"
Khangar,Confirmed Eruption,1500,--,,Radiocarbon (corrected),Unknown,54.761,157.407,1967 m,Russia,Stratovolcano,0,0,38,"11,805"
Shikotsu,Confirmed Eruption,1500,2,Eniwa (crater 1),Radiocarbon (corrected),Unknown,42.688,141.38,1320 m,Japan,Caldera,"130,474","130,474","316,816","3,096,376"
Kelud,Uncertain Eruption,1500,--,, ,[ Unknown ],-7.935,112.314,1730 m,Indonesia,Stratovolcano,279,"50,901","2,087,876","24,999,627"
Taranaki,Confirmed Eruption,1500,--,Newall Ash,Radiocarbon (uncorrected),Unknown,-39.3,174.07,2518 m,New Zealand,Stratovolcano,200,230,"77,381","104,499"
Tongariro,Confirmed Eruption,1500,--,Upper Te Mari Craters,Tephrochronology,Unknown,-39.157,175.632,1978 m,New Zealand,Stratovolcano(es),27,286,"7,591","81,567"
Vesuvius,Confirmed Eruption,1500,2,,Historical Observations,Unknown,40.821,14.426,1281 m,Italy,Stratovolcano,"19,162","675,705","3,907,941","6,009,961"
Villarrica,Confirmed Eruption,1497,2,,Varve Count,Unknown,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Villarrica,Confirmed Eruption,1494,2,,Varve Count,Unknown,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Etna,Confirmed Eruption,1493,1,,Historical Observations,1500 (?),37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Tenerife,Confirmed Eruption,1492 Aug 24,--,NW rift zone (Montaña Boca Cangrejo),Historical Observations,Unknown,28.271,-16.641,3715 m,Spain,Stratovolcano,0,156,"337,660","766,276"
Villarrica,Confirmed Eruption,1492,2,,Varve Count,Unknown,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Andahua-Orcopampa,Confirmed Eruption,1490,--,Chilcayoc Grande,Radiocarbon (uncorrected),Unknown,-15.42,-72.33,4713 m,Peru,Pyroclastic cone(s),"10,317","10,317","16,541","171,897"
Grimsvotn,Confirmed Eruption,1490,--,,Ice Core,Unknown,64.416,-17.316,1719 m,Iceland,Caldera,0,0,0,"1,736"
Kilauea,Confirmed Eruption,1490,1,Kilauea caldera,Radiocarbon (corrected),Unknown,19.421,-155.287,1222 m,United States,Shield,"3,122","3,122","8,495","169,550"
Popocatepetl,Confirmed Eruption,1488,2,,Historical Observations,Unknown,19.023,-98.622,5393 m,Mexico,Stratovolcano(es),325,"2,584","634,054","26,509,510"
Hachijojima,Confirmed Eruption,1487 Dec 7,2,Nishi-yama,Historical Observations,Unknown,33.137,139.766,854 m,Japan,Stratovolcano(es),"11,275","13,560","13,564","14,082"
Asosan,Confirmed Eruption,1485 Jan 5,2,Naka-dake,Historical Observations,Unknown,32.884,131.104,1592 m,Japan,Caldera,"75,559","75,559","234,591","6,507,519"
Villarrica,Confirmed Eruption,1483,2,,Varve Count,Unknown,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
St. Helens,Confirmed Eruption,1482 Jan 15,5,Tephra layer We,Dendrochronology,Unknown,46.2,-122.18,2549 m,United States,Stratovolcano,78,427,"2,221","2,173,101"
Kelud,Confirmed Eruption,1481,3,,Historical Observations,Unknown,-7.935,112.314,1730 m,Indonesia,Stratovolcano,279,"50,901","2,087,876","24,999,627"
St. Helens,Confirmed Eruption,1480 Jan 15,5,tephra Wn,Dendrochronology,Unknown,46.2,-122.18,2549 m,United States,Stratovolcano,78,427,"2,221","2,173,101"
Merapi,Confirmed Eruption,1480,--,Sambisari Ash,Radiocarbon (corrected),Unknown,-7.54,110.446,2910 m,Indonesia,Stratovolcano,"49,205","185,849","4,348,473","24,728,414"
Taranaki,Confirmed Eruption,1480,--,,Radiocarbon (uncorrected),Unknown,-39.3,174.07,2518 m,New Zealand,Stratovolcano,200,230,"77,381","104,499"
Soufriere St. Vincent,Confirmed Eruption,1480,--,,Radiocarbon (uncorrected),Unknown,13.33,-61.18,1220 m,Saint Vincent and the Grenadines,Stratovolcano,"1,491","15,327","103,882","291,476"
La Palma,Confirmed Eruption,1480,2,Tacande (Montaña Quemada),Historical Observations,Unknown,28.57,-17.83,2426 m,Spain,Stratovolcano(es),442,,,
Soufriere Hills,Confirmed Eruption,1480,--,Castle Peak,Radiocarbon (corrected),Unknown,16.72,-62.18,915 m,United Kingdom,Stratovolcano,"3,006","9,401","9,458","448,929"
Villarrica,Confirmed Eruption,1479,2,,Varve Count,Unknown,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Aira,Confirmed Eruption,1478 Sep 23,2,Minami-dake,Historical Observations,Unknown,31.593,130.657,1117 m,Japan,Caldera,"4,918","113,874","905,254","2,610,033"
Torfajokull,Confirmed Eruption,1477 Mar,2,"N of caldera (Namshraun, Laugahraun)",Historical Observations,Unknown,63.892,-19.122,1280 m,Iceland,Stratovolcano,0,0,7,"16,304"
Bardarbunga,Confirmed Eruption,1477 Feb,6,Veidivötn (Veidivatnahraun),Historical Observations,Unknown,64.633,-17.516,2000 m,Iceland,Stratovolcano,0,0,0,"1,348"
Chokaisan,Uncertain Eruption,1477,--,, ,[ Unknown ],39.099,140.049,2236 m,Japan,Stratovolcano(es),131,707,"185,681","2,301,576"
Villarrica,Confirmed Eruption,1474,2,,Varve Count,Unknown,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Asosan,Confirmed Eruption,1473 May 16,2,Naka-dake,Historical Observations,1474 Apr 15 ± 45 days,32.884,131.104,1592 m,Japan,Caldera,"75,559","75,559","234,591","6,507,519"
Aira,Confirmed Eruption,1471 Nov 3,5,"NE and SW flanks, summit crater",Historical Observations,1476 Oct 8 (in or after),31.593,130.657,1117 m,Japan,Caldera,"4,918","113,874","905,254","2,610,033"
Izu-Oshima,Confirmed Eruption,1471,2,Tephra layer Y3.8,Varve Count,Unknown,34.724,139.394,746 m,Japan,Stratovolcano,"2,381","8,037","8,375","11,837,468"
Grimsvotn,Confirmed Eruption,1471,--,,Ice Core,Unknown,64.416,-17.316,1719 m,Iceland,Caldera,0,0,0,"1,736"
Villarrica,Confirmed Eruption,1471,2,,Varve Count,Unknown,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Grimsvotn,Confirmed Eruption,1470,--,,Ice Core,Unknown,64.416,-17.316,1719 m,Iceland,Caldera,0,0,0,"1,736"
Kusatsu-Shiranesan,Confirmed Eruption,1470,--,,Radiocarbon (uncorrected),Unknown,36.618,138.528,2165 m,Japan,Stratovolcano(es),"4,485","14,296","434,049","5,947,593"
Mauna Loa,Confirmed Eruption,1470,0,NE rift zone,Radiocarbon (uncorrected),Unknown,19.475,-155.608,4170 m,United States,Shield,45,45,"1,906","175,315"
Aniakchak,Confirmed Eruption,1470,--,SE caldera floor (New Cone),Radiocarbon (corrected),Unknown,56.88,-158.17,1341 m,United States,Caldera,0,0,36,479
Kuchinoerabujima,Confirmed Eruption,1470,--,Furudake,Radiocarbon (corrected),Unknown,30.443,130.217,657 m,Japan,Stratovolcano(es),"1,544","1,698","5,348","149,518"
Etna,Discredited Eruption,1470,--,, ,[ Unknown ],37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Chyulu Hills,Confirmed Eruption,1470,--,Umani,Radiocarbon (uncorrected),Unknown,-2.68,37.88,2188 m,Kenya,Volcanic field,"14,889","14,889","91,280","1,784,980"
Miyakejima,Confirmed Eruption,1469 Dec 24,3,Oyama,Historical Observations,Unknown,34.094,139.526,775 m,Japan,Stratovolcano,"1,848","3,189","3,474","95,663"
Atitlan,Confirmed Eruption,1469,3,,Historical Observations,Unknown,14.583,-91.186,3535 m,Guatemala,Stratovolcano(es),"2,303","70,431","664,649","8,029,695"
Grimsvotn,Confirmed Eruption,1469,--,,Ice Core,Unknown,64.416,-17.316,1719 m,Iceland,Caldera,0,0,0,"1,736"
Suchitan,Uncertain Eruption,1469,--,, ,[ Unknown ],14.4,-89.78,2042 m,Guatemala,Stratovolcano(es),"4,149","49,376","421,074","8,257,118"
Aira,Confirmed Eruption,1468,2,Minami-dake,Historical Observations,Unknown,31.593,130.657,1117 m,Japan,Caldera,"4,918","113,874","905,254","2,610,033"
Ascension,Confirmed Eruption,1468,0,Comfortless Cove lava flow,Ar/Ar,Unknown,-7.95,-14.37,858 m,United Kingdom,Stratovolcano,614,"1,149","1,149","1,149"
Villarrica,Confirmed Eruption,1466,2,,Varve Count,Unknown,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Villarrica,Confirmed Eruption,1463,2,,Varve Count,Unknown,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Kelud,Confirmed Eruption,1462,3,,Historical Observations,Unknown,-7.935,112.314,1730 m,Indonesia,Stratovolcano,279,"50,901","2,087,876","24,999,627"
Haleakala,Confirmed Eruption,1460,--,"East rift zone, Kawaipapa lava flow",Radiocarbon (uncorrected),Unknown,20.708,-156.25,3055 m,United States,Shield,"26,074","26,074","65,398","157,582"
Kilauea,Confirmed Eruption,1460,0,Lower east rift zone (near Puu Kaliu),Radiocarbon (uncorrected),Unknown,19.421,-155.287,1222 m,United States,Shield,"3,122","3,122","8,495","169,550"
Yakedake,Confirmed Eruption,1460,2,Ykd-Tu5 tephra,Tephrochronology,Unknown,36.227,137.587,2455 m,Japan,Stratovolcano(es),995,"2,995","156,542","4,595,286"
Sashiusudake [Baransky],Confirmed Eruption,1460,--,,Radiocarbon (uncorrected),Unknown,45.1,148.019,1125 m,Japan - administered by Russia,Stratovolcano,0,0,"4,061","6,487"
Pelee,Confirmed Eruption,1460,--,Tephra layer NRP2,Radiocarbon (uncorrected),Unknown,14.809,-61.165,1394 m,France,Stratovolcano,251,"5,025","382,633","609,576"
"Misti, El",Confirmed Eruption,1454,2,,Historical Observations,Unknown,-16.294,-71.409,5822 m,Peru,Stratovolcano,82,"1,507","918,280","1,052,408"
Iraya,Confirmed Eruption,1454,--,,Historical Observations,Unknown,20.469,122.01,1009 m,Philippines,Stratovolcano,"3,087","4,118","8,255","12,873"
Villarrica,Confirmed Eruption,1454,2,,Varve Count,Unknown,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Unknown Source,Confirmed Eruption,1452,--,,,,,,,,,,,,
Kelud,Confirmed Eruption,1451,3,,Historical Observations,Unknown,-7.935,112.314,1730 m,Indonesia,Stratovolcano,279,"50,901","2,087,876","24,999,627"
Kelud,Confirmed Eruption,1450,3,,Historical Observations,Unknown,-7.935,112.314,1730 m,Indonesia,Stratovolcano,279,"50,901","2,087,876","24,999,627"
Pinatubo,Confirmed Eruption,1450,5,,Radiocarbon (corrected),Unknown,15.13,120.35,1486 m,Philippines,Stratovolcano,725,"3,808","1,148,684","21,875,048"
Soputan,Confirmed Eruption,1450,3,,Historical Observations,Unknown,1.112,124.737,1785 m,Indonesia,Stratovolcano,"4,724","69,991","501,336","1,696,768"
Ngozi,Confirmed Eruption,1450,--,,Radiocarbon (corrected),Unknown,-8.989,33.554,2614 m,Tanzania,Caldera,"456,466","456,466","604,376","2,195,623"
Ararat,Uncertain Eruption,1450,--,, ,[ Unknown ],39.7,44.3,5165 m,Turkey,Stratovolcano,25,"1,239","135,563","2,811,646"
Raoul Island,Confirmed Eruption,1450,--,NE of Raoul Island (Meyer Islands),Tephrochronology,Unknown,-29.27,-177.92,516 m,New Zealand,Stratovolcano,0,0,0,0
Witori,Confirmed Eruption,1450,--,W-H3 tephra,Tephrochronology,Unknown,-5.576,150.516,724 m,Papua New Guinea,Caldera,"24,509","24,509","37,824","145,382"
Rabaul,Confirmed Eruption,1450,--,NE caldera rim (Rabalanakia),Tephrochronology,Unknown,-4.271,152.203,688 m,Papua New Guinea,Pyroclastic shield,"3,311","43,531","199,361","252,121"
Karymsky,Confirmed Eruption,1450,--,,Radiocarbon (corrected),Unknown,54.049,159.443,1513 m,Russia,Stratovolcano,0,0,291,"10,848"
Kurikomayama,Confirmed Eruption,1450,1,,Tephrochronology,Unknown,38.961,140.788,1627 m,Japan,Stratovolcano,226,"1,081","104,165","4,615,592"
Iwatesan,Confirmed Eruption,1450,--,Nishi-Iwate and Higashi-Iwate,Radiocarbon (uncorrected),Unknown,39.853,141.001,2038 m,Japan,Complex,439,"18,462","415,920","2,976,795"
Rainier,Confirmed Eruption,1450,--,,Radiocarbon (corrected),Unknown,46.853,-121.76,4392 m,United States,Stratovolcano,0,128,"3,187","2,667,609"
