volcanoName,eruptionCertainty,startDate,maxVEI,activityArea,evidenceMethod,stopDate,latitude,longitude,volcanoHeight,country,primaryVolcanoType,population5km,population10km,population30km,population100km
Chirippusan [Chirip],Confirmed Eruption,1860,1,SE of Bogdan Khmelinitskii summit,Historical Observations,Unknown,45.338,147.92,1587 m,Japan - administered by Russia,Stratovolcano(es),77,372,"1,125","4,810"
Southern EPR-Segment I,Confirmed Eruption,1860,0,Southern South Hump lava flow,Magnetism,Unknown,-18.53,-113.42,-2600 m,Undersea Features,Submarine,0,0,0,0
Planchon-Peteroa,Confirmed Eruption,1860,2,Peteroa,Historical Observations,Unknown,-35.223,-70.568,3977 m,Chile,Stratovolcano(es),6,48,"1,345","634,959"
"Negra, Sierra",Confirmed Eruption,1860,2,Volcano Uncertain: Isabela Island,Unknown,Unknown,-0.83,-91.17,1124 m,Ecuador,Shield,408,408,983,"9,884"
Purace,Confirmed Eruption,1860,2,,Historical Observations,Unknown,2.32,-76.4,4650 m,Colombia,Stratovolcano(es),"1,465","7,152","335,698","1,751,540"
Cotopaxi,Confirmed Eruption,1860,2,,Historical Observations,1862,-0.677,-78.436,5911 m,Ecuador,Stratovolcano,251,"7,299","152,139","3,631,492"
Poas,Confirmed Eruption,1860,1,,Historical Observations,Unknown,10.2,-84.233,2697 m,Costa Rica,Stratovolcano,"1,947","11,107","950,796","3,411,023"
Raung,Confirmed Eruption,1859 Dec 14,2,,Historical Observations,Unknown,-8.119,114.056,3260 m,Indonesia,Stratovolcano,152,572,"581,515","8,123,987"
Izalco,Confirmed Eruption,1859 Dec 8,0,,Historical Observations,1860 Jan 22,13.813,-89.633,1950 m,El Salvador,Stratovolcano,937,"55,665","1,272,308","6,415,818"
Baker,Confirmed Eruption,1859 Nov,2,Sherman Crater,Historical Observations,1860 Apr 26 (?),48.777,-121.813,3285 m,United States,Stratovolcano(es),0,46,"8,568","1,990,504"
Ebeko,Confirmed Eruption,1859 Sep 27,2,,Historical Observations,Unknown,50.686,156.014,1103 m,Russia,Stratovolcano,0,267,"1,076","3,098"
Wolf,Confirmed Eruption,1859 Aug 26,--,,Historical Observations,1859 Aug 29,0.02,-91.35,1710 m,Ecuador,Shield,165,165,237,"1,673"
Cosiguina,Confirmed Eruption,1859 Aug 25,--,,Historical Observations,Unknown,12.98,-87.57,872 m,Nicaragua,Stratovolcano,143,"4,114","18,876","2,179,830"
Hood,Confirmed Eruption,1859 Aug 15,2,,Historical Observations,1859 Aug 17,45.374,-121.695,3426 m,United States,Stratovolcano,0,850,"9,721","2,067,520"
Lewotobi,Uncertain Eruption,1859 Jul,--,Lewotobi Lakilaki, ,[ Unknown ],-8.542,122.775,1703 m,Indonesia,Stratovolcano(es),"18,686","59,084","284,976","906,184"
Villarrica,Confirmed Eruption,1859 May 19,2,,Historical Observations,1860 Apr 12,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
"Fournaise, Piton de la",Confirmed Eruption,1859 May 8,2,,Historical Observations,1859 May 23 (in or after),-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Tongariro,Confirmed Eruption,1859 Apr 21,1,SSE flank (Red Crater),Historical Observations,Unknown,-39.157,175.632,1978 m,New Zealand,Stratovolcano(es),27,286,"7,591","81,567"
Lamongan,Confirmed Eruption,1859 Feb 27,2,,Historical Observations,1859 Mar,-7.981,113.341,1641 m,Indonesia,Stratovolcano,"6,588","66,387","2,193,829","15,322,387"
Tengger Caldera,Confirmed Eruption,1859 Jan 30,2,Bromo,Historical Observations,1859 Mar 4 ± 4 days,-7.942,112.95,2329 m,Indonesia,Stratovolcano(es),"27,826","69,451","1,420,878","22,628,278"
Mauna Loa,Confirmed Eruption,1859 Jan 23,1,North flank (2800 m) and Mokuaweoweo,Historical Observations,1859 Nov 25,19.475,-155.608,4170 m,United States,Shield,45,45,"1,906","175,315"
Mayon,Confirmed Eruption,1859,--,,Historical Observations,Unknown,13.257,123.685,2462 m,Philippines,Stratovolcano,"4,350","248,448","1,166,441","4,142,375"
Serua,Confirmed Eruption,1859,2,,Historical Observations,Unknown,-6.312,130.017,608 m,Indonesia,Stratovolcano,58,58,58,258
Karthala,Confirmed Eruption,1859,2,NW flank (Diboini Plateau fissures),Historical Observations,Unknown,-11.75,43.38,2361 m,Comoros,Shield,"225,379","225,379","278,330","399,067"
Cotopaxi,Confirmed Eruption,1859,2,,Historical Observations,Unknown,-0.677,-78.436,5911 m,Ecuador,Stratovolcano,251,"7,299","152,139","3,631,492"
Masaya,Confirmed Eruption,1858 Nov 10,2,"Santiago, San Pedro",Historical Observations,1859 Mar 27,11.985,-86.165,594 m,Nicaragua,Caldera,"989,888","989,888","1,914,707","2,926,954"
"Fournaise, Piton de la",Confirmed Eruption,1858 Nov 3,2,,Historical Observations,1859 Jan,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Gamalama,Uncertain Eruption,1858 Nov,1,, ,[ 1859 Sep ],0.8,127.33,1715 m,Indonesia,Stratovolcano(es),"103,429","204,820","308,691","536,972"
Cotopaxi,Confirmed Eruption,1858 Nov,2,,Historical Observations,1858 Dec,-0.677,-78.436,5911 m,Ecuador,Stratovolcano,251,"7,299","152,139","3,631,492"
Tengger Caldera,Confirmed Eruption,1858 Oct 18,2,Bromo,Historical Observations,Unknown,-7.942,112.95,2329 m,Indonesia,Stratovolcano(es),"27,826","69,451","1,420,878","22,628,278"
Midagahara,Discredited Eruption,1858 Apr 8,--,, ,[ Unknown ],36.571,137.59,2621 m,Japan,Stratovolcano,401,521,"143,935","4,455,560"
Masaya,Uncertain Eruption,1858 Apr,--,, ,[ Unknown ],11.985,-86.165,594 m,Nicaragua,Caldera,"989,888","989,888","1,914,707","2,926,954"
Lascar,Confirmed Eruption,1858 Apr,2,,Historical Observations,1858 Dec,-23.37,-67.73,5592 m,Chile,Stratovolcano(es),0,70,570,"8,119"
Tengger Caldera,Confirmed Eruption,1858 Mar 4,2,Bromo,Historical Observations,Unknown,-7.942,112.95,2329 m,Indonesia,Stratovolcano(es),"27,826","69,451","1,420,878","22,628,278"
Ragang,Confirmed Eruption,1858 Feb 18,2,,Historical Observations,Unknown,7.691,124.507,2790 m,Philippines,Stratovolcano,447,"2,646","331,796","6,423,725"
Izalco,Confirmed Eruption,1858 Feb 6,2,,Historical Observations,1859 Jul,13.813,-89.633,1950 m,El Salvador,Stratovolcano,937,"55,665","1,272,308","6,415,818"
Mayon,Confirmed Eruption,1858 Jan,2,,Historical Observations,1858 Dec,13.257,123.685,2462 m,Philippines,Stratovolcano,"4,350","248,448","1,166,441","4,142,375"
Makaturing,Uncertain Eruption,1858,--,, ,[ Unknown ],7.644,124.317,1818 m,Philippines,Stratovolcano,"1,501","9,752","418,007","6,142,586"
Serua,Confirmed Eruption,1858,2,,Historical Observations,Unknown,-6.312,130.017,608 m,Indonesia,Stratovolcano,58,58,58,258
Karthala,Confirmed Eruption,1858,2,Upper NE flank (2200 m),Historical Observations,Unknown,-11.75,43.38,2361 m,Comoros,Shield,"225,379","225,379","278,330","399,067"
Lateiki,Confirmed Eruption,1858,2,,Historical Observations,Unknown,-19.18,-174.87,43 m,Tonga,Submarine,18,18,18,"7,907"
Rainier,Uncertain Eruption,1858,2,, ,[ Unknown ],46.853,-121.76,4392 m,United States,Stratovolcano,0,128,"3,187","2,667,609"
Baker,Confirmed Eruption,1858,2,Sherman Crater,Historical Observations,Unknown,48.777,-121.813,3285 m,United States,Stratovolcano(es),0,46,"8,568","1,990,504"
Momotombo,Confirmed Eruption,1858,2,,Historical Observations,1866,12.423,-86.539,1270 m,Nicaragua,Stratovolcano,100,"1,851","98,583","3,569,021"
San Miguel,Confirmed Eruption,1857 Nov,2,,Historical Observations,Unknown,13.434,-88.269,2130 m,El Salvador,Stratovolcano,"1,232","63,007","796,482","3,633,885"
Fuego,Confirmed Eruption,1857 Sep 17,2,,Historical Observations,Unknown,14.473,-90.88,3763 m,Guatemala,Stratovolcano(es),"1,373","54,332","1,016,339","7,677,809"
Tungurahua,Confirmed Eruption,1857 Sep 10,2,,Historical Observations,Unknown,-1.467,-78.442,5023 m,Ecuador,Stratovolcano,476,"20,990","183,640","1,571,744"
Etna,Uncertain Eruption,1857 Sep 6,1,Central Crater, ,[ Unknown ],37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Semeru,Confirmed Eruption,1857 Aug 13,2,,Historical Observations,1857 Sep,-8.108,112.922,3657 m,Indonesia,Stratovolcano,"2,686","8,375","1,022,197","20,098,931"
Tinakula,Confirmed Eruption,1857 Aug,2,,Historical Observations,Unknown,-10.386,165.804,796 m,Solomon Islands,Stratovolcano,0,19,19,"20,155"
Chirpoi,Confirmed Eruption,1857 Jul,3,Cherny,Historical Observations,Unknown,46.532,150.871,742 m,Russia,Caldera,1,1,3,491
Fogo,Confirmed Eruption,1857 Jun 27,2,SSE caldera floor,Historical Observations,1857 Dec 15,14.95,-24.35,2829 m,Cape Verde,Stratovolcano,189,"13,254","37,650","267,298"
St. Helens,Confirmed Eruption,1857 Apr,2,,Historical Observations,Unknown,46.2,-122.18,2549 m,United States,Stratovolcano,78,427,"2,221","2,173,101"
Izalco,Confirmed Eruption,1857 Feb 15,2,,Historical Observations,1857 Feb 19 (in or after),13.813,-89.633,1950 m,El Salvador,Stratovolcano,937,"55,665","1,272,308","6,415,818"
Tongariro,Confirmed Eruption,1857 Feb,2,Ngauruhoe,Historical Observations,1857 Mar,-39.157,175.632,1978 m,New Zealand,Stratovolcano(es),27,286,"7,591","81,567"
Fuego,Confirmed Eruption,1857 Jan 15,4,,Historical Observations,1857 Feb 17,14.473,-90.88,3763 m,Guatemala,Stratovolcano(es),"1,373","54,332","1,016,339","7,677,809"
Cotopaxi,Confirmed Eruption,1857,2,,Historical Observations,Unknown,-0.677,-78.436,5911 m,Ecuador,Stratovolcano,251,"7,299","152,139","3,631,492"
