volcanoName,eruptionCertainty,startDate,maxVEI,activityArea,evidenceMethod,stopDate,latitude,longitude,volcanoHeight,country,primaryVolcanoType,population5km,population10km,population30km,population100km
Semisopochnoi,Confirmed Eruption,2019 Jul 16,1,,Historical Observations,2019 Aug 24,51.93,179.58,1221 m,United States,Stratovolcano,0,0,0,0
Ulawun,Confirmed Eruption,2019 Jun 26,4,,Historical Observations,2019 Oct 5,-5.05,151.33,2334 m,Papua New Guinea,Stratovolcano,30,"1,801","10,577","61,018"
Ubinas,Confirmed Eruption,2019 Jun 24,2,,Historical Observations,2019 Sep 12,-16.355,-70.903,5672 m,Peru,Stratovolcano,180,"1,195","14,607","1,136,785"
Raikoke,Confirmed Eruption,2019 Jun 22,3,,Historical Observations,2019 Jul 1,48.292,153.25,551 m,Russia,Stratovolcano,0,0,134,142
"Fournaise, Piton de la",Confirmed Eruption,2019 Jun 11,0,,Historical Observations,2019 Oct 27,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Great Sitkin,Confirmed Eruption,2019 Jun 1,1,,Historical Observations,2019 Jun 7,52.076,-176.13,1740 m,United States,Stratovolcano,0,0,0,0
Sarychev Peak,Confirmed Eruption,2019 May 16,2,,Historical Observations,2019 Oct 7,48.092,153.2,1496 m,Russia,Stratovolcano,17,143,143,148
Colima,Confirmed Eruption,2019 May 11,1,,Historical Observations,2019 Jul 12,19.514,-103.62,3850 m,Mexico,Stratovolcano(es),76,746,"303,490","1,494,790"
Asosan,Confirmed Eruption,2019 Apr 16,2,,Historical Observations,2020 Jun 16,32.884,131.104,1592 m,Japan,Caldera,"75,559","75,559","234,591","6,507,519"
Klyuchevskoy,Confirmed Eruption,2019 Apr 9,2,,Historical Observations,2021 Mar 20,56.056,160.642,4754 m,Russia,Stratovolcano,0,0,292,"12,406"
Sangay,Confirmed Eruption,2019 Mar 26,2,,Historical Observations,2021 Dec 9 (continuing),-2.005,-78.341,5286 m,Ecuador,Stratovolcano,231,"1,675","15,130","1,355,275"
San Cristobal,Confirmed Eruption,2019 Mar 4,1,,Historical Observations,2019 Mar 4,12.702,-87.004,1745 m,Nicaragua,Stratovolcano,208,"7,876","351,227","2,002,579"
"Fournaise, Piton de la",Confirmed Eruption,2019 Feb 18,0,,Historical Observations,2019 Mar 10,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Tengger Caldera,Confirmed Eruption,2019 Feb 18,2,Bromo,Historical Observations,2019 Jul 28,-7.942,112.95,2329 m,Indonesia,Stratovolcano(es),"27,826","69,451","1,420,878","22,628,278"
Karymsky,Confirmed Eruption,2019 Feb 16,2,,Historical Observations,2019 Sep 24,54.049,159.443,1513 m,Russia,Stratovolcano,0,0,291,"10,848"
Poas,Confirmed Eruption,2019 Feb 7,2,,Historical Observations,2019 Sep 30,10.2,-84.233,2697 m,Costa Rica,Stratovolcano,"1,947","11,107","950,796","3,411,023"
Sinabung,Confirmed Eruption,2019 Feb 6,4,,Historical Observations,2019 Jun 9,3.17,98.392,2460 m,Indonesia,Stratovolcano,997,"13,801","163,630","7,646,863"
Tinakula,Confirmed Eruption,2018 Dec 8,2,,Historical Observations,2021 Nov 27 (continuing),-10.386,165.804,796 m,Solomon Islands,Stratovolcano,0,19,19,"20,155"
Karangetang,Confirmed Eruption,2018 Nov 25,2,,Historical Observations,2021 Dec 9 (continuing),2.781,125.407,1797 m,Indonesia,Stratovolcano,892,"4,478","11,066","65,667"
Planchon-Peteroa,Confirmed Eruption,2018 Nov 7,1,,Historical Observations,2019 May 7 ± 1 days,-35.223,-70.568,3977 m,Chile,Stratovolcano(es),6,48,"1,345","634,959"
Kuchinoerabujima,Confirmed Eruption,2018 Oct 21,3,,Historical Observations,2019 Feb 3,30.443,130.217,657 m,Japan,Stratovolcano(es),"1,544","1,698","5,348","149,518"
Gamalama,Confirmed Eruption,2018 Oct 4,1,,Historical Observations,2018 Oct 6,0.8,127.33,1715 m,Indonesia,Stratovolcano(es),"103,429","204,820","308,691","536,972"
Soputan,Confirmed Eruption,2018 Oct 2,3,,Historical Observations,2018 Dec 16,1.112,124.737,1785 m,Indonesia,Stratovolcano,"4,724","69,991","501,336","1,696,768"
Barren Island,Confirmed Eruption,2018 Sep 25,1,,Historical Observations,2021 Aug 23,12.278,93.858,354 m,India,Stratovolcano,645,645,645,"5,035"
Ulawun,Confirmed Eruption,2018 Sep 21,2,,Historical Observations,2018 Oct 12,-5.05,151.33,2334 m,Papua New Guinea,Stratovolcano,30,"1,801","10,577","61,018"
Ketoi,Uncertain Eruption,2018 Sep 21,1,, ,[ 2018 Sep 21 ],47.35,152.475,1172 m,Russia,Stratovolcano,1,10,11,90
Sarychev Peak,Confirmed Eruption,2018 Sep 8,2,,Historical Observations,2018 Oct 15,48.092,153.2,1496 m,Russia,Stratovolcano,17,143,143,148
Semisopochnoi,Confirmed Eruption,2018 Sep 8,1,,Historical Observations,2018 Oct 31,51.93,179.58,1221 m,United States,Stratovolcano,0,0,0,0
Veniaminof,Confirmed Eruption,2018 Sep 4,1,,Historical Observations,2018 Dec 23,56.17,-159.38,2507 m,United States,Stratovolcano,0,0,0,542
Alaid,Confirmed Eruption,2018 Aug 20,1,,Historical Observations,2018 Aug 21,50.861,155.565,2285 m,Russia,Stratovolcano,0,64,64,"2,887"
Sangay,Confirmed Eruption,2018 Aug 8,2,,Historical Observations,2018 Dec 7,-2.005,-78.341,5286 m,Ecuador,Stratovolcano,231,"1,675","15,130","1,355,275"
Rincon de la Vieja,Confirmed Eruption,2018 Jul 28,1,,Historical Observations,2019 Jun 11,10.83,-85.324,1916 m,Costa Rica,Complex,271,"1,428","78,668","659,105"
Nishinoshima,Confirmed Eruption,2018 Jul 12,1,,Historical Observations,2018 Jul 21,27.247,140.874,25 m,Japan,Caldera,0,0,0,0
Mayotte,Confirmed Eruption,2018 Jul 3,0,About 50 km E of the eastern tip of Mayotte Island,Seismicity,2019 Aug 20 (?),-12.83,45.17,660 m,France,Shield,,,,
"Negra, Sierra",Confirmed Eruption,2018 Jun 26,2,Summit crater and NNW flank,Historical Observations,2018 Aug 23,-0.83,-91.17,1124 m,Ecuador,Shield,408,408,983,"9,884"
Telica,Confirmed Eruption,2018 Jun 21,1,,Historical Observations,2018 Aug 15,12.606,-86.84,1036 m,Nicaragua,Stratovolcano(es),"1,079","21,990","327,294","2,982,538"
Krakatau,Confirmed Eruption,2018 Jun 18,3,,Historical Observations,2020 Apr 17,-6.102,105.423,155 m,Indonesia,Caldera,"7,177","7,177","8,027","6,326,159"
Fernandina,Confirmed Eruption,2018 Jun 16,1,,Historical Observations,2018 Jun 21,-0.37,-91.55,1476 m,Ecuador,Shield,129,129,208,"1,972"
Great Sitkin,Confirmed Eruption,2018 Jun 10,1,,Historical Observations,2018 Aug 11,52.076,-176.13,1740 m,United States,Stratovolcano,0,0,0,0
Ulawun,Confirmed Eruption,2018 Jun 8,1,,Historical Observations,2018 Jun 8,-5.05,151.33,2334 m,Papua New Guinea,Stratovolcano,30,"1,801","10,577","61,018"
Merapi,Confirmed Eruption,2018 May 11,3,,Historical Observations,2020 Jun 21,-7.54,110.446,2910 m,Indonesia,Stratovolcano,"49,205","185,849","4,348,473","24,728,414"
Karymsky,Confirmed Eruption,2018 Apr 28,3,,Historical Observations,2018 Sep 30,54.049,159.443,1513 m,Russia,Stratovolcano,0,0,291,"10,848"
Marapi,Confirmed Eruption,2018 Apr 27,2,Verbeek Crater,Historical Observations,2018 May 2,-0.38,100.474,2885 m,Indonesia,Complex,706,"57,453","818,039","4,059,773"
San Cristobal,Confirmed Eruption,2018 Apr 22,1,,Historical Observations,2018 Apr 22,12.702,-87.004,1745 m,Nicaragua,Stratovolcano,208,"7,876","351,227","2,002,579"
Kerinci,Confirmed Eruption,2018 Apr 21,1,,Historical Observations,2021 Jun 13,-1.697,101.264,3800 m,Indonesia,Stratovolcano,304,"33,878","264,107","1,437,454"
Nyamulagira,Confirmed Eruption,2018 Apr 18,0,Summit caldera,Historical Observations,2021 Dec 9 (continuing),-1.408,29.2,3058 m,DR Congo,Shield,"3,751","27,027","711,356","8,333,476"
"Fournaise, Piton de la",Confirmed Eruption,2018 Apr 3,0,,Historical Observations,2018 Nov 1,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Dieng Volcanic Complex,Confirmed Eruption,2018 Apr 1,1,Sileri Crater,Historical Observations,2018 Apr 1,-7.2,109.879,2565 m,Indonesia,Complex,"1,092,929","1,092,929","1,886,942","24,381,814"
Kirishimayama,Confirmed Eruption,2018 Mar 1,3,Shinmoedake,Historical Observations,2018 Jun 27,31.934,130.862,1700 m,Japan,Shield,647,"8,415","407,050","3,972,044"
Sangay,Confirmed Eruption,2018 Feb 25,1,Summit crater,Historical Observations,2018 Feb 25,-2.005,-78.341,5286 m,Ecuador,Stratovolcano,231,"1,675","15,130","1,355,275"
Karangetang,Confirmed Eruption,2018 Feb 2,1,,Historical Observations,2018 Feb 2,2.781,125.407,1797 m,Indonesia,Stratovolcano,892,"4,478","11,066","65,667"
Kusatsu-Shiranesan,Confirmed Eruption,2018 Jan 23,1,Motoshiranesan,Historical Observations,2018 Jan 23,36.618,138.528,2165 m,Japan,Stratovolcano(es),"4,485","14,296","434,049","5,947,593"
San Miguel,Confirmed Eruption,2018 Jan 14,1,,Historical Observations,2018 May 30,13.434,-88.269,2130 m,El Salvador,Stratovolcano,"1,232","63,007","796,482","3,633,885"
Mayon,Confirmed Eruption,2018 Jan 13,2,,Historical Observations,2019 Oct 12,13.257,123.685,2462 m,Philippines,Stratovolcano,"4,350","248,448","1,166,441","4,142,375"
Kadovar,Confirmed Eruption,2018 Jan 5,2,,Historical Observations,2021 Dec 9 (continuing),-3.608,144.588,365 m,Papua New Guinea,Stratovolcano,0,0,"1,341","114,708"
Kanlaon,Confirmed Eruption,2017 Dec 9,2,,Historical Observations,2017 Dec 9,10.412,123.132,2435 m,Philippines,Stratovolcano,"1,662","40,276","923,257","9,345,000"
Agung,Confirmed Eruption,2017 Nov 21,3,Summit crater,Historical Observations,2019 Jun 13,-8.343,115.508,2997 m,Indonesia,Stratovolcano,"5,657","76,781","968,381","4,550,176"
Dempo,Confirmed Eruption,2017 Nov 9,1,,Historical Observations,2017 Nov 9,-4.016,103.121,3142 m,Indonesia,Stratovolcano(es),124,"9,613","96,058","2,307,584"
Tinakula,Confirmed Eruption,2017 Oct 21,3,,Historical Observations,2017 Oct 26,-10.386,165.804,796 m,Solomon Islands,Stratovolcano,0,19,19,"20,155"
Sarychev Peak,Confirmed Eruption,2017 Oct 12,2,,Historical Observations,2017 Nov 13 (?),48.092,153.2,1496 m,Russia,Stratovolcano,17,143,143,148
Kirishimayama,Confirmed Eruption,2017 Oct 11,2,Shinmoedake,Historical Observations,2017 Oct 17,31.934,130.862,1700 m,Japan,Shield,647,"8,415","407,050","3,972,044"
Ambae,Confirmed Eruption,2017 Sep 6,3,,Historical Observations,2018 Oct 30,-15.389,167.835,1496 m,Vanuatu,Shield,73,"1,279","4,326","73,308"
Fernandina,Confirmed Eruption,2017 Sep 4,2,SSW caldera rim,Historical Observations,2017 Sep 7 ± 1 days,-0.37,-91.55,1476 m,Ecuador,Shield,129,129,208,"1,972"
San Cristobal,Confirmed Eruption,2017 Aug 18,3,,Historical Observations,2017 Nov 11,12.702,-87.004,1745 m,Nicaragua,Stratovolcano,208,"7,876","351,227","2,002,579"
Kerinci,Confirmed Eruption,2017 Aug 13,1,,Historical Observations,2017 Aug 13,-1.697,101.264,3800 m,Indonesia,Stratovolcano,304,"33,878","264,107","1,437,454"
Sangay,Confirmed Eruption,2017 Jul 20,2,Summit crater,Historical Observations,2017 Oct 26,-2.005,-78.341,5286 m,Ecuador,Stratovolcano,231,"1,675","15,130","1,355,275"
Sangeang Api,Confirmed Eruption,2017 Jul 15,2,Summit crater,Historical Observations,2020 Jun 10,-8.2,119.07,1912 m,Indonesia,Complex,204,"1,155","39,301","809,132"
"Fournaise, Piton de la",Confirmed Eruption,2017 Jul 14,0,,Historical Observations,2017 Aug 28,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Ulawun,Confirmed Eruption,2017 Jun 11,1,,Historical Observations,2017 Nov 3,-5.05,151.33,2334 m,Papua New Guinea,Stratovolcano,30,"1,801","10,577","61,018"
Bulusan,Confirmed Eruption,2017 Jun 5,1,,Historical Observations,2017 Jun 5,12.769,124.056,1535 m,Philippines,Stratovolcano(es),"2,789","74,286","518,705","3,360,418"
Marapi,Confirmed Eruption,2017 Jun 4,1,Verbeek Crater,Historical Observations,2017 Jun 4,-0.38,100.474,2885 m,Indonesia,Complex,706,"57,453","818,039","4,059,773"
Karymsky,Confirmed Eruption,2017 Jun 4,3,,Historical Observations,2018 Jan 27,54.049,159.443,1513 m,Russia,Stratovolcano,0,0,291,"10,848"
Copahue,Confirmed Eruption,2017 Jun 4,1,Agrio Crater,Historical Observations,2018 Dec 7,-37.856,-71.183,2953 m,Chile-Argentina,Stratovolcano,88,555,"3,042","138,414"
Rincon de la Vieja,Confirmed Eruption,2017 May 23,2,Crater lake,Historical Observations,2018 Mar 15 ± 3 days,10.83,-85.324,1916 m,Costa Rica,Complex,271,"1,428","78,668","659,105"
Karangetang,Uncertain Eruption,2017 May 10,--,, ,[ 2017 May 10 ],2.781,125.407,1797 m,Indonesia,Stratovolcano,892,"4,478","11,066","65,667"
Dieng Volcanic Complex,Confirmed Eruption,2017 Apr 30,1,Sileri Crater,Historical Observations,2017 Jul 2,-7.2,109.879,2565 m,Indonesia,Complex,"1,092,929","1,092,929","1,886,942","24,381,814"
Nishinoshima,Confirmed Eruption,2017 Apr 18,2,,Historical Observations,2017 Aug 17 ± 6 days,27.247,140.874,25 m,Japan,Caldera,0,0,0,0
Poas,Confirmed Eruption,2017 Apr 12,1,,Historical Observations,2017 Nov 6,10.2,-84.233,2697 m,Costa Rica,Stratovolcano,"1,947","11,107","950,796","3,411,023"
"Lengai, Ol Doinyo",Confirmed Eruption,2017 Apr 9,0,North Crater,Historical Observations,2021 Dec 9 (continuing),-2.764,35.914,2962 m,Tanzania,Stratovolcano,186,"1,855","18,074","545,305"
Kick 'em Jenny,Confirmed Eruption,2017 Mar 29,0,,Hydrophonic,2017 Mar 29,12.3,-61.64,-185 m,Grenada,Submarine,0,"4,687","72,786","104,256"
Aira,Confirmed Eruption,2017 Mar 25,1,Minamidake summit crater,Historical Observations,2021 Dec 9 (continuing),31.593,130.657,1117 m,Japan,Caldera,"4,918","113,874","905,254","2,610,033"
Kambalny,Confirmed Eruption,2017 Mar 24,3,,Historical Observations,2017 Apr 10,51.306,156.875,2116 m,Russia,Stratovolcano,0,20,572,"4,525"
Ebulobo,Uncertain Eruption,2017 Mar 12,--,, ,[ 2017 Mar 12 ],-8.817,121.191,2096 m,Indonesia,Stratovolcano,"1,278","24,149","140,204","674,614"
Krakatau,Confirmed Eruption,2017 Feb 19,1,Summit crater,Historical Observations,2017 Feb 19,-6.102,105.423,155 m,Indonesia,Caldera,"7,177","7,177","8,027","6,326,159"
San Cristobal,Confirmed Eruption,2017 Feb 18,1,,Historical Observations,2017 Apr 19,12.702,-87.004,1745 m,Nicaragua,Stratovolcano,208,"7,876","351,227","2,002,579"
"Fournaise, Piton de la",Confirmed Eruption,2017 Jan 31,0,,Historical Observations,2017 Feb 27,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Unnamed,Confirmed Eruption,2017 Jan 23,0,,Historical Observations,2017 Jan 31,-20.852,-175.55,-296 m,Tonga,Submarine,0,0,0,"88,571"
Barren Island,Confirmed Eruption,2017 Jan 15,2,,Historical Observations,2017 May 16 (?),12.278,93.858,354 m,India,Stratovolcano,645,645,645,"5,035"
