volcanoName,eruptionCertainty,startDate,maxVEI,activityArea,evidenceMethod,stopDate,latitude,longitude,volcanoHeight,country,primaryVolcanoType,population5km,population10km,population30km,population100km
Hualalai,Confirmed Eruption,0350 BCE,0,SE flank (1 km west of Waha Pehe),Radiocarbon (uncorrected),Unknown,19.692,-155.87,2523 m,United States,Shield,"35,906","35,906","46,959","166,240"
Gorely,Confirmed Eruption,0350 BCE,3,,Tephrochronology,Unknown,52.559,158.03,1799 m,Russia,Caldera,0,0,19,"250,293"
Krasheninnikov,Confirmed Eruption,0350 BCE,--,Northern cone,Radiocarbon (corrected),Unknown,54.596,160.27,1816 m,Russia,Caldera,308,308,814,"4,674"
Akita-Komagatake,Confirmed Eruption,0350 BCE,3,AK-3 tephra,Radiocarbon (corrected),Unknown,39.761,140.799,1637 m,Japan,Stratovolcano(es),376,"3,864","216,708","2,521,611"
Iwatesan,Confirmed Eruption,0350 BCE,--,Higashi-Iwate,Radiocarbon (uncorrected),Unknown,39.853,141.001,2038 m,Japan,Complex,439,"18,462","415,920","2,976,795"
Hachijojima,Confirmed Eruption,0350 BCE,3,NW flank of Higashi-yama,Tephrochronology,Unknown,33.137,139.766,854 m,Japan,Stratovolcano(es),"11,275","13,560","13,564","14,082"
Yakedake,Confirmed Eruption,0350 BCE,4,,Radiocarbon (corrected),Unknown,36.227,137.587,2455 m,Japan,Stratovolcano(es),995,"2,995","156,542","4,595,286"
Vulcano,Confirmed Eruption,0360 BCE,2,Fossa,Historical Observations,Unknown,38.404,14.962,500 m,Italy,Stratovolcano(es),"2,259","23,059","86,766","2,093,800"
Furnas,Confirmed Eruption,0360 BCE,--,Tephra layer B,Radiocarbon (uncorrected),Unknown,37.77,-25.32,805 m,Portugal,Stratovolcano,"1,333","7,310","87,865","153,182"
La Palma,Confirmed Eruption,0360 BCE,--,El Fraile,Radiocarbon (uncorrected),Unknown,28.57,-17.83,2426 m,Spain,Stratovolcano(es),442,,,
Katla,Confirmed Eruption,0370 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Ischia,Confirmed Eruption,0370 BCE,--,Ischia Porto (San Pietro),Magnetism,Unknown,40.73,13.897,789 m,Italy,Complex,"18,669","20,210","383,661","5,729,354"
Acatenango,Confirmed Eruption,0370 BCE,--,Pico Central,Radiocarbon (uncorrected),Unknown,14.501,-90.876,3976 m,Guatemala,Stratovolcano(es),"4,329","60,730","1,042,836","7,634,778"
Aniakchak,Confirmed Eruption,0370 BCE,--,,Radiocarbon (corrected),Unknown,56.88,-158.17,1341 m,United States,Caldera,0,0,36,479
Redoubt,Confirmed Eruption,0380 BCE,--,,Varve Count,Unknown,60.485,-152.742,3108 m,United States,Stratovolcano,0,0,1,"32,410"
Arenal,Confirmed Eruption,0380 BCE,4,Tephra layer AR-10/ET-9B,Radiocarbon (corrected),Unknown,10.463,-84.703,1670 m,Costa Rica,Stratovolcano,"3,429","15,643","96,512","3,027,485"
Redoubt,Confirmed Eruption,0390 BCE,--,,Varve Count,Unknown,60.485,-152.742,3108 m,United States,Stratovolcano,0,0,1,"32,410"
Haleakala,Confirmed Eruption,0390 BCE,--,North crater wall,Radiocarbon (uncorrected),Unknown,20.708,-156.25,3055 m,United States,Shield,"26,074","26,074","65,398","157,582"
Ebeko,Confirmed Eruption,0390 BCE,--,,Radiocarbon (uncorrected),Unknown,50.686,156.014,1103 m,Russia,Stratovolcano,0,267,"1,076","3,098"
Etna,Confirmed Eruption,0396 Apr 15 BCE,--,"SE flank (700 m, Monte Gorna)",Historical Observations,Unknown,37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Taveuni,Confirmed Eruption,0400 BCE,2,,Radiocarbon (corrected),Unknown,-16.82,-179.97,1241 m,Fiji,Shield,692,"3,220","19,186","146,131"
Fukue,Confirmed Eruption,0400 BCE,--,Hino-take,Radiocarbon (corrected),Unknown,32.657,128.849,315 m,Japan,Shield(s),"18,334","40,407","61,450","704,523"
Matutum,Confirmed Eruption,0400 BCE,--,,Radiocarbon (uncorrected),Unknown,6.37,125.07,2286 m,Philippines,Stratovolcano,855,"10,431","822,372","5,316,209"
Yakedake,Confirmed Eruption,0400 BCE,--,Ykd-Tl2 tephra,Tephrochronology,Unknown,36.227,137.587,2455 m,Japan,Stratovolcano(es),995,"2,995","156,542","4,595,286"
Yokodake,Confirmed Eruption,0400 BCE,--,"Yoko-dake, NYk-2 tephra",Radiocarbon (corrected),Unknown,36.087,138.32,2480 m,Japan,Stratovolcano(es),"1,920","11,751","484,929","6,385,773"
Nikko-Shiranesan,Confirmed Eruption,0400 BCE,--,Nks-2 tephra,Tephrochronology,Unknown,36.799,139.376,2578 m,Japan,Shield,513,"2,502","79,844","9,303,980"
Hualalai,Confirmed Eruption,0400 BCE,0,NW rift zone (Luamakami),Radiocarbon (uncorrected),Unknown,19.692,-155.87,2523 m,United States,Shield,"35,906","35,906","46,959","166,240"
Mauna Loa,Confirmed Eruption,0400 BCE,0,SW rift zone,Radiocarbon (uncorrected),Unknown,19.475,-155.608,4170 m,United States,Shield,45,45,"1,906","175,315"
Adams,Confirmed Eruption,0400 BCE,2,Tephra layer 21,Tephrochronology,Unknown,46.206,-121.49,3742 m,United States,Stratovolcano,0,70,"4,019","393,303"
Rainier,Confirmed Eruption,0400 BCE,--,,Tephrochronology,Unknown,46.853,-121.76,4392 m,United States,Stratovolcano,0,128,"3,187","2,667,609"
Redoubt,Confirmed Eruption,0400 BCE,--,,Varve Count,Unknown,60.485,-152.742,3108 m,United States,Stratovolcano,0,0,1,"32,410"
Sheveluch,Confirmed Eruption,0400 BCE,3,West flank (Karan),Tephrochronology,Unknown,56.653,161.36,3283 m,Russia,Stratovolcano,0,0,"1,718","11,613"
Cotopaxi,Confirmed Eruption,0400 BCE,4,Tephra layer J,Tephrochronology,Unknown,-0.677,-78.436,5911 m,Ecuador,Stratovolcano,251,"7,299","152,139","3,631,492"
Reykjanes,Confirmed Eruption,0400 BCE,2,Sundhnukar,Radiocarbon (uncorrected),Unknown,63.817,-22.717,140 m,Iceland,Crater rows,"13,995","13,995","15,542","192,922"
Meager,Confirmed Eruption,0410 BCE,5,NE flank of Plinth Peak,Radiocarbon (corrected),Unknown,50.63,-123.5,2680 m,Canada,Complex,1,111,307,"17,662"
Kilauea,Confirmed Eruption,0410 BCE,0,East rift zone,Radiocarbon (uncorrected),Unknown,19.421,-155.287,1222 m,United States,Shield,"3,122","3,122","8,495","169,550"
Redoubt,Confirmed Eruption,0420 BCE,--,,Varve Count,Unknown,60.485,-152.742,3108 m,United States,Stratovolcano,0,0,1,"32,410"
Taranaki,Confirmed Eruption,0420 BCE,--,,Radiocarbon (uncorrected),Unknown,-39.3,174.07,2518 m,New Zealand,Stratovolcano,200,230,"77,381","104,499"
Etna,Confirmed Eruption,0425 Mar 15 BCE,--,South flank (Monte Arso),Historical Observations,0424 BCE (?),37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
"Plat Pays, Morne",Confirmed Eruption,0430 BCE,--,Morne Patates ?,Radiocarbon (uncorrected),Unknown,15.255,-61.341,940 m,Dominica,Stratovolcano,"11,227","38,372","57,856","557,207"
Katla,Confirmed Eruption,0430 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Unknown Source,Confirmed Eruption,0433 BCE,--,,,,,,,,,,,,
Pelee,Confirmed Eruption,0440 BCE,4,,Radiocarbon (uncorrected),Unknown,14.809,-61.165,1394 m,France,Stratovolcano,251,"5,025","382,633","609,576"
Hualalai,Confirmed Eruption,0440 BCE,0,North rift zone (3 km NE of Hainoa),Radiocarbon (uncorrected),Unknown,19.692,-155.87,2523 m,United States,Shield,"35,906","35,906","46,959","166,240"
Esan,Confirmed Eruption,0440 BCE,--,Es-3 tephra,Radiocarbon (corrected),Unknown,41.805,141.166,618 m,Japan,Lava dome(s),"1,734","5,831","33,197","916,560"
Popa,Uncertain Eruption,0442 BCE,--,, ,[ Unknown ],20.92,95.25,1518 m,Burma (Myanmar),Stratovolcano,"1,108","22,922","452,931","5,923,206"
Cameroon,Confirmed Eruption,0450 BCE,3,,Historical Observations,Unknown,4.203,9.17,4095 m,Cameroon,Stratovolcano,328,"26,053","417,460","3,079,036"
Mutnovsky,Confirmed Eruption,0450 BCE,2,,Tephrochronology,Unknown,52.449,158.196,2288 m,Russia,Complex,0,0,97,"250,858"
Iwatesan,Confirmed Eruption,0450 BCE,--,Nishi-Iwate (O-jigokudani area),Radiocarbon (corrected),Unknown,39.853,141.001,2038 m,Japan,Complex,439,"18,462","415,920","2,976,795"
Chokaisan,Confirmed Eruption,0450 BCE,--,OD-12 tephra,Tephrochronology,Unknown,39.099,140.049,2236 m,Japan,Stratovolcano(es),131,707,"185,681","2,301,576"
Redoubt,Confirmed Eruption,0450 BCE,--,,Varve Count,Unknown,60.485,-152.742,3108 m,United States,Stratovolcano,0,0,1,"32,410"
Iliamna,Confirmed Eruption,0450 BCE,--,,Radiocarbon (uncorrected),Unknown,60.032,-153.09,3053 m,United States,Stratovolcano,0,0,1,"7,564"
Bezymianny,Confirmed Eruption,0450 BCE,4,Tephra layer BZ,Radiocarbon (corrected),Unknown,55.972,160.595,2882 m,Russia,Stratovolcano,0,0,47,"11,728"
Pululahua,Confirmed Eruption,0450 BCE,4,,Radiocarbon (uncorrected),Unknown,0.038,-78.463,3356 m,Ecuador,Caldera,"534,403","534,403","1,192,411","3,330,856"
Cayambe,Confirmed Eruption,0460 BCE,--,,Tephrochronology,Unknown,0.029,-77.986,5790 m,Ecuador,Compound,70,"1,148","109,630","3,154,986"
Redoubt,Confirmed Eruption,0470 BCE,--,,Varve Count,Unknown,60.485,-152.742,3108 m,United States,Stratovolcano,0,0,1,"32,410"
Ischia,Confirmed Eruption,0470 BCE,--,Bosco dei Conti and Fondo Ferraro ?,Historical Observations,Unknown,40.73,13.897,789 m,Italy,Complex,"18,669","20,210","383,661","5,729,354"
Vulcano,Confirmed Eruption,0475 BCE,--,Fossa,Historical Observations,Unknown,38.404,14.962,500 m,Italy,Stratovolcano(es),"2,259","23,059","86,766","2,093,800"
Etna,Confirmed Eruption,0479 Aug BCE,--,South flank ?,Historical Observations,0475 BCE (?),37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Savai'i,Confirmed Eruption,0480 BCE,--,,Radiocarbon (corrected),Unknown,-13.612,-172.525,1858 m,Samoa,Shield,0,59,"34,215","188,465"
Ischia,Confirmed Eruption,0490 BCE,--,"Case Balestrieri?, Cava Nocelle?",Magnetism,Unknown,40.73,13.897,789 m,Italy,Complex,"18,669","20,210","383,661","5,729,354"
Galeras,Confirmed Eruption,0490 BCE,2,,Radiocarbon (corrected),Unknown,1.22,-77.37,4276 m,Colombia,Complex,705,"120,817","630,777","1,700,248"
Puyehue-Cordon Caulle,Confirmed Eruption,0490 BCE,--,,Radiocarbon (corrected),Unknown,-40.59,-72.117,2236 m,Chile,Stratovolcano,129,783,"7,163","515,357"
Tungurahua,Confirmed Eruption,0500 BCE,3,,Radiocarbon (uncorrected),Unknown,-1.467,-78.442,5023 m,Ecuador,Stratovolcano,476,"20,990","183,640","1,571,744"
Krafla,Confirmed Eruption,0500 BCE,0,North of Hverfjall,Tephrochronology,Unknown,65.715,-16.728,800 m,Iceland,Caldera,384,384,"1,258","25,667"
Dieng Volcanic Complex,Confirmed Eruption,0500 BCE,--,Sikidang-Siterus (Telaga Lumut),Radiocarbon (uncorrected),Unknown,-7.2,109.879,2565 m,Indonesia,Complex,"1,092,929","1,092,929","1,886,942","24,381,814"
Mageik,Confirmed Eruption,0500 BCE,--,Between East and Central Mageik,Radiocarbon (uncorrected),Unknown,58.195,-155.253,2165 m,United States,Stratovolcano,0,0,0,376
Sheveluch,Confirmed Eruption,0500 BCE,4,,Radiocarbon (corrected),Unknown,56.653,161.36,3283 m,Russia,Stratovolcano,0,0,"1,718","11,613"
Mauna Loa,Confirmed Eruption,0500 BCE,0,SW rift zone,Radiocarbon (uncorrected),Unknown,19.475,-155.608,4170 m,United States,Shield,45,45,"1,906","175,315"
Rainier,Confirmed Eruption,0500 BCE,--,Tephra layer SL5,Tephrochronology,Unknown,46.853,-121.76,4392 m,United States,Stratovolcano,0,128,"3,187","2,667,609"
Picos Fissural Volcanic System,Confirmed Eruption,0510 BCE,--,North-central part (Furna),Radiocarbon (uncorrected),Unknown,37.78,-25.67,350 m,Portugal,Pyroclastic cone(s),"115,732","115,732","123,990","139,730"
Cayambe,Confirmed Eruption,0510 BCE,--,,Tephrochronology,Unknown,0.029,-77.986,5790 m,Ecuador,Compound,70,"1,148","109,630","3,154,986"
Tenerife,Confirmed Eruption,0520 BCE,--,Teide-Pico Viejo complex,Radiocarbon (uncorrected),Unknown,28.271,-16.641,3715 m,Spain,Stratovolcano,0,156,"337,660","766,276"
Jingbo,Confirmed Eruption,0520 BCE,--,,Radiocarbon (uncorrected),Unknown,44.08,128.83,1000 m,China,Volcanic field,"35,038","35,038","149,132","2,372,857"
Fujisan,Confirmed Eruption,0520 BCE,--,Tephra layer S-18,Radiocarbon (corrected),Unknown,35.361,138.728,3776 m,Japan,Stratovolcano,570,"1,759","906,969","25,022,187"
St. Helens,Confirmed Eruption,0530 BCE,5,Pine Creek tephra layers Ps and Pu,Radiocarbon (corrected),Unknown,46.2,-122.18,2549 m,United States,Stratovolcano,78,427,"2,221","2,173,101"
Katla,Confirmed Eruption,0530 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Soufriere St. Vincent,Confirmed Eruption,0530 BCE,--,,Radiocarbon (uncorrected),Unknown,13.33,-61.18,1220 m,Saint Vincent and the Grenadines,Stratovolcano,"1,491","15,327","103,882","291,476"
Nemrut Dagi,Confirmed Eruption,0531 BCE,--,,Varve Count,Unknown,38.654,42.229,2948 m,Turkey,Stratovolcano,608,"7,399","230,531","1,618,263"
Colli Albani,Discredited Eruption,0540 BCE,--,, ,[ Unknown ],41.73,12.7,949 m,Italy,Caldera,"897,039","897,039","2,962,194","5,330,273"
Tenduruk Dagi,Confirmed Eruption,0550 BCE,--,Lower SE flank,Radiocarbon (uncorrected),Unknown,39.356,43.874,3514 m,Turkey,Shield,550,"5,060","173,581","1,938,900"
Ararat,Confirmed Eruption,0550 BCE,--,Summit (?) and north flank,Anthropology,Unknown,39.7,44.3,5165 m,Turkey,Stratovolcano,25,"1,239","135,563","2,811,646"
Tongariro,Confirmed Eruption,0550 BCE,5,Ngauruhoe and Red Crater,Radiocarbon (uncorrected),Unknown,-39.157,175.632,1978 m,New Zealand,Stratovolcano(es),27,286,"7,591","81,567"
Adams,Confirmed Eruption,0550 BCE,2,Tephra layers 19-20,Tephrochronology,Unknown,46.206,-121.49,3742 m,United States,Stratovolcano,0,70,"4,019","393,303"
Shasta,Confirmed Eruption,0550 BCE,--,,Tephrochronology,Unknown,41.409,-122.193,4317 m,United States,Stratovolcano,0,35,"19,785","265,016"
Tanaga,Confirmed Eruption,0550 BCE,--,Sajaka One,Tephrochronology,Unknown,51.885,-178.146,1806 m,United States,Stratovolcano(es),0,0,0,0
Titila,Confirmed Eruption,0550 BCE,--,,Radiocarbon (uncorrected),Unknown,57.406,160.108,1523 m,Russia,Shield(s),0,0,72,"2,877"
Mageik,Confirmed Eruption,0550 BCE,--,East Mageik,Radiocarbon (uncorrected),Unknown,58.195,-155.253,2165 m,United States,Stratovolcano,0,0,0,376
Makushin,Confirmed Eruption,0550 BCE,--,,Tephrochronology,Unknown,53.891,-166.923,1800 m,United States,Stratovolcano,0,0,"3,437","3,850"
Kusatsu-Shiranesan,Confirmed Eruption,0550 BCE,3,"Yu-gama, Tephra layer 13D",Tephrochronology,Unknown,36.618,138.528,2165 m,Japan,Stratovolcano(es),"4,485","14,296","434,049","5,947,593"
Iwakisan,Confirmed Eruption,0550 BCE,--,Torinoumi lava dome,Tephrochronology,Unknown,40.656,140.303,1625 m,Japan,Stratovolcano,918,"13,229","465,065","1,617,801"
Bandaisan,Confirmed Eruption,0550 BCE,--,"Numanotaira, RE3 tephra",Tephrochronology,Unknown,37.601,140.072,1816 m,Japan,Stratovolcano,"5,923","17,608","327,454","4,709,782"
Nemo Peak,Confirmed Eruption,0550 BCE,--,,Tephrochronology,Unknown,49.57,154.808,1018 m,Russia,Caldera,15,15,46,582
Gamchen,Confirmed Eruption,0550 BCE,--,"SE flank (Barany, Lukovitsa)",Tephrochronology,Unknown,54.974,160.703,2539 m,Russia,Complex,0,0,382,"3,829"
Vysoky,Confirmed Eruption,0550 BCE,0,,Radiocarbon (uncorrected),Unknown,55.064,160.765,2129 m,Russia,Stratovolcano,0,0,123,"3,657"
Taunshits,Confirmed Eruption,0550 BCE,--,,Radiocarbon (uncorrected),Unknown,54.528,159.804,2301 m,Russia,Stratovolcano,0,0,186,"11,110"
Maly Semyachik,Confirmed Eruption,0550 BCE,--,Ceno-Semiachik,Radiocarbon (corrected),Unknown,54.135,159.674,1527 m,Russia,Caldera,98,98,497,"10,182"
Bakening,Confirmed Eruption,0550 BCE,2,Western flank,Tephrochronology,Unknown,53.905,158.07,2278 m,Russia,Stratovolcano,0,10,"1,583","87,139"
Akan,Confirmed Eruption,0550 BCE,--,"Akan-Fuji, AS-1 tephra",Tephrochronology,Unknown,43.384,144.013,1499 m,Japan,Caldera,"2,062","2,062","9,756","929,538"
Taisetsuzan,Confirmed Eruption,0550 BCE,--,"Asahi-dake, Ash-b tephra",Tephrochronology,Unknown,43.664,142.854,2291 m,Japan,Stratovolcano(es),19,119,"16,391","1,304,267"
Shikotsu,Confirmed Eruption,0550 BCE,5,"Tarumai, Ta-c1, Ta-c2  tephras",Radiocarbon (uncorrected),Unknown,42.688,141.38,1320 m,Japan,Caldera,"130,474","130,474","316,816","3,096,376"
"Quill, The",Confirmed Eruption,0550 BCE,--,,Radiocarbon (uncorrected),Unknown,17.478,-62.96,601 m,Netherlands,Stratovolcano,"2,195","2,195","8,361","134,936"
"Azul, Cerro",Confirmed Eruption,0550 BCE,0,,Surface Exposure,Unknown,-0.92,-91.408,1640 m,Ecuador,Shield,220,220,314,"1,936"
Nejapa-Miraflores,Confirmed Eruption,0550 BCE,--,PM5 tephra,Tephrochronology,Unknown,12.12,-86.32,360 m,Nicaragua,Fissure vent(s),"295,906","870,837","1,610,426","3,062,823"
