volcanoName,eruptionCertainty,startDate,maxVEI,activityArea,evidenceMethod,stopDate,latitude,longitude,volcanoHeight,country,primaryVolcanoType,population5km,population10km,population30km,population100km
Langila,Confirmed Eruption,2002 May 25,2,Crater 2,Historical Observations,2003 Apr 9 (?),-5.525,148.42,1330 m,Papua New Guinea,Complex,213,"3,653","11,641","45,698"
Monowai,Confirmed Eruption,2002 May 24,0,,Hydrophonic,2002 May 24,-25.887,-177.188,-132 m,New Zealand,Submarine,0,0,0,0
Nyiragongo,Confirmed Eruption,2002 May 17,2,,Historical Observations,2021 Dec 9 (continuing),-1.52,29.25,3470 m,DR Congo,Stratovolcano,"2,416","31,145","1,006,436","9,087,529"
Kikai,Confirmed Eruption,2002 May 11,2,Iwo-dake,Historical Observations,2002 Jul 16 ± 15 days,30.793,130.305,704 m,Japan,Caldera,152,152,152,"1,002,905"
Tinakula,Uncertain Eruption,2002 Apr 16,1,Upper NW flank, ,[ Unknown ],-10.386,165.804,796 m,Solomon Islands,Stratovolcano,0,19,19,"20,155"
Guagua Pichincha,Confirmed Eruption,2002 Apr 16,1,,Historical Observations,2002 Apr 16 ± 15 days,-0.171,-78.598,4784 m,Ecuador,Stratovolcano,449,"32,488","2,064,475","3,581,801"
Klyuchevskoy,Confirmed Eruption,2002 Apr 9,2,,Historical Observations,2002 Jun 9 (in or before),56.056,160.642,4754 m,Russia,Stratovolcano,0,0,292,"12,406"
Epi,Confirmed Eruption,2002 Mar 16,1,,Historical Observations,2002 Mar 16 ± 15 days,-16.68,168.37,833 m,Vanuatu,Stratovolcano(es),0,170,"7,819","52,827"
Kita-Ioto,Uncertain Eruption,2002 Feb 28,0,Funka-Asane, ,[ 2002 Feb 28 ],25.424,141.284,792 m,Japan,Stratovolcano,158,162,162,"1,210"
Lokon-Empung,Confirmed Eruption,2002 Feb 9,2,Tompaluan,Historical Observations,2002 May 16 (?) ± 15 days,1.358,124.792,1580 m,Indonesia,Stratovolcano(es),"12,183","75,684","942,160","1,583,346"
Chikurachki,Confirmed Eruption,2002 Jan 25,2,SSE part of summit crater,Historical Observations,2002 Apr 22 (?),50.324,155.461,1781 m,Russia,Stratovolcano(es),0,65,527,"2,492"
Nyiragongo,Confirmed Eruption,2002 Jan 17,1,"South flank (2800-1570 m), summit crater",Historical Observations,2002 Feb 3 (in or after),-1.52,29.25,3470 m,DR Congo,Stratovolcano,"2,416","31,145","1,006,436","9,087,529"
San Miguel,Confirmed Eruption,2002 Jan 16,1,,Historical Observations,2002 Jan 16,13.434,-88.269,2130 m,El Salvador,Stratovolcano,"1,232","63,007","796,482","3,633,885"
Manam,Confirmed Eruption,2002 Jan 13,3,South Crater,Historical Observations,2002 May 21,-4.08,145.037,1807 m,Papua New Guinea,Stratovolcano,"1,106","2,553","24,364","180,402"
"Fournaise, Piton de la",Confirmed Eruption,2002 Jan 5,1,NE part of l'Enclos Fouqué caldera,Historical Observations,2002 Jan 16,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Fuego,Confirmed Eruption,2002 Jan 4,3,,Historical Observations,2021 Dec 9 (continuing),14.473,-90.88,3763 m,Guatemala,Stratovolcano(es),"1,373","54,332","1,016,339","7,677,809"
Etna,Confirmed Eruption,2001 Dec 16,1,"Central Crater, NE Crater",Historical Observations,2002 Oct 30 (?),37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Bezymianny,Confirmed Eruption,2001 Dec 10,2,,Historical Observations,2002 Jan 6 (?),55.972,160.595,2882 m,Russia,Stratovolcano,0,0,47,"11,728"
Kick 'em Jenny,Confirmed Eruption,2001 Dec 4,0,,Hydrophonic,2001 Dec 6,12.3,-61.64,-185 m,Grenada,Submarine,0,"4,687","72,786","104,256"
Guagua Pichincha,Confirmed Eruption,2001 Nov 26,1,North of 1981 crater,Historical Observations,2001 Nov 26,-0.171,-78.598,4784 m,Ecuador,Stratovolcano,449,"32,488","2,064,475","3,581,801"
Walvis Ridge at 33°S,Confirmed Eruption,2001 Nov 24,0,Seamount NW of Wüst seamount,Historical Observations,2002 Mar 16 ± 15 days,-32.958,-5.22,-1200 m,Undersea Features,Submarine,,,,
Karymsky,Confirmed Eruption,2001 Nov 15,3,Summit and upper south flank,Historical Observations,2016 Apr 1,54.049,159.443,1513 m,Russia,Stratovolcano,0,0,291,"10,848"
Sumisujima,Uncertain Eruption,2001 Oct 31,0,, ,[ 2002 Feb 28 ],31.44,140.051,136 m,Japan,Submarine,0,0,0,0
Pacaya,Confirmed Eruption,2001 Oct 31,1,MacKenney Crater,Historical Observations,2001 Oct 31,14.382,-90.601,2569 m,Guatemala,Complex,"4,250","53,579","2,454,482","7,033,094"
Kita-Fukutokutai,Uncertain Eruption,2001 Oct 30,0,"24.443 N, 141.378 E", ,[ 2001 Oct 30 ],24.417,141.417,-73 m,Japan,Submarine,0,0,23,"1,209"
Fukutoku-Oka-no-Ba,Uncertain Eruption,2001 Oct 30,0,, ,[ 2002 Jun 19 ],24.285,141.481,-29 m,Japan,Submarine,11,19,19,951
Kita-Ioto,Uncertain Eruption,2001 Oct 29,0,Funka-Asane, ,[ 2001 Oct 29 ],25.424,141.284,792 m,Japan,Stratovolcano,158,162,162,"1,210"
Avachinsky,Confirmed Eruption,2001 Oct 5,1,,Historical Observations,2001 Oct 5,53.256,158.836,2717 m,Russia,Stratovolcano,0,0,"180,016","270,205"
Montagu Island,Confirmed Eruption,2001 Oct 1,1,NW of Mount Belinda,Historical Observations,2007 Sep 20,-58.445,-26.374,1370 m,United Kingdom,Shield,0,0,0,0
Unnamed,Confirmed Eruption,2001 Sep 27,2,,Historical Observations,2001 Sep 28 (?),-18.325,-174.365,-40 m,Tonga,Submarine,0,0,20,"18,153"
Talang,Confirmed Eruption,2001 Sep 25,1,"Kepundan Panjang & Kabuo, Gabuo Atas",Historical Observations,2001 Nov 15 ± 3 days,-0.979,100.681,2575 m,Indonesia,Stratovolcano,"1,593","18,512","214,975","3,283,153"
Ioto,Confirmed Eruption,2001 Sep 21,1,Off SE coast and Idogahama (NW coast),Historical Observations,2001 Oct 23,24.751,141.289,169 m,Japan,Caldera,"1,179","1,179","1,189","1,370"
Ulawun,Confirmed Eruption,2001 Aug 28,2,,Historical Observations,2001 Aug 28,-5.05,151.33,2334 m,Papua New Guinea,Stratovolcano,30,"1,801","10,577","61,018"
Bezymianny,Confirmed Eruption,2001 Jul 23,3,,Historical Observations,2001 Aug 10 (?),55.972,160.595,2882 m,Russia,Stratovolcano,0,0,47,"11,728"
Krakatau,Confirmed Eruption,2001 Jul 21,1,Anak Krakatau,Historical Observations,2001 Sep 17 (?),-6.102,105.423,155 m,Indonesia,Caldera,"7,177","7,177","8,027","6,326,159"
Etna,Confirmed Eruption,2001 Jul 17,2,S to NE flanks (3100-2100 m),Historical Observations,2001 Aug 9,37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Manam,Confirmed Eruption,2001 Jun 14,2,,Historical Observations,2001 Jun 25 (?),-4.08,145.037,1807 m,Papua New Guinea,Stratovolcano,"1,106","2,553","24,364","180,402"
"Fournaise, Piton de la",Confirmed Eruption,2001 Jun 11,1,"ESE flank (2500 m), East flank (1800-2000 m)",Historical Observations,2001 Jul 7,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Lopevi,Confirmed Eruption,2001 Jun 8,3,NW flank (200-400 m),Historical Observations,2001 Jun 19 (in or after),-16.507,168.346,1413 m,Vanuatu,Stratovolcano,690,793,"7,942","50,310"
Pavlof,Uncertain Eruption,2001 Jun 5,1,, ,[ Unknown ],55.417,-161.894,2493 m,United States,Stratovolcano,0,0,0,"3,002"
Ibu,Confirmed Eruption,2001 May 28,0,,Historical Observations,2001 Oct 3 (?),1.488,127.63,1325 m,Indonesia,Stratovolcano,"1,560","14,549","64,581","637,988"
Lascar,Uncertain Eruption,2001 May 17,--,, ,[ 2001 Jul 5 (?) ],-23.37,-67.73,5592 m,Chile,Stratovolcano(es),0,70,570,"8,119"
Kerinci,Confirmed Eruption,2001 May 12,2,,Historical Observations,2002 Aug 27 (?),-1.697,101.264,3800 m,Indonesia,Stratovolcano,304,"33,878","264,107","1,437,454"
San Cristobal,Confirmed Eruption,2001 May 11,1,,Historical Observations,2001 Dec 9 (?),12.702,-87.004,1745 m,Nicaragua,Stratovolcano,208,"7,876","351,227","2,002,579"
McDonald Islands,Confirmed Eruption,2001 May 3,1,,Historical Observations,Unknown,-53.03,72.6,230 m,Australia,Complex,0,0,0,0
Ahyi,Confirmed Eruption,2001 Apr 24,0,"20.34°N, 145.02°E",Hydrophonic,2001 Apr 25,20.42,145.03,-75 m,United States,Submarine,0,0,0,0
Masaya,Confirmed Eruption,2001 Apr 23,1,Santiago,Historical Observations,2001 Apr 25 (?),11.985,-86.165,594 m,Nicaragua,Caldera,"989,888","989,888","1,914,707","2,926,954"
Marapi,Confirmed Eruption,2001 Apr 13,2,Verbeek Crater,Historical Observations,2001 Jun 5,-0.38,100.474,2885 m,Indonesia,Complex,706,"57,453","818,039","4,059,773"
"Fournaise, Piton de la",Confirmed Eruption,2001 Mar 27,1,South flank (below Dolomieu at ~2500 m),Historical Observations,2001 Apr 4,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Whakaari/White Island,Confirmed Eruption,2001 Feb 19,2,MH vent,Historical Observations,2001 Feb 19 (?),-37.52,177.18,294 m,New Zealand,Stratovolcano(es),5,5,5,"190,290"
Nyamulagira,Confirmed Eruption,2001 Feb 6,2,North and SSE  flanks,Historical Observations,2001 Apr 5 ± 4 days,-1.408,29.2,3058 m,DR Congo,Shield,"3,751","27,027","711,356","8,333,476"
Cleveland,Confirmed Eruption,2001 Feb 2,3,,Historical Observations,2001 Apr 15 (?),52.825,-169.944,1730 m,United States,Stratovolcano,0,0,0,9
Telica,Confirmed Eruption,2001 Jan 17,1,,Historical Observations,2001 Dec 19 (?),12.606,-86.84,1036 m,Nicaragua,Stratovolcano(es),"1,079","21,990","327,294","2,982,538"
Nishinoshima,Uncertain Eruption,2001 Jan 16,0,, ,[ Unknown ],27.247,140.874,25 m,Japan,Caldera,0,0,0,0
Ulawun,Confirmed Eruption,2001 Jan 16,3,Summit and NNE flank,Historical Observations,2001 May 3,-5.05,151.33,2334 m,Papua New Guinea,Stratovolcano,30,"1,801","10,577","61,018"
Inielika,Confirmed Eruption,2001 Jan 11,2,Summit crater complex,Historical Observations,2001 Mar 16 (?) ± 15 days,-8.73,120.98,1559 m,Indonesia,Complex,"4,601","27,281","162,299","818,815"
Miyakejima,Confirmed Eruption,2001 Jan 11,2,,Historical Observations,2002 Nov 24,34.094,139.526,775 m,Japan,Stratovolcano,"1,848","3,189","3,474","95,663"
Mayon,Confirmed Eruption,2001 Jan 8,3,,Historical Observations,2001 Aug 8,13.257,123.685,2462 m,Philippines,Stratovolcano,"4,350","248,448","1,166,441","4,142,375"
Peuet Sague,Confirmed Eruption,2000 Dec 25,2,,Historical Observations,2000 Dec 26 (in or after),4.903,96.289,2785 m,Indonesia,Complex,53,144,"16,227","1,862,448"
Suwanosejima,Confirmed Eruption,2000 Dec 19,3,O-take (Upper NE flank),Historical Observations,2004 Jul 5 (?),29.638,129.714,796 m,Japan,Stratovolcano(es),107,107,325,"1,966"
Tengger Caldera,Confirmed Eruption,2000 Nov 29,2,Bromo,Historical Observations,2001 Jan 15 (in or after),-7.942,112.95,2329 m,Indonesia,Stratovolcano(es),"27,826","69,451","1,420,878","22,628,278"
Sumisujima,Uncertain Eruption,2000 Oct 30,0,, ,[ 2000 Oct 30 ],31.44,140.051,136 m,Japan,Submarine,0,0,0,0
Kita-Ioto,Uncertain Eruption,2000 Oct 30,0,Funka-Asane, ,[ 2000 Oct 30 ],25.424,141.284,792 m,Japan,Stratovolcano,158,162,162,"1,210"
Kikai,Confirmed Eruption,2000 Oct 16,1,Iwo-dake,Historical Observations,2001 Dec 16 ± 15 days,30.793,130.305,704 m,Japan,Caldera,152,152,152,"1,002,905"
Ulawun,Confirmed Eruption,2000 Sep 28,4,,Historical Observations,2000 Nov 1,-5.05,151.33,2334 m,Papua New Guinea,Stratovolcano,30,"1,801","10,577","61,018"
Hokkaido-Komagatake,Confirmed Eruption,2000 Sep 4,1,,Historical Observations,2000 Nov 8,42.063,140.677,1131 m,Japan,Stratovolcano,173,"23,091","234,213","962,081"
Ijen,Uncertain Eruption,2000 Sep 1,1,Kawah Ijen, ,[ 2000 Sep 10 ± 3 days ],-8.058,114.242,2769 m,Indonesia,Stratovolcano(es),"1,098","5,504","664,199","6,846,855"
Kaba,Confirmed Eruption,2000 Aug 22,1,,Historical Observations,2000 Aug 27 (?),-3.522,102.615,1940 m,Indonesia,Stratovolcano,278,"15,352","333,750","2,608,259"
Pacaya,Confirmed Eruption,2000 Aug 16,1,MacKenney Crater,Historical Observations,2001 Jul 5 (?),14.382,-90.601,2569 m,Guatemala,Complex,"4,250","53,579","2,454,482","7,033,094"
Bardarbunga,Uncertain Eruption,2000 Aug 16,0,Loki-Fögrufjöll (W and E Loki cauldrons), ,[ Unknown ],64.633,-17.516,2000 m,Iceland,Stratovolcano,0,0,0,"1,348"
Shishaldin,Uncertain Eruption,2000 Aug 11,1,Summit, ,[ Unknown ],54.756,-163.97,2857 m,United States,Stratovolcano,0,0,10,197
Klyuchevskoy,Confirmed Eruption,2000 Jul 28,2,,Historical Observations,2000 Sep 22,56.056,160.642,4754 m,Russia,Stratovolcano,0,0,292,"12,406"
Fukutoku-Oka-no-Ba,Uncertain Eruption,2000 Jul 26,0,, ,[ 2001 Jun 13 ],24.285,141.481,-29 m,Japan,Submarine,11,19,19,951
Lascar,Confirmed Eruption,2000 Jul 20,2,,Historical Observations,2001 Jan 18 (?),-23.37,-67.73,5592 m,Chile,Stratovolcano(es),0,70,570,"8,119"
Bezymianny,Confirmed Eruption,2000 Jul 18,2,,Historical Observations,2000 Nov 4 (in or after),55.972,160.595,2882 m,Russia,Stratovolcano,0,0,47,"11,728"
Slamet,Uncertain Eruption,2000 Jul 16,1,, ,[ 2000 Oct 16 (?) ± 15 days ],-7.242,109.208,3428 m,Indonesia,Stratovolcano,856,"13,401","2,904,026","20,217,467"
Mayon,Confirmed Eruption,2000 Jul 16,2,,Historical Observations,2000 Aug 31,13.257,123.685,2462 m,Philippines,Stratovolcano,"4,350","248,448","1,166,441","4,142,375"
Raung,Confirmed Eruption,2000 Jul 9,2,,Historical Observations,2000 Jul 9,-8.119,114.056,3260 m,Indonesia,Stratovolcano,152,572,"581,515","8,123,987"
Copahue,Confirmed Eruption,2000 Jul 1,2,Agrio Crater,Historical Observations,2000 Oct 18,-37.856,-71.183,2953 m,Chile-Argentina,Stratovolcano,88,555,"3,042","138,414"
Mutnovsky,Confirmed Eruption,2000 Jun 30,1,,Hydrophonic,2000 Jun 30,52.449,158.196,2288 m,Russia,Complex,0,0,97,"250,858"
Miyakejima,Confirmed Eruption,2000 Jun 27,3,Summit and submarine western flank,Historical Observations,2000 Sep 28,34.094,139.526,775 m,Japan,Stratovolcano,"1,848","3,189","3,474","95,663"
"Fournaise, Piton de la",Confirmed Eruption,2000 Jun 23,1,"SE flank (2100-1800 m), E flank (2260-2000 m)",Historical Observations,2000 Nov 13,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Manam,Confirmed Eruption,2000 Jun 3,2,South Crater,Historical Observations,2000 Jun 4,-4.08,145.037,1807 m,Papua New Guinea,Stratovolcano,"1,106","2,553","24,364","180,402"
Krakatau,Confirmed Eruption,2000 May 29,1,Anak Krakatau,Historical Observations,2000 Oct 30 (?),-6.102,105.423,155 m,Indonesia,Caldera,"7,177","7,177","8,027","6,326,159"
Cameroon,Confirmed Eruption,2000 May 28,2,"Upper SW flank (4000, 3470-3220, 2750 m)",Historical Observations,2000 Sep 15 ± 5 days,4.203,9.17,4095 m,Cameroon,Stratovolcano,328,"26,053","417,460","3,079,036"
Soputan,Confirmed Eruption,2000 May 13,2,,Historical Observations,2003 Sep 4 (?),1.112,124.737,1785 m,Indonesia,Stratovolcano,"4,724","69,991","501,336","1,696,768"
Saunders,Confirmed Eruption,2000 May 13,0,,Historical Observations,2013 Nov 16,-57.8,-26.483,843 m,United Kingdom,Stratovolcano,0,0,0,0
Lokon-Empung,Confirmed Eruption,2000 May 10,2,Tompaluan,Historical Observations,2001 Aug 18,1.358,124.792,1580 m,Indonesia,Stratovolcano(es),"12,183","75,684","942,160","1,583,346"
Sabancaya,Confirmed Eruption,2000 Apr 16,2,,Historical Observations,2000 Oct 29 (in or after),-15.787,-71.857,5960 m,Peru,Stratovolcano(es),51,526,"12,678","1,052,517"
Toya,Confirmed Eruption,2000 Mar 31,2,Usu N flank (Kompira-yama & W Nishi-yama),Historical Observations,2001 Sep 15 ± 5 days,42.544,140.839,733 m,Japan,Stratovolcano,"5,723","36,191","214,565","3,206,914"
Galeras,Confirmed Eruption,2000 Mar 21,1,,Historical Observations,2000 May 18,1.22,-77.37,4276 m,Colombia,Complex,705,"120,817","630,777","1,700,248"
Mutnovsky,Confirmed Eruption,2000 Mar 17,2,North crater,Historical Observations,2000 Mar 17,52.449,158.196,2288 m,Russia,Complex,0,0,97,"250,858"
Bezymianny,Confirmed Eruption,2000 Mar 14,2,,Historical Observations,2000 Mar 26 ± 1 days,55.972,160.595,2882 m,Russia,Stratovolcano,0,0,47,"11,728"
Marapi,Confirmed Eruption,2000 Mar 11,2,,Historical Observations,2000 Apr 3 (in or after),-0.38,100.474,2885 m,Indonesia,Complex,706,"57,453","818,039","4,059,773"
Heard,Confirmed Eruption,2000 Mar 7,2,Mawson Peak and upper south flank,Historical Observations,2001 Feb 16 ± 15 days,-53.106,73.513,2745 m,Australia,Stratovolcano,0,0,0,0
Whakaari/White Island,Confirmed Eruption,2000 Mar 7,3,MH vent,Historical Observations,2000 Sep 5 ± 4 days,-37.52,177.18,294 m,New Zealand,Stratovolcano(es),5,5,5,"190,290"
Tinakula,Confirmed Eruption,2000 Feb 29,1,,Historical Observations,2001 May 8 (?),-10.386,165.804,796 m,Solomon Islands,Stratovolcano,0,19,19,"20,155"
Bagana,Confirmed Eruption,2000 Feb 28,2,,Historical Observations,2021 Dec 9 (continuing),-6.137,155.196,1855 m,Papua New Guinea,Lava cone,198,404,"7,861","115,257"
Hekla,Confirmed Eruption,2000 Feb 26,3,SW flank,Historical Observations,2000 Mar 8,63.983,-19.666,1490 m,Iceland,Stratovolcano,0,0,298,"22,845"
Suwanosejima,Confirmed Eruption,2000 Feb 24,2,O-take,Historical Observations,2000 Feb 24 ± 4 days,29.638,129.714,796 m,Japan,Stratovolcano(es),107,107,325,"1,966"
"Fournaise, Piton de la",Confirmed Eruption,2000 Feb 14,1,North flank of Dolomieu (2490-2250 m),Historical Observations,2000 Mar 4,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Klyuchevskoy,Confirmed Eruption,2000 Feb 3,2,,Historical Observations,2000 Feb 8 (?),56.056,160.642,4754 m,Russia,Stratovolcano,0,0,292,"12,406"
Nyamulagira,Confirmed Eruption,2000 Jan 27,2,SE flank (Ngerageze),Historical Observations,2000 Feb 10 (in or after),-1.408,29.2,3058 m,DR Congo,Shield,"3,751","27,027","711,356","8,333,476"
Kita-Ioto,Uncertain Eruption,2000 Jan 25,0,Funka-Asane, ,[ 2000 Jan 26 ],25.424,141.284,792 m,Japan,Stratovolcano,158,162,162,"1,210"
Barren Island,Uncertain Eruption,2000 Jan 16,1,, ,[ Unknown ],12.278,93.858,354 m,India,Stratovolcano,645,645,645,"5,035"
Kikai,Confirmed Eruption,2000 Jan 16,2,Iwo-dake,Historical Observations,2000 Mar 16 ± 15 days,30.793,130.305,704 m,Japan,Caldera,152,152,152,"1,002,905"
Concepcion,Confirmed Eruption,1999 Dec 27,1,,Historical Observations,1999 Dec 29 (?),11.538,-85.622,1700 m,Nicaragua,Stratovolcano,"14,072","28,900","92,378","2,266,903"
Masaya,Confirmed Eruption,1999 Nov 22,1,Santiago,Historical Observations,2000 Mar 2 (?),11.985,-86.165,594 m,Nicaragua,Caldera,"989,888","989,888","1,914,707","2,926,954"
Kavachi,Confirmed Eruption,1999 Nov 16,1,,Historical Observations,2003 Aug 16 ± 15 days,-8.991,157.979,-20 m,Solomon Islands,Submarine,6,6,802,"50,014"
Ulawun,Confirmed Eruption,1999 Oct 20,1,,Historical Observations,1999 Oct 20,-5.05,151.33,2334 m,Papua New Guinea,Stratovolcano,30,"1,801","10,577","61,018"
