volcanoName,eruptionCertainty,startDate,maxVEI,activityArea,evidenceMethod,stopDate,latitude,longitude,volcanoHeight,country,primaryVolcanoType,population5km,population10km,population30km,population100km
St. Helens,Confirmed Eruption,2100 BCE,--,Tephra layer Yd,Tephrochronology,Unknown,46.2,-122.18,2549 m,United States,Stratovolcano,78,427,"2,221","2,173,101"
Sheveluch,Confirmed Eruption,2100 BCE,5,,Radiocarbon (corrected),Unknown,56.653,161.36,3283 m,Russia,Stratovolcano,0,0,"1,718","11,613"
Avachinsky,Confirmed Eruption,2100 BCE,--,Tephra layer IAv27,Tephrochronology,Unknown,53.256,158.836,2717 m,Russia,Stratovolcano,0,0,"180,016","270,205"
Izu-Tobu,Confirmed Eruption,2100 BCE,4,Omuro-yama,Radiocarbon (corrected),Unknown,34.9,139.098,1406 m,Japan,Pyroclastic cone(s),"5,886","61,727","447,660","17,928,355"
Myokosan,Confirmed Eruption,2100 BCE,--,,Tephrochronology,Unknown,36.891,138.114,2454 m,Japan,Stratovolcano,"1,563","11,033","561,142","4,118,863"
"Orizaba, Pico de",Confirmed Eruption,2110 BCE,3,,Radiocarbon (uncorrected),Unknown,19.03,-97.27,5564 m,Mexico,Stratovolcano,413,"4,469","759,747","5,962,920"
Andahua-Orcopampa,Confirmed Eruption,2110 BCE,--,Cerro Tichsó,Radiocarbon (uncorrected),Unknown,-15.42,-72.33,4713 m,Peru,Pyroclastic cone(s),"10,317","10,317","16,541","171,897"
Katla,Confirmed Eruption,2110 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Haleakala,Confirmed Eruption,2120 BCE,--,Haleakala crater (Puu Maile),Radiocarbon (uncorrected),Unknown,20.708,-156.25,3055 m,United States,Shield,"26,074","26,074","65,398","157,582"
Fort Portal,Confirmed Eruption,2120 BCE,--,,Radiocarbon (uncorrected),Unknown,0.7,30.25,1615 m,Uganda,Tuff cone(s),"242,914","242,914","498,815","4,167,189"
San Martin,Confirmed Eruption,2130 BCE,--,,Radiocarbon (uncorrected),Unknown,18.57,-95.2,1650 m,Mexico,Shield,280,"3,581","259,640","1,645,811"
Soufriere St. Vincent,Confirmed Eruption,2135 BCE,--,,Radiocarbon (uncorrected),Unknown,13.33,-61.18,1220 m,Saint Vincent and the Grenadines,Stratovolcano,"1,491","15,327","103,882","291,476"
Villarrica,Confirmed Eruption,2140 BCE,--,Alfunalhue pyroclastic flow,Radiocarbon (uncorrected),Unknown,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Mauna Loa,Confirmed Eruption,2150 BCE,0,NE rift zone,Radiocarbon (uncorrected),Unknown,19.475,-155.608,4170 m,United States,Shield,45,45,"1,906","175,315"
Sheveluch,Confirmed Eruption,2150 BCE,3,,Tephrochronology,Unknown,56.653,161.36,3283 m,Russia,Stratovolcano,0,0,"1,718","11,613"
Kanaga,Confirmed Eruption,2150 BCE,--,T5 tephra,Radiocarbon (corrected),Unknown,51.923,-177.168,1307 m,United States,Stratovolcano,0,0,0,0
Mutnovsky,Confirmed Eruption,2150 BCE,3,,Tephrochronology,Unknown,52.449,158.196,2288 m,Russia,Complex,0,0,97,"250,858"
Campi Flegrei,Confirmed Eruption,2150 BCE,5,Agnano Monte Spina,Radiocarbon (uncorrected),Unknown,40.827,14.139,458 m,Italy,Caldera,"2,234,109","2,234,109","3,006,865","6,019,697"
Loloru,Confirmed Eruption,2150 BCE,--,,Radiocarbon (uncorrected),Unknown,-6.52,155.62,1887 m,Papua New Guinea,Pyroclastic shield,1,173,"26,075","97,088"
Taranaki,Confirmed Eruption,2150 BCE,--,Korito Tephra,Tephrochronology,Unknown,-39.3,174.07,2518 m,New Zealand,Stratovolcano,200,230,"77,381","104,499"
Asosan,Confirmed Eruption,2150 BCE,--,ACP-1 tephra,Radiocarbon (corrected),Unknown,32.884,131.104,1592 m,Japan,Caldera,"75,559","75,559","234,591","6,507,519"
Unzendake,Confirmed Eruption,2150 BCE,--,Mayu-yama (Tengu-yama),Thermoluminescence,Unknown,32.761,130.299,1483 m,Japan,Complex,"6,979","76,424","444,737","7,313,362"
Changbaishan,Confirmed Eruption,2160 BCE,4,,Radiocarbon (uncorrected),Unknown,41.98,128.08,2744 m,China-North Korea,Stratovolcano,268,"1,833","29,476","1,660,355"
Katla,Confirmed Eruption,2160 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Katla,Confirmed Eruption,2190 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Soufriere St. Vincent,Confirmed Eruption,2200 BCE,--,,Radiocarbon (uncorrected),Unknown,13.33,-61.18,1220 m,Saint Vincent and the Grenadines,Stratovolcano,"1,491","15,327","103,882","291,476"
Sheveluch,Confirmed Eruption,2200 BCE,4,,Tephrochronology,Unknown,56.653,161.36,3283 m,Russia,Stratovolcano,0,0,"1,718","11,613"
Kilauea,Confirmed Eruption,2200 BCE,--,,Tephrochronology,Unknown,19.421,-155.287,1222 m,United States,Shield,"3,122","3,122","8,495","169,550"
Dotsero,Confirmed Eruption,2200 BCE,2,,Radiocarbon (uncorrected),Unknown,39.661,-107.035,2230 m,United States,Maar,725,"4,821","30,534","182,405"
Gorely,Confirmed Eruption,2200 BCE,2,,Tephrochronology,Unknown,52.559,158.03,1799 m,Russia,Caldera,0,0,19,"250,293"
Haleakala,Confirmed Eruption,2210 BCE,--,East rift zone,Radiocarbon (uncorrected),Unknown,20.708,-156.25,3055 m,United States,Shield,"26,074","26,074","65,398","157,582"
Agua de Pau,Confirmed Eruption,2210 BCE,--,East flank (East Congo maar),Radiocarbon (uncorrected),Unknown,37.77,-25.47,947 m,Portugal,Stratovolcano,406,"17,272","113,131","119,653"
Katla,Confirmed Eruption,2220 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Cotopaxi,Confirmed Eruption,2220 BCE,--,Tephra set H,Radiocarbon (uncorrected),Unknown,-0.677,-78.436,5911 m,Ecuador,Stratovolcano,251,"7,299","152,139","3,631,492"
Edgecumbe,Confirmed Eruption,2220 BCE,--,,Radiocarbon (uncorrected),Unknown,57.05,-135.75,970 m,United States,Stratovolcano(es),0,0,"6,613","7,074"
Campi Flegrei,Confirmed Eruption,2220 BCE,--,"Eastern NYT caldera, Paleoastroni 2 tephra",Radiocarbon (uncorrected),Unknown,40.827,14.139,458 m,Italy,Caldera,"2,234,109","2,234,109","3,006,865","6,019,697"
Redoubt,Confirmed Eruption,2230 BCE,--,,Varve Count,Unknown,60.485,-152.742,3108 m,United States,Stratovolcano,0,0,1,"32,410"
"Misti, El",Confirmed Eruption,2230 BCE,--,,Radiocarbon (corrected),Unknown,-16.294,-71.409,5822 m,Peru,Stratovolcano,82,"1,507","918,280","1,052,408"
Chichinautzin,Confirmed Eruption,2238 BCE,3,Guespalapa,Radiocarbon (corrected),Unknown,19.08,-99.13,3930 m,Mexico,Volcanic field,"584,725","584,725","4,061,942","28,030,794"
Shisheika,Confirmed Eruption,2240 BCE,--,,Radiocarbon (uncorrected),Unknown,57.153,161.09,355 m,Russia,Lava dome,0,8,363,"7,530"
Villarrica,Confirmed Eruption,2240 BCE,--,,Radiocarbon (uncorrected),Unknown,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Machin,Confirmed Eruption,2240 BCE,--,,Radiocarbon (corrected),Unknown,4.487,-75.389,2749 m,Colombia,Stratovolcano,"2,150","15,212","570,836","4,165,071"
Cotopaxi,Confirmed Eruption,2250 BCE,--,,Tephrochronology,Unknown,-0.677,-78.436,5911 m,Ecuador,Stratovolcano,251,"7,299","152,139","3,631,492"
Arenal,Confirmed Eruption,2250 BCE,4,Tephra layer AR-6/ET-12,Tephrochronology,Unknown,10.463,-84.703,1670 m,Costa Rica,Stratovolcano,"3,429","15,643","96,512","3,027,485"
"Hudson, Cerro",Confirmed Eruption,2250 BCE,--,Tephra layer T4,Radiocarbon (uncorrected),Unknown,-45.9,-72.97,1905 m,Chile,Stratovolcano,0,12,28,"81,642"
Katla,Confirmed Eruption,2250 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Tenerife,Confirmed Eruption,2250 BCE,--,Teide SE flank (Montaña Majúa),Tephrochronology,Unknown,28.271,-16.641,3715 m,Spain,Stratovolcano,0,156,"337,660","766,276"
Mauna Loa,Confirmed Eruption,2250 BCE,0,NE rift zone,Radiocarbon (uncorrected),Unknown,19.475,-155.608,4170 m,United States,Shield,45,45,"1,906","175,315"
Gorely,Confirmed Eruption,2250 BCE,2,,Tephrochronology,Unknown,52.559,158.03,1799 m,Russia,Caldera,0,0,19,"250,293"
Diky Greben,Confirmed Eruption,2250 BCE,--,,Radiocarbon (uncorrected),Unknown,51.452,156.978,1040 m,Russia,Lava dome(s),0,56,544,"4,568"
Karymsky,Confirmed Eruption,2250 BCE,4,Tephra layer PM3,Radiocarbon (corrected),Unknown,54.049,159.443,1513 m,Russia,Stratovolcano,0,0,291,"10,848"
Krasheninnikov,Confirmed Eruption,2250 BCE,--,Northern cone,Radiocarbon (corrected),Unknown,54.596,160.27,1816 m,Russia,Caldera,308,308,814,"4,674"
Maly Semyachik,Confirmed Eruption,2250 BCE,--,Ceno-Semiachik,Radiocarbon (corrected),Unknown,54.135,159.674,1527 m,Russia,Caldera,98,98,497,"10,182"
Hakkodasan,Confirmed Eruption,2250 BCE,3,"O-dake, Hk-4 tephra",Radiocarbon (corrected),Unknown,40.659,140.877,1585 m,Japan,Stratovolcano(es),225,730,"476,624","1,921,667"
Galunggung,Confirmed Eruption,2250 BCE,5,,Radiocarbon (uncorrected),Unknown,-7.25,108.058,2168 m,Indonesia,Stratovolcano,"4,781","66,495","2,382,939","23,897,342"
Chyulu Hills,Confirmed Eruption,2250 BCE,--,CH-3.68 cryptotephra layer,Radiocarbon (uncorrected),Unknown,-2.68,37.88,2188 m,Kenya,Volcanic field,"14,889","14,889","91,280","1,784,980"
Escanaba Segment,Confirmed Eruption,2260 BCE,0,40 deg 59 min North,Uranium-series,Unknown,40.98,-127.5,-1700 m,Undersea Features,Submarine,0,0,0,0
Haleakala,Confirmed Eruption,2260 BCE,--,East rift zone (East Camp cone),Radiocarbon (uncorrected),Unknown,20.708,-156.25,3055 m,United States,Shield,"26,074","26,074","65,398","157,582"
Raususan [Mendeleev],Confirmed Eruption,2270 BCE,--,"West side of central cone, KnIV-10 tephra",Radiocarbon (uncorrected),Unknown,43.979,145.733,882 m,Japan - administered by Russia,Stratovolcano,236,"1,783","3,527","114,486"
Snaefellsjokull,Confirmed Eruption,2270 BCE,0,South flank (Thufuhraun),Radiocarbon (uncorrected),Unknown,64.8,-23.783,1446 m,Iceland,Stratovolcano,9,129,"2,264","11,820"
Pelee,Confirmed Eruption,2280 BCE,--,,Radiocarbon (uncorrected),Unknown,14.809,-61.165,1394 m,France,Stratovolcano,251,"5,025","382,633","609,576"
Tenerife,Confirmed Eruption,2300 BCE,--,NW rift zone (Montaña Cruz de Tea),Tephrochronology,Unknown,28.271,-16.641,3715 m,Spain,Stratovolcano,0,156,"337,660","766,276"
Fremrinamar,Confirmed Eruption,2300 BCE,0,Ketildyngja,Tephrochronology,Unknown,65.416,-16.666,970 m,Iceland,Stratovolcano,0,0,476,"19,143"
Avachinsky,Confirmed Eruption,2300 BCE,--,Tephra layer IAv26,Tephrochronology,Unknown,53.256,158.836,2717 m,Russia,Stratovolcano,0,0,"180,016","270,205"
Zaozan [Zaosan],Confirmed Eruption,2300 BCE,--,"Goshiki-dake area, Z-To8 tephra",Radiocarbon (corrected),Unknown,38.144,140.44,1841 m,Japan,Complex,632,"4,681","550,409","4,956,958"
"Orizaba, Pico de",Confirmed Eruption,2300 BCE,4,La Perla unit,Radiocarbon (uncorrected),Unknown,19.03,-97.27,5564 m,Mexico,Stratovolcano,413,"4,469","759,747","5,962,920"
Kanaga,Confirmed Eruption,2300 BCE,--,T4 tephra,Radiocarbon (corrected),Unknown,51.923,-177.168,1307 m,United States,Stratovolcano,0,0,0,0
"Blanco, Cerro",Confirmed Eruption,2300 BCE,7,,Radiocarbon (corrected),Unknown,-26.789,-67.765,4670 m,Argentina,Caldera,39,39,65,"14,279"
Soufriere St. Vincent,Confirmed Eruption,2310 BCE,--,,Radiocarbon (uncorrected),Unknown,13.33,-61.18,1220 m,Saint Vincent and the Grenadines,Stratovolcano,"1,491","15,327","103,882","291,476"
Hekla,Confirmed Eruption,2310 BCE,5,H4 tephra,Radiocarbon (corrected),Unknown,63.983,-19.666,1490 m,Iceland,Stratovolcano,0,0,298,"22,845"
"Burney, Monte",Confirmed Eruption,2320 BCE,5,MB2 tephra,Radiocarbon (corrected),Unknown,-52.33,-73.4,1758 m,Chile,Stratovolcano,0,0,0,"3,309"
Campi Flegrei,Confirmed Eruption,2330 BCE,3,Paleoastroni 1 tephra,Tephrochronology,Unknown,40.827,14.139,458 m,Italy,Caldera,"2,234,109","2,234,109","3,006,865","6,019,697"
Etna,Confirmed Eruption,2330 BCE,--,,Radiocarbon (uncorrected),Unknown,37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
St. Helens,Confirmed Eruption,2340 BCE,5,Yb layer,Radiocarbon (corrected),Unknown,46.2,-122.18,2549 m,United States,Stratovolcano,78,427,"2,221","2,173,101"
Mauna Loa,Confirmed Eruption,2350 BCE,0,Mokuaweoweo,Radiocarbon (uncorrected),Unknown,19.475,-155.608,4170 m,United States,Shield,45,45,"1,906","175,315"
Redoubt,Confirmed Eruption,2350 BCE,--,,Varve Count,Unknown,60.485,-152.742,3108 m,United States,Stratovolcano,0,0,1,"32,410"
Karymsky,Confirmed Eruption,2350 BCE,3,Tephra layer PM2,Radiocarbon (corrected),Unknown,54.049,159.443,1513 m,Russia,Stratovolcano,0,0,291,"10,848"
Ischia,Confirmed Eruption,2350 BCE,--,Costa Sparaina,Potassium-Argon,Unknown,40.73,13.897,789 m,Italy,Complex,"18,669","20,210","383,661","5,729,354"
Asosan,Confirmed Eruption,2350 BCE,--,,Radiocarbon (uncorrected),Unknown,32.884,131.104,1592 m,Japan,Caldera,"75,559","75,559","234,591","6,507,519"
Pelee,Confirmed Eruption,2360 BCE,--,,Radiocarbon (uncorrected),Unknown,14.809,-61.165,1394 m,France,Stratovolcano,251,"5,025","382,633","609,576"
Acigol-Nevsehir,Confirmed Eruption,2370 BCE,--,Tephra layer T17,Radiocarbon (uncorrected),Unknown,38.537,34.621,1683 m,Turkey,Caldera,"127,863","127,863","218,469","2,253,483"
Popocatepetl,Confirmed Eruption,2370 BCE,--,Volcán El Fraile,Radiocarbon (uncorrected),Unknown,19.023,-98.622,5393 m,Mexico,Stratovolcano(es),325,"2,584","634,054","26,509,510"
Colima,Confirmed Eruption,2370 BCE,4,,Radiocarbon (uncorrected),Unknown,19.514,-103.62,3850 m,Mexico,Stratovolcano(es),76,746,"303,490","1,494,790"
Soufriere St. Vincent,Confirmed Eruption,2380 BCE,--,,Radiocarbon (uncorrected),Unknown,13.33,-61.18,1220 m,Saint Vincent and the Grenadines,Stratovolcano,"1,491","15,327","103,882","291,476"
Snaefellsjokull,Confirmed Eruption,2400 BCE,2,NE flank (800 m),Radiocarbon (uncorrected),Unknown,64.8,-23.783,1446 m,Iceland,Stratovolcano,9,129,"2,264","11,820"
Taapaca,Confirmed Eruption,2400 BCE,--,,Radiocarbon (uncorrected),Unknown,-18.1,-69.5,5860 m,Chile,Complex,3,87,"1,994","505,369"
Taranaki,Confirmed Eruption,2400 BCE,--,,Radiocarbon (uncorrected),Unknown,-39.3,174.07,2518 m,New Zealand,Stratovolcano,200,230,"77,381","104,499"
Vesuvius,Confirmed Eruption,2420 BCE,5,,Radiocarbon (corrected),Unknown,40.821,14.426,1281 m,Italy,Stratovolcano,"19,162","675,705","3,907,941","6,009,961"
Katla,Confirmed Eruption,2420 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Pelee,Confirmed Eruption,2430 BCE,4,,Radiocarbon (uncorrected),Unknown,14.809,-61.165,1394 m,France,Stratovolcano,251,"5,025","382,633","609,576"
Campi Flegrei,Confirmed Eruption,2440 BCE,--,Agnano-Monte Sant'Angelo,Radiocarbon (uncorrected),Unknown,40.827,14.139,458 m,Italy,Caldera,"2,234,109","2,234,109","3,006,865","6,019,697"
Hualalai,Confirmed Eruption,2440 BCE,0,NW rift zone (1 km W of Hainoa Crater),Radiocarbon (uncorrected),Unknown,19.692,-155.87,2523 m,United States,Shield,"35,906","35,906","46,959","166,240"
Kujusan,Confirmed Eruption,2440 BCE,4,"Danbaru, DS tephra",Radiocarbon (corrected),Unknown,33.086,131.249,1791 m,Japan,Stratovolcano(es),"1,667","11,771","181,541","7,815,706"
Fujisan,Confirmed Eruption,2450 BCE,--,Tephra layer SNG,Radiocarbon (uncorrected),Unknown,35.361,138.728,3776 m,Japan,Stratovolcano,570,"1,759","906,969","25,022,187"
Hachijojima,Confirmed Eruption,2450 BCE,4,Nishi-yama,Tephrochronology,Unknown,33.137,139.766,854 m,Japan,Stratovolcano(es),"11,275","13,560","13,564","14,082"
Maly Semyachik,Confirmed Eruption,2450 BCE,--,Ceno-Semiachik (Crater IV),Radiocarbon (corrected),Unknown,54.135,159.674,1527 m,Russia,Caldera,98,98,497,"10,182"
Gorely,Confirmed Eruption,2450 BCE,3,,Tephrochronology,Unknown,52.559,158.03,1799 m,Russia,Caldera,0,0,19,"250,293"
Ararat,Confirmed Eruption,2450 BCE,--,NW flank,Anthropology,Unknown,39.7,44.3,5165 m,Turkey,Stratovolcano,25,"1,239","135,563","2,811,646"
Taranaki,Confirmed Eruption,2450 BCE,--,Mangatoki Tephra,Tephrochronology,Unknown,-39.3,174.07,2518 m,New Zealand,Stratovolcano,200,230,"77,381","104,499"
Kikai,Confirmed Eruption,2450 BCE,--,"Old Iwo-dake, OIo2a,b tephras",Tephrochronology,Unknown,30.793,130.305,704 m,Japan,Caldera,152,152,152,"1,002,905"
Aliso,Confirmed Eruption,2450 BCE,--,Pumayucu,Radiocarbon (uncorrected),Unknown,-0.53,-78,4267 m,Ecuador,Stratovolcano,,,,
Hekla,Confirmed Eruption,2450 BCE,--,Vatnafjöll (Reynnisfellshraun),Tephrochronology,Unknown,63.983,-19.666,1490 m,Iceland,Stratovolcano,0,0,298,"22,845"
Pelee,Confirmed Eruption,2460 BCE,--,Tephra layer NRS1,Radiocarbon (corrected),Unknown,14.809,-61.165,1394 m,France,Stratovolcano,251,"5,025","382,633","609,576"
Soufriere Hills,Confirmed Eruption,2460 BCE,--,English's crater,Radiocarbon (corrected),Unknown,16.72,-62.18,915 m,United Kingdom,Stratovolcano,"3,006","9,401","9,458","448,929"
Mauna Kea,Confirmed Eruption,2460 BCE,--,"NE flank (Puu Lehu, 3130 m)",Radiocarbon (uncorrected),Unknown,19.82,-155.47,4205 m,United States,Shield,126,126,"9,950","166,888"
Haleakala,Confirmed Eruption,2470 BCE,--,SW rift zone (~2000 m),Radiocarbon (corrected),Unknown,20.708,-156.25,3055 m,United States,Shield,"26,074","26,074","65,398","157,582"
Katla,Confirmed Eruption,2480 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Atacazo,Confirmed Eruption,2490 BCE,5,"Ninahuilca Chico I dome , N5 tephra",Radiocarbon (uncorrected),Unknown,-0.353,-78.617,4463 m,Ecuador,Stratovolcano,449,"212,988","1,837,303","3,769,593"
Sheveluch,Confirmed Eruption,2490 BCE,3,,Radiocarbon (corrected),Unknown,56.653,161.36,3283 m,Russia,Stratovolcano,0,0,"1,718","11,613"
"Orizaba, Pico de",Confirmed Eruption,2500 BCE,3,,Radiocarbon (uncorrected),Unknown,19.03,-97.27,5564 m,Mexico,Stratovolcano,413,"4,469","759,747","5,962,920"
Avachinsky,Confirmed Eruption,2500 BCE,--,Tephra layer IAv25,Tephrochronology,Unknown,53.256,158.836,2717 m,Russia,Stratovolcano,0,0,"180,016","270,205"
Taupo,Confirmed Eruption,2500 BCE,3,"3 km SW of Motutaiko Island, Unit R",Radiocarbon (corrected),Unknown,-38.82,176,760 m,New Zealand,Caldera,"21,456","21,456","26,674","161,966"
Campi Flegrei,Confirmed Eruption,2500 BCE,4,Cigliano,Tephrochronology,Unknown,40.827,14.139,458 m,Italy,Caldera,"2,234,109","2,234,109","3,006,865","6,019,697"
Chimborazo,Confirmed Eruption,2500 BCE,--,,Tephrochronology,Unknown,-1.469,-78.817,6261 m,Ecuador,Stratovolcano,442,"7,561","463,426","2,325,666"
Terceira,Confirmed Eruption,2530 BCE,--,Fissure zone (east of Santa Barbara),Radiocarbon (uncorrected),Unknown,38.73,-27.32,1023 m,Portugal,Stratovolcano(es),"2,928","12,299","55,425","81,512"
Avachinsky,Confirmed Eruption,2530 BCE,4,Tephra layer IAv24; AV2,Radiocarbon (corrected),Unknown,53.256,158.836,2717 m,Russia,Stratovolcano,0,0,"180,016","270,205"
Sheveluch,Confirmed Eruption,2530 BCE,3,,Tephrochronology,Unknown,56.653,161.36,3283 m,Russia,Stratovolcano,0,0,"1,718","11,613"
Mauna Kea,Confirmed Eruption,2540 BCE,--,South rift zone (Puu Kole),Radiocarbon (uncorrected),Unknown,19.82,-155.47,4205 m,United States,Shield,126,126,"9,950","166,888"
Katla,Confirmed Eruption,2540 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Oddnyjarhnjukur-Langjokull,Confirmed Eruption,2550 BCE,0,Krákshraun,Tephrochronology,Unknown,64.85,-19.7,1100 m,Iceland,Subglacial,0,0,5,"11,973"
Dona Juana,Confirmed Eruption,2550 BCE,4,Northeastern caldera,Radiocarbon (uncorrected),Unknown,1.5,-76.936,4137 m,Colombia,Stratovolcano,"1,524","5,372","160,615","1,626,081"
Cuicocha,Confirmed Eruption,2550 BCE,--,,Radiocarbon (uncorrected),Unknown,0.308,-78.364,3246 m,Ecuador,Caldera,"178,815","178,815","364,146","3,193,683"
Apoyeque,Confirmed Eruption,2550 BCE,5,"W Chiltepe Peninsula, Mateare Tephra",Tephrochronology,Unknown,12.242,-86.342,518 m,Nicaragua,Pyroclastic shield,"2,369","116,718","1,342,581","3,445,854"
Momotombo,Confirmed Eruption,2550 BCE,--,,Radiocarbon (uncorrected),Unknown,12.423,-86.539,1270 m,Nicaragua,Stratovolcano,100,"1,851","98,583","3,569,021"
Shasta,Confirmed Eruption,2550 BCE,--,,Radiocarbon (uncorrected),Unknown,41.409,-122.193,4317 m,United States,Stratovolcano,0,35,"19,785","265,016"
Rainier,Confirmed Eruption,2550 BCE,3,Tephra layer B,Radiocarbon (uncorrected),Unknown,46.853,-121.76,4392 m,United States,Stratovolcano,0,128,"3,187","2,667,609"
Aniakchak,Confirmed Eruption,2550 BCE,--,,Tephrochronology,Unknown,56.88,-158.17,1341 m,United States,Caldera,0,0,36,479
Amak,Confirmed Eruption,2550 BCE,--,,Tephrochronology,Unknown,55.424,-163.149,488 m,United States,Stratovolcano,0,0,0,"1,345"
Hachijojima,Confirmed Eruption,2550 BCE,3,S flank of Higashi-yama (Myohoji),Tephrochronology,Unknown,33.137,139.766,854 m,Japan,Stratovolcano(es),"11,275","13,560","13,564","14,082"
Izu-Oshima,Confirmed Eruption,2550 BCE,--,Tephra layers O29 to O16,Tephrochronology,Unknown,34.724,139.394,746 m,Japan,Stratovolcano,"2,381","8,037","8,375","11,837,468"
Fujisan,Confirmed Eruption,2550 BCE,--,Nihon-Land lava flow,Tephrochronology,Unknown,35.361,138.728,3776 m,Japan,Stratovolcano,570,"1,759","906,969","25,022,187"
Yakedake,Confirmed Eruption,2550 BCE,0,,Tephrochronology,Unknown,36.227,137.587,2455 m,Japan,Stratovolcano(es),995,"2,995","156,542","4,595,286"
Hakusan,Confirmed Eruption,2550 BCE,--,Hm-9 tephra,Radiocarbon (corrected),Unknown,36.155,136.771,2702 m,Japan,Stratovolcano,474,807,"63,965","5,959,200"
Asamayama,Confirmed Eruption,2550 BCE,4,As-D tephra layers,Anthropology,Unknown,36.406,138.523,2568 m,Japan,Complex,583,"22,371","457,576","7,629,353"
Asosan,Confirmed Eruption,2550 BCE,1,"Jigoku explosion crater, Ikph1 tephra",Tephrochronology,Unknown,32.884,131.104,1592 m,Japan,Caldera,"75,559","75,559","234,591","6,507,519"
Craters of the Moon,Confirmed Eruption,2560 BCE,0,Black Top Butte,Radiocarbon (uncorrected),Unknown,43.42,-113.5,2005 m,United States,Pyroclastic cone(s),15,15,"1,459","93,300"
Haleakala,Confirmed Eruption,2580 BCE,--,,Radiocarbon (uncorrected),Unknown,20.708,-156.25,3055 m,United States,Shield,"26,074","26,074","65,398","157,582"
