volcanoName,eruptionCertainty,startDate,maxVEI,activityArea,evidenceMethod,stopDate,latitude,longitude,volcanoHeight,country,primaryVolcanoType,population5km,population10km,population30km,population100km
Lanzarote,Confirmed Eruption,1824 Jul 31,2,"Tao, Nuevo del Fuego, Tinguatón",Historical Observations,1824 Oct 24,29.03,-13.63,670 m,Spain,Fissure vent(s),"19,033","80,515","164,123","225,373"
Vesuvius,Confirmed Eruption,1824 Jul 2,3,"Summit, upper E and S flanks",Historical Observations,1834 Sep 2,40.821,14.426,1281 m,Italy,Stratovolcano,"19,162","675,705","3,907,941","6,009,961"
Banda Api,Confirmed Eruption,1824 Apr 22,2,North side,Historical Observations,1824 Jun 28,-4.523,129.881,596 m,Indonesia,Caldera,"5,682","5,682","5,810","5,810"
"Fournaise, Piton de la",Confirmed Eruption,1824 Feb,0,,Historical Observations,Unknown,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Lamongan,Confirmed Eruption,1824 Jan 1,2,,Historical Observations,1824 Jan 31 (?),-7.981,113.341,1641 m,Indonesia,Stratovolcano,"6,588","66,387","2,193,829","15,322,387"
Zubair Group,Confirmed Eruption,1824,2,Saddle Island,Historical Observations,Unknown,15.05,42.18,191 m,Yemen,Shield,7,7,7,"671,171"
Shishaldin,Confirmed Eruption,1824,3,,Historical Observations,Unknown,54.756,-163.97,2857 m,United States,Stratovolcano,0,0,10,197
Yunaska,Confirmed Eruption,1824,3,,Historical Observations,Unknown,52.643,-170.629,550 m,United States,Shield,0,0,0,0
Okmok,Confirmed Eruption,1824,--,Cone B?,Historical Observations,1830,53.43,-168.13,1073 m,United States,Shield,0,0,0,4
Kilauea,Confirmed Eruption,1823 Aug,0,Halemaumau,Historical Observations,1894 Dec 6,19.421,-155.287,1222 m,United States,Shield,"3,122","3,122","8,495","169,550"
Katla,Confirmed Eruption,1823 Jun 26,3,Arcuate fissure in south part of caldera,Historical Observations,1823 Jul 23,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Galeras,Confirmed Eruption,1823 Jun 17,2,,Historical Observations,1823 Jun 24,1.22,-77.37,4276 m,Colombia,Complex,705,"120,817","630,777","1,700,248"
Thordarhyrna,Confirmed Eruption,1823 Feb 4,2,Grímsvötn-Thordarhyrna,Historical Observations,Unknown,64.267,-17.617,1650 m,Iceland,Stratovolcano,,,,
Kilauea,Confirmed Eruption,1823 Feb,0,"SW rift zone (Great Crack, 75-580 m)",Historical Observations,1823 Jul,19.421,-155.287,1222 m,United States,Shield,"3,122","3,122","8,495","169,550"
Almolonga,Discredited Eruption,1823,--,, ,[ Unknown ],14.797,-91.519,3173 m,Guatemala,Stratovolcano,"91,323","287,487","1,126,942","6,828,403"
Zheltovsky,Uncertain Eruption,1823,--,, ,[ Unknown ],51.577,157.328,1926 m,Russia,Stratovolcano,0,21,135,"3,737"
Iwatesan,Discredited Eruption,1823,--,, ,[ Unknown ],39.853,141.001,2038 m,Japan,Complex,439,"18,462","415,920","2,976,795"
Zavodovski,Uncertain Eruption,1823,1,, ,[ Unknown ],-56.3,-27.57,551 m,United Kingdom,Stratovolcano,0,0,0,0
Candlemas Island,Confirmed Eruption,1823,2,NW flank (Lucifer Hill),Historical Observations,Unknown,-57.08,-26.67,550 m,United Kingdom,Stratovolcano,0,0,0,0
Saunders,Uncertain Eruption,1823,2,, ,[ Unknown ],-57.8,-26.483,843 m,United Kingdom,Stratovolcano,0,0,0,0
Bristol Island,Confirmed Eruption,1823,2,,Historical Observations,Unknown,-59.017,-26.533,1100 m,United Kingdom,Stratovolcano,0,0,0,0
Fremrinamar,Discredited Eruption,1823,--,, ,[ Unknown ],65.416,-16.666,970 m,Iceland,Stratovolcano,0,0,476,"19,143"
Irazu,Confirmed Eruption,1823,2,,Historical Observations,Unknown,9.979,-83.852,3432 m,Costa Rica,Stratovolcano,"1,978","25,442","1,667,528","3,432,860"
Tengger Caldera,Confirmed Eruption,1822 Dec 28,2,Bromo,Historical Observations,1823 Jan 5 ± 4 days,-7.942,112.95,2329 m,Indonesia,Stratovolcano(es),"27,826","69,451","1,420,878","22,628,278"
Merapi,Confirmed Eruption,1822 Dec 27,3,,Historical Observations,1823 Apr 6,-7.54,110.446,2910 m,Indonesia,Stratovolcano,"49,205","185,849","4,348,473","24,728,414"
San Jose,Confirmed Eruption,1822 Nov 19,2,,Historical Observations,1838,-33.789,-69.895,6070 m,Chile-Argentina,Stratovolcano(es),194,616,"15,963","6,615,248"
Villarrica,Confirmed Eruption,1822 Nov 19,2,,Historical Observations,1822 Nov 25 ± 5 days,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
"Tolima, Nevado del",Confirmed Eruption,1822 Nov,2,,Historical Observations,Unknown,4.658,-75.33,5215 m,Colombia,Stratovolcano,"1,660","6,563","441,916","4,258,333"
Galunggung,Confirmed Eruption,1822 Oct 8,5,,Historical Observations,1822 Dec 1 ± 30 days,-7.25,108.058,2168 m,Indonesia,Stratovolcano,"4,781","66,495","2,382,939","23,897,342"
Marapi,Confirmed Eruption,1822 Jul 23,2,,Historical Observations,1822 Jul 31,-0.38,100.474,2885 m,Indonesia,Complex,706,"57,453","818,039","4,059,773"
Irazu,Confirmed Eruption,1822 May 7,2,,Historical Observations,Unknown,9.979,-83.852,3432 m,Costa Rica,Stratovolcano,"1,978","25,442","1,667,528","3,432,860"
Zaozan [Zaosan],Confirmed Eruption,1822 May 1,--,,Historical Observations,Unknown,38.144,140.44,1841 m,Japan,Complex,632,"4,681","550,409","4,956,958"
Toya,Confirmed Eruption,1822 Mar 12,4,"Foot of Ko-Usu dome, Ogari-yama",Historical Observations,1822 Sep,42.544,140.839,733 m,Japan,Stratovolcano,"5,723","36,191","214,565","3,206,914"
Kirishimayama,Confirmed Eruption,1822 Jan 12,2,"Shinmoe-dake, Tephra layer Sm-BP",Historical Observations,Unknown,31.934,130.862,1700 m,Japan,Shield,647,"8,415","407,050","3,972,044"
Vulcano,Uncertain Eruption,1822,2,Fossa, ,[ 1823 ],38.404,14.962,500 m,Italy,Stratovolcano(es),"2,259","23,059","86,766","2,093,800"
Izu-Oshima,Confirmed Eruption,1822,2,Mihara-yama,Historical Observations,1824,34.724,139.394,746 m,Japan,Stratovolcano,"2,381","8,037","8,375","11,837,468"
Maipo,Uncertain Eruption,1822,--,, ,[ Unknown ],-34.164,-69.832,5323 m,Chile-Argentina,Caldera,"3,916","3,916","8,221","1,684,481"
Tromen Volcanic Plateau,Confirmed Eruption,1822,--,,Historical Observations,Unknown,-37.144,-70.033,4114 m,Argentina,Stratovolcano(es),12,196,"2,928","47,403"
Llaima,Confirmed Eruption,1822,2,,Historical Observations,Unknown,-38.692,-71.729,3125 m,Chile,Stratovolcano,86,811,"18,568","630,458"
Karthala,Confirmed Eruption,1821 Dec 31,--,,Historical Observations,Unknown,-11.75,43.38,2361 m,Comoros,Shield,"225,379","225,379","278,330","399,067"
Eyjafjallajokull,Confirmed Eruption,1821 Dec 19,2,,Historical Observations,1823 Jan 1,63.633,-19.633,1651 m,Iceland,Stratovolcano,0,4,786,"18,516"
Lamongan,Confirmed Eruption,1821 Dec 15,2,,Historical Observations,1822 Jan 5,-7.981,113.341,1641 m,Indonesia,Stratovolcano,"6,588","66,387","2,193,829","15,322,387"
Gamalama,Uncertain Eruption,1821 Aug 22,1,, ,[ Unknown ],0.8,127.33,1715 m,Indonesia,Stratovolcano(es),"103,429","204,820","308,691","536,972"
Chokaisan,Confirmed Eruption,1821 May 23,2,Near Shinzan and Shichiko-zan,Historical Observations,Unknown,39.099,140.049,2236 m,Japan,Stratovolcano(es),131,707,"185,681","2,301,576"
Irazu,Uncertain Eruption,1821 May,2,, ,[ Unknown ],9.979,-83.852,3432 m,Costa Rica,Stratovolcano,"1,978","25,442","1,667,528","3,432,860"
Sangeang Api,Confirmed Eruption,1821 Mar 23,2,,Historical Observations,Unknown,-8.2,119.07,1912 m,Indonesia,Complex,204,"1,155","39,301","809,132"
Agung,Uncertain Eruption,1821 Mar 16,2,, ,[ Unknown ],-8.343,115.508,2997 m,Indonesia,Stratovolcano,"5,657","76,781","968,381","4,550,176"
Batur,Confirmed Eruption,1821 Mar 16,2,Batur I,Historical Observations,Unknown,-8.242,115.375,1717 m,Indonesia,Caldera,"466,899","466,899","937,766","4,289,189"
"Fournaise, Piton de la",Confirmed Eruption,1821 Feb 27,2,,Historical Observations,1821 Apr 10,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Zaozan [Zaosan],Confirmed Eruption,1821 Jan 27,2,Okama,Historical Observations,1821 May 1,38.144,140.44,1841 m,Japan,Complex,632,"4,681","550,409","4,956,958"
Izu-Oshima,Confirmed Eruption,1821,3,Yephra layer Y0.8,Varve Count,Unknown,34.724,139.394,746 m,Japan,Stratovolcano,"2,381","8,037","8,375","11,837,468"
Gorely,Uncertain Eruption,1821,--,, ,[ Unknown ],52.559,158.03,1799 m,Russia,Caldera,0,0,19,"250,293"
Tajumulco,Uncertain Eruption,1821,2,, ,[ Unknown ],15.043,-91.903,4203 m,Guatemala,Stratovolcano,"2,398","71,560","796,805","5,255,535"
Tangkoko-Duasudara,Confirmed Eruption,1821,0,Batu Angus Baru,Historical Observations,Unknown,1.518,125.185,1334 m,Indonesia,Stratovolcano,445,"57,792","135,761","1,227,998"
Etna,Confirmed Eruption,1820 Dec,2,Central Crater,Historical Observations,1833,37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Fueguino,Confirmed Eruption,1820 Nov 25,2,,Historical Observations,1820 Nov 26 (in or after),-54.97,-70.262,157 m,Chile,Lava dome(s),18,78,294,"1,296"
Banda Api,Confirmed Eruption,1820 Jun 11,2,"Summit, south and NNW flanks",Historical Observations,1820 Aug 8,-4.523,129.881,596 m,Indonesia,Caldera,"5,682","5,682","5,810","5,810"
"Fournaise, Piton de la",Confirmed Eruption,1820 Jan,2,NW rift zone,Historical Observations,1820 Feb,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Fentale,Confirmed Eruption,1820,0,Caldera floor and SW flank,Historical Observations,Unknown,8.975,39.93,2007 m,Ethiopia,Stratovolcano,"1,919","14,201","169,357","3,482,286"
Kone,Confirmed Eruption,1820,1,East margin of Gariboldi caldera,Historical Observations,Unknown,8.788,39.701,1380 m,Ethiopia,Caldera(s),"7,289","27,271","255,387","4,245,801"
Ambrym,Confirmed Eruption,1820,--,West flank,Historical Observations,Unknown,-16.25,168.12,1334 m,Vanuatu,Pyroclastic shield,9,186,"10,826","63,999"
Cabalían,Confirmed Eruption,1820,--,,Radiocarbon (uncorrected),Unknown,10.285,125.218,912 m,Philippines,Stratovolcano,"26,511","88,767","277,950","2,091,362"
Tengger Caldera,Confirmed Eruption,1820,2,Bromo,Historical Observations,Unknown,-7.942,112.95,2329 m,Indonesia,Stratovolcano(es),"27,826","69,451","1,420,878","22,628,278"
Southern EPR-Segment J,Confirmed Eruption,1820,0,,Magnetism,Unknown,-18.175,-113.35,-2650 m,Undersea Features,Submarine,0,0,0,0
Kilauea,Confirmed Eruption,1820,2,Kilauea Caldera,Historical Observations,Unknown,19.421,-155.287,1222 m,United States,Shield,"3,122","3,122","8,495","169,550"
Baker,Confirmed Eruption,1820,2,,Historical Observations,Unknown,48.777,-121.813,3285 m,United States,Stratovolcano(es),0,46,"8,568","1,990,504"
Westdahl,Confirmed Eruption,1820,2,Pogromni or (more likely) Westdahl,Historical Observations,Unknown,54.516,-164.65,1563 m,United States,Stratovolcano?,0,0,0,305
Kuttara,Confirmed Eruption,1820,1,West flank (Jigoku-dani),Tephrochronology,Unknown,42.491,141.16,549 m,Japan,Stratovolcano(es),"10,198","34,015","220,509","3,371,955"
Antuco,Confirmed Eruption,1820,1,,Historical Observations,1821 (?),-37.406,-71.349,2979 m,Chile,Stratovolcano,117,474,"3,872","381,623"
Saunders,Confirmed Eruption,1819 Dec 29,2,,Historical Observations,Unknown,-57.8,-26.483,843 m,United Kingdom,Stratovolcano,0,0,0,0
Zavodovski,Confirmed Eruption,1819 Dec,2,,Historical Observations,Unknown,-56.3,-27.57,551 m,United Kingdom,Stratovolcano,0,0,0,0
Tambora,Confirmed Eruption,1819 Aug,2,,Historical Observations,Unknown,-8.25,118,2850 m,Indonesia,Stratovolcano,"4,156","11,331","89,006","1,036,033"
San Miguel,Confirmed Eruption,1819 Jul 18,2,SSE flank (400 m; near Los Perolitos),Historical Observations,Unknown,13.434,-88.269,2130 m,El Salvador,Stratovolcano,"1,232","63,007","796,482","3,633,885"
Etna,Confirmed Eruption,1819 May 27,2,"Valle del Bove 2850-2375 m, Central Crater",Historical Observations,1819 Aug 5,37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Fernandina,Confirmed Eruption,1819 May 15,2,,Historical Observations,1819 May 18,-0.37,-91.55,1476 m,Ecuador,Shield,129,129,208,"1,972"
Lewotolok,Confirmed Eruption,1819,2,,Historical Observations,Unknown,-8.274,123.508,1431 m,Indonesia,Stratovolcano,"4,390","10,032","159,023","695,083"
Riendengan-Sempu,Uncertain Eruption,1819,--,, ,[ Unknown ],1.13,124.758,1549 m,Indonesia,Caldera,"263,169","263,169","507,642","1,671,136"
Soputan,Confirmed Eruption,1819,2,,Historical Observations,Unknown,1.112,124.737,1785 m,Indonesia,Stratovolcano,"4,724","69,991","501,336","1,696,768"
Asuncion,Discredited Eruption,1819,--,, ,[ Unknown ],19.671,145.406,857 m,United States,Stratovolcano,0,0,0,0
Guguan,Discredited Eruption,1819,--,, ,[ Unknown ],17.307,145.845,287 m,United States,Stratovolcano,0,0,0,0
Klyuchevskoy,Confirmed Eruption,1819,2,,Historical Observations,1822 (?),56.056,160.642,4754 m,Russia,Stratovolcano,0,0,292,"12,406"
Wrangell,Uncertain Eruption,1819,2,, ,[ Unknown ],62.006,-144.017,4278 m,United States,Shield,0,0,0,"1,844"
Redoubt,Uncertain Eruption,1819,--,, ,[ Unknown ],60.485,-152.742,3108 m,United States,Stratovolcano,0,0,1,"32,410"
Colima,Confirmed Eruption,1819,1,,Historical Observations,Unknown,19.514,-103.62,3850 m,Mexico,Stratovolcano(es),76,746,"303,490","1,494,790"
Semeru,Confirmed Eruption,1818 Nov 8,2,,Historical Observations,Unknown,-8.108,112.922,3657 m,Indonesia,Stratovolcano,"2,686","8,375","1,022,197","20,098,931"
Guntur,Confirmed Eruption,1818 Oct 21,2,,Historical Observations,1818 Oct 24,-7.143,107.84,2249 m,Indonesia,Complex,"4,652","218,012","3,412,038","24,486,191"
Lamongan,Confirmed Eruption,1818 Oct 8,2,,Historical Observations,Unknown,-7.981,113.341,1641 m,Indonesia,Stratovolcano,"6,588","66,387","2,193,829","15,322,387"
Jan Mayen,Confirmed Eruption,1818 Apr,3,"Beerenberg (Dagnyhaugen, SW flank)",Historical Observations,Unknown,71.082,-8.155,2197 m,Norway,Stratovolcano,0,0,0,0
Colima,Confirmed Eruption,1818 Feb 15,4,,Historical Observations,1818 Feb 16 (?),19.514,-103.62,3850 m,Mexico,Stratovolcano(es),76,746,"303,490","1,494,790"
Almolonga,Confirmed Eruption,1818 Jan 16,2,East flank of Cerro Quemado,Historical Observations,1818 Jun 19 (in or after),14.797,-91.519,3173 m,Guatemala,Stratovolcano,"91,323","287,487","1,126,942","6,828,403"
Makushin,Uncertain Eruption,1818,--,, ,[ Unknown ],53.891,-166.923,1800 m,United States,Stratovolcano,0,0,"3,437","3,850"
Sundoro,Confirmed Eruption,1818,2,,Historical Observations,Unknown,-7.3,109.992,3136 m,Indonesia,Stratovolcano,"52,462","496,751","2,086,299","24,996,512"
Dempo,Confirmed Eruption,1817 Dec 31,2,,Historical Observations,Unknown,-4.016,103.121,3142 m,Indonesia,Stratovolcano(es),124,"9,613","96,058","2,307,584"
Okmok,Confirmed Eruption,1817 Mar 1,3,Cone E? or B?,Historical Observations,1820,53.43,-168.13,1073 m,United States,Shield,0,0,0,4
Raung,Confirmed Eruption,1817 Jan 16,4,,Historical Observations,1817 Feb 10 (?),-8.119,114.056,3260 m,Indonesia,Stratovolcano,152,572,"581,515","8,123,987"
Ijen,Confirmed Eruption,1817 Jan 15,2,Kawah Ijen,Historical Observations,1817 Feb 18 (?),-8.058,114.242,2769 m,Indonesia,Stratovolcano(es),"1,098","5,504","664,199","6,846,855"
"Fournaise, Piton de la",Confirmed Eruption,1817 Jan,0,,Historical Observations,1817 Apr,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Lamongan,Confirmed Eruption,1817,2,,Historical Observations,Unknown,-7.981,113.341,1641 m,Indonesia,Stratovolcano,"6,588","66,387","2,193,829","15,322,387"
Vsevidof,Confirmed Eruption,1817,3,,Historical Observations,Unknown,53.13,-168.693,2149 m,United States,Stratovolcano,0,0,6,6
Yunaska,Uncertain Eruption,1817,--,, ,[ Unknown ],52.643,-170.629,550 m,United States,Shield,0,0,0,0
Pavlof,Confirmed Eruption,1817,2,,Historical Observations,Unknown,55.417,-161.894,2493 m,United States,Stratovolcano,0,0,0,"3,002"
Fernandina,Confirmed Eruption,1817,2,Volcano Uncertain: Western Galápagos,Unknown,Unknown,-0.37,-91.55,1476 m,Ecuador,Shield,129,129,208,"1,972"
Izalco,Confirmed Eruption,1817,2,,Historical Observations,Unknown,13.813,-89.633,1950 m,El Salvador,Stratovolcano,937,"55,665","1,272,308","6,415,818"
"Negra, Sierra",Confirmed Eruption,1817,--,Volcano Uncertain: Isabela Island,Unknown,Unknown,-0.83,-91.17,1124 m,Ecuador,Shield,408,408,983,"9,884"
Fogo,Confirmed Eruption,1816 Dec 31,--,,Historical Observations,Unknown,14.95,-24.35,2829 m,Cape Verde,Stratovolcano,189,"13,254","37,650","267,298"
"Fournaise, Piton de la",Confirmed Eruption,1816 Dec 15,0,,Historical Observations,Unknown,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Romanche Fracture Zone,Uncertain Eruption,1816 Dec 8,0,0.53 S 17.77 W, ,[ Unknown ],-0.433,-19.596,-1528 m,Undersea Features,Submarine,0,0,0,0
Banda Api,Confirmed Eruption,1816 Oct 11,2,,Historical Observations,1816 Dec,-4.523,129.881,596 m,Indonesia,Caldera,"5,682","5,682","5,810","5,810"
Guntur,Confirmed Eruption,1816 Sep 21,2,,Historical Observations,Unknown,-7.143,107.84,2249 m,Indonesia,Complex,"4,652","218,012","3,412,038","24,486,191"
Asosan,Confirmed Eruption,1816 Jun 9,2,Naka-dake and west flank (Yunotani),Historical Observations,1816 Jul 6,32.884,131.104,1592 m,Japan,Caldera,"75,559","75,559","234,591","6,507,519"
Grimsvotn,Confirmed Eruption,1816 May,2,,Historical Observations,1816 Jun (?),64.416,-17.316,1719 m,Iceland,Caldera,0,0,0,"1,736"
Etna,Uncertain Eruption,1816 Mar 6,0,Offshore from Aci-Castello, ,[ Unknown ],37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Purace,Confirmed Eruption,1816,--,,Historical Observations,Unknown,2.32,-76.4,4650 m,Colombia,Stratovolcano(es),"1,465","7,152","335,698","1,751,540"
Raung,Confirmed Eruption,1815 Dec 31,2,,Historical Observations,Unknown,-8.119,114.056,3260 m,Indonesia,Stratovolcano,152,572,"581,515","8,123,987"
Guntur,Confirmed Eruption,1815 Aug 15,2,,Historical Observations,Unknown,-7.143,107.84,2249 m,Indonesia,Complex,"4,652","218,012","3,412,038","24,486,191"
"Fournaise, Piton de la",Confirmed Eruption,1815 Aug 15,2,Summit and Plaine des Osmondes,Historical Observations,1815 Aug 16,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Tengger Caldera,Confirmed Eruption,1815 Apr 5,2,Bromo,Historical Observations,1815 Apr 17 (in or after),-7.942,112.95,2329 m,Indonesia,Stratovolcano(es),"27,826","69,451","1,420,878","22,628,278"
Asamayama,Confirmed Eruption,1815 Feb 28,3,,Historical Observations,Unknown,36.406,138.523,2568 m,Japan,Complex,583,"22,371","457,576","7,629,353"
Asosan,Confirmed Eruption,1815 Feb 10,2,Naka-dake,Historical Observations,1815 Oct,32.884,131.104,1592 m,Japan,Caldera,"75,559","75,559","234,591","6,507,519"
"Fournaise, Piton de la",Confirmed Eruption,1815 Jan 21,2,,Historical Observations,1815 Jan 27,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Gamalama,Discredited Eruption,1815,--,, ,[ Unknown ],0.8,127.33,1715 m,Indonesia,Stratovolcano(es),"103,429","204,820","308,691","536,972"
Villarrica,Confirmed Eruption,1815,1,,Historical Observations,1818,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Karthala,Confirmed Eruption,1814 Dec 31,--,,Historical Observations,Unknown,-11.75,43.38,2361 m,Comoros,Shield,"225,379","225,379","278,330","399,067"
Gamalama,Confirmed Eruption,1814 Nov 27,2,,Historical Observations,1814 Nov 28,0.8,127.33,1715 m,Indonesia,Stratovolcano(es),"103,429","204,820","308,691","536,972"
"Fournaise, Piton de la",Confirmed Eruption,1814 Sep 10,2,,Historical Observations,1814 Oct 13,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Fernandina,Confirmed Eruption,1814 Jul,2,,Historical Observations,1814 Aug,-0.37,-91.55,1476 m,Ecuador,Shield,129,129,208,"1,972"
Raoul Island,Confirmed Eruption,1814 Mar 9,3,Denham caldera and Smith Crater,Historical Observations,Unknown,-29.27,-177.92,516 m,New Zealand,Stratovolcano,0,0,0,0
Mayon,Confirmed Eruption,1814 Feb 1,4,,Historical Observations,1814 Feb 15 (in or after),13.257,123.685,2462 m,Philippines,Stratovolcano,"4,350","248,448","1,166,441","4,142,375"
Soufriere St. Vincent,Confirmed Eruption,1814 Jan 9,1,,Historical Observations,1814 Jan 9,13.33,-61.18,1220 m,Saint Vincent and the Grenadines,Stratovolcano,"1,491","15,327","103,882","291,476"
Niuafo'ou,Confirmed Eruption,1814,2,South end of caldera ?,Historical Observations,Unknown,-15.6,-175.63,260 m,Tonga,Shield,118,155,155,155
Asosan,Confirmed Eruption,1814,2,Naka-dake,Historical Observations,Unknown,32.884,131.104,1592 m,Japan,Caldera,"75,559","75,559","234,591","6,507,519"
Ugashik-Peulik,Confirmed Eruption,1814,3,Peulik,Historical Observations,Unknown,57.751,-156.368,1474 m,United States,Stratovolcano,0,0,0,102
"Fournaise, Piton de la",Confirmed Eruption,1813 Sep 26,2,,Historical Observations,1813 Nov 26,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Fernandina,Confirmed Eruption,1813 Jul 14,2,South flank,Historical Observations,Unknown,-0.37,-91.55,1476 m,Ecuador,Shield,129,129,208,"1,972"
"Negra, Sierra",Confirmed Eruption,1813 Jul 13,2,Volcano Uncertain: South end of Isabela Island,Unknown,Unknown,-0.83,-91.17,1124 m,Ecuador,Shield,408,408,983,"9,884"
Darwin,Confirmed Eruption,1813 Jun 6,2,"Volcano Uncertain: more likely Darwin than Wolf, Alcedo",Historical Observations,1813 Jun 7 (?),-0.18,-91.28,1330 m,Ecuador,Shield,190,190,343,"2,366"
Klyuchevskoy,Confirmed Eruption,1813 Feb,2,,Historical Observations,Unknown,56.056,160.642,4754 m,Russia,Stratovolcano,0,0,292,"12,406"
Adatarayama,Uncertain Eruption,1813 Jan 10,1,Numanotaira, ,[ Unknown ],37.647,140.281,1728 m,Japan,Stratovolcano(es),428,"3,936","717,078","5,024,654"
Suwanosejima,Confirmed Eruption,1813,4,SW ridge fissure and O-take,Historical Observations,1814,29.638,129.714,796 m,Japan,Stratovolcano(es),107,107,325,"1,966"
Gamalama,Confirmed Eruption,1812 Sep 7,2,,Historical Observations,1812 Sep 7,0.8,127.33,1715 m,Indonesia,Stratovolcano(es),"103,429","204,820","308,691","536,972"
Etorofu-Atosanupuri [Atosanupuri],Confirmed Eruption,1812 Sep 5,1,,Historical Observations,Unknown,44.808,147.131,1206 m,Japan - administered by Russia,Stratovolcano,1,289,644,"4,311"
Klyuchevskoy,Confirmed Eruption,1812 Sep,2,,Historical Observations,Unknown,56.056,160.642,4754 m,Russia,Stratovolcano,0,0,292,"12,406"
Awu,Confirmed Eruption,1812 Aug 6,4,,Historical Observations,1812 Aug 8,3.689,125.447,1318 m,Indonesia,Stratovolcano,"6,409","22,655","52,725","58,719"
"Fournaise, Piton de la",Confirmed Eruption,1812 Aug 5,2,Summit and above Piton de Crac,Historical Observations,1812 Dec,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Chachadake [Tiatia],Confirmed Eruption,1812 Aug,2,,Historical Observations,Unknown,44.353,146.252,1822 m,Japan - administered by Russia,Stratovolcano,3,223,896,"16,275"
