volcanoName,eruptionCertainty,startDate,maxVEI,activityArea,evidenceMethod,stopDate,latitude,longitude,volcanoHeight,country,primaryVolcanoType,population5km,population10km,population30km,population100km
Kiska,Confirmed Eruption,1964 Mar 18,0,,Historical Observations,Unknown,52.103,177.602,1220 m,United States,Stratovolcano,0,0,0,0
Tolbachik,Confirmed Eruption,1964 Mar 16,2,,Historical Observations,1964 Apr 24 (in or after),55.832,160.326,3611 m,Russia,Shield,0,0,225,"10,487"
Nila,Confirmed Eruption,1964 Mar 16,1,,Historical Observations,1964 Mar 16 ± 15 days,-6.73,129.5,781 m,Indonesia,Stratovolcano,200,200,200,"1,382"
Westdahl,Confirmed Eruption,1964 Mar 10,2,,Historical Observations,1964 Apr 16,54.516,-164.65,1563 m,United States,Stratovolcano?,0,0,0,305
Villarrica,Confirmed Eruption,1964 Mar 2,2,,Historical Observations,1964 Apr 21,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Sao Jorge,Uncertain Eruption,1964 Feb 18,0,Off SW coast, ,[ Unknown ],38.65,-28.08,1053 m,Portugal,Fissure vent,"2,088","4,689","16,290","99,442"
Ambrym,Confirmed Eruption,1964 Feb 16,2,"Marum, Benbow",Historical Observations,1966 Sep 16 (in or after) ± 15 days,-16.25,168.12,1334 m,Vanuatu,Pyroclastic shield,9,186,"10,826","63,999"
Dempo,Confirmed Eruption,1964 Feb 14,2,,Historical Observations,1964 Feb 14,-4.016,103.121,3142 m,Indonesia,Stratovolcano(es),124,"9,613","96,058","2,307,584"
Sirung,Confirmed Eruption,1964 Feb 8,1,,Historical Observations,1964 Oct 5 (in or after),-8.508,124.13,862 m,Indonesia,Complex,"5,966","19,334","69,744","418,756"
Chikurachki,Confirmed Eruption,1964 Feb 1,2,,Historical Observations,1964 Feb 16 ± 15 days,50.324,155.461,1781 m,Russia,Stratovolcano(es),0,65,527,"2,492"
Sangeang Api,Confirmed Eruption,1964 Jan 29,2,Doro Api,Historical Observations,1965 Dec 1 ± 30 days,-8.2,119.07,1912 m,Indonesia,Complex,204,"1,155","39,301","809,132"
Paluweh,Confirmed Eruption,1963 Dec 31,2,Rokatenda (1928 crater),Historical Observations,1966 Mar 16,-8.32,121.708,875 m,Indonesia,Stratovolcano,446,446,"5,284","548,803"
Shishaldin,Confirmed Eruption,1963 Dec 28,2,,Historical Observations,Unknown,54.756,-163.97,2857 m,United States,Stratovolcano,0,0,10,197
Lokon-Empung,Confirmed Eruption,1963 Dec 17,2,Tompaluan,Historical Observations,1964 Apr 16 ± 15 days,1.358,124.792,1580 m,Indonesia,Stratovolcano(es),"12,183","75,684","942,160","1,583,346"
Pico,Uncertain Eruption,1963 Dec 15,0,Off NW coast, ,[ Unknown ],38.47,-28.4,2351 m,Portugal,Stratovolcano,304,"5,944","31,521","56,736"
Kavachi,Confirmed Eruption,1963 Dec 14,2,,Historical Observations,1964 Jan 31 (?),-8.991,157.979,-20 m,Solomon Islands,Submarine,6,6,802,"50,014"
Manam,Confirmed Eruption,1963 Nov 26,2,South Crater,Historical Observations,1964 Apr 16 ± 15 days,-4.08,145.037,1807 m,Papua New Guinea,Stratovolcano,"1,106","2,553","24,364","180,402"
Nasudake,Confirmed Eruption,1963 Nov 20,1,Chausu-dake (west side),Historical Observations,1963 Nov 21,37.125,139.963,1915 m,Japan,Stratovolcano(es),639,"5,802","298,717","5,725,203"
Erebus,Confirmed Eruption,1963 Nov 16,0,,Historical Observations,Unknown,-77.53,167.17,3794 m,Antarctica,Stratovolcano,0,0,0,0
Klyuchevskoy,Confirmed Eruption,1963 Nov 13,1,,Historical Observations,1964 Dec 16 (?) ± 15 days,56.056,160.642,4754 m,Russia,Stratovolcano,0,0,292,"12,406"
Asosan,Confirmed Eruption,1963 Nov 10,2,Naka-dake,Historical Observations,1964 Jan 16 ± 15 days,32.884,131.104,1592 m,Japan,Caldera,"75,559","75,559","234,591","6,507,519"
Vestmannaeyjar,Confirmed Eruption,1963 Nov 8,3,Surtsey,Historical Observations,1967 Jun 5,63.416,-20.266,283 m,Iceland,Submarine,"1,685","1,685","2,188","17,538"
"Fournaise, Piton de la",Confirmed Eruption,1963 Nov 7,2,"Dolomieu, upper east flank (2410 m)",Historical Observations,1963 Nov 21,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Fukutoku-Oka-no-Ba,Uncertain Eruption,1963 Oct 27,0,, ,[ Unknown ],24.285,141.481,-29 m,Japan,Submarine,11,19,19,951
Trident,Confirmed Eruption,1963 Oct 17,3,SW flank,Historical Observations,1963 Nov 17 (?),58.236,-155.1,1864 m,United States,Stratovolcano,0,0,0,117
Augustine,Confirmed Eruption,1963 Oct 11,2,,Historical Observations,1964 Aug 19,59.363,-153.43,1252 m,United States,Lava dome(s),0,0,0,759
Kilauea,Confirmed Eruption,1963 Oct 5,0,East rift zone (700-840 m),Historical Observations,1963 Oct 6,19.421,-155.287,1222 m,United States,Shield,"3,122","3,122","8,495","169,550"
Fuego,Confirmed Eruption,1963 Sep 28,3,,Historical Observations,1963 Sep 30,14.473,-90.88,3763 m,Guatemala,Stratovolcano(es),"1,373","54,332","1,016,339","7,677,809"
Gaua,Confirmed Eruption,1963 Sep 15,2,Mt. Garat (upper SE flank),Historical Observations,1963 Nov 9 (in or after),-14.27,167.5,797 m,Vanuatu,Stratovolcano,166,"1,200","2,848","8,834"
Matthew Island,Uncertain Eruption,1963 Sep 11,0,Norfolk Island Ridge, ,[ 1964 Jul 2 ± 182 days ],-22.33,171.32,177 m,France,Stratovolcano,1,1,1,1
Batur,Confirmed Eruption,1963 Sep 5,2,"SW, W flanks (near Batur III, Butus)",Historical Observations,1964 May 10,-8.242,115.375,1717 m,Indonesia,Caldera,"466,899","466,899","937,766","4,289,189"
Ambrym,Confirmed Eruption,1963 Aug 30,2,"Benbow, Marum",Historical Observations,1963 Sep 23 (in or after),-16.25,168.12,1334 m,Vanuatu,Pyroclastic shield,9,186,"10,826","63,999"
Kilauea,Confirmed Eruption,1963 Aug 21,0,East rift zone (825-960 m),Historical Observations,1963 Aug 23,19.421,-155.287,1222 m,United States,Shield,"3,122","3,122","8,495","169,550"
Kerinci,Confirmed Eruption,1963 Jul 16,2,,Historical Observations,Unknown,-1.697,101.264,3800 m,Indonesia,Stratovolcano,304,"33,878","264,107","1,437,454"
Niigata-Yakeyama,Confirmed Eruption,1963 Jul 10,1,,Historical Observations,1963 Sep 30,36.921,138.036,2400 m,Japan,Lava dome,73,610,"226,866","3,920,252"
Nasudake,Uncertain Eruption,1963 Jul 10,1,Chausu-dake, ,[ 1963 Jul 11 ],37.125,139.963,1915 m,Japan,Stratovolcano(es),639,"5,802","298,717","5,725,203"
Lopevi,Confirmed Eruption,1963 Jul 7,3,"Summit, NW, north, east and SE flanks",Historical Observations,1965 Jul 2 ± 182 days,-16.507,168.346,1413 m,Vanuatu,Stratovolcano,690,793,"7,942","50,310"
Talang,Confirmed Eruption,1963 Jul 2,2,,Historical Observations,Unknown,-0.979,100.681,2575 m,Indonesia,Stratovolcano,"1,593","18,512","214,975","3,283,153"
Colima,Confirmed Eruption,1963 Jul 2,1,,Historical Observations,1970 Jul 2 ± 182 days,19.514,-103.62,3850 m,Mexico,Stratovolcano(es),76,746,"303,490","1,494,790"
Poas,Confirmed Eruption,1963 May 23,2,,Historical Observations,1963 Jul 2,10.2,-84.233,2697 m,Costa Rica,Stratovolcano,"1,947","11,107","950,796","3,411,023"
Bezymianny,Confirmed Eruption,1963 May 16,1,,Historical Observations,1963 Sep 16 (?) ± 15 days,55.972,160.595,2882 m,Russia,Stratovolcano,0,0,47,"11,728"
Concepcion,Confirmed Eruption,1963 May 9,1,,Historical Observations,Unknown,11.538,-85.622,1700 m,Nicaragua,Stratovolcano,"14,072","28,900","92,378","2,266,903"
Asosan,Confirmed Eruption,1963 Apr 21,1,Naka-dake,Historical Observations,1963 Jul 16 ± 15 days,32.884,131.104,1592 m,Japan,Caldera,"75,559","75,559","234,591","6,507,519"
"Negra, Sierra",Confirmed Eruption,1963 Apr 13,2,Volcán Chico area & NW caldera rim,Historical Observations,1963 May 16 ± 15 days,-0.83,-91.17,1124 m,Ecuador,Shield,408,408,983,"9,884"
Trident,Confirmed Eruption,1963 Apr 1,3,SW flank,Historical Observations,1963 Apr 3,58.236,-155.1,1864 m,United States,Stratovolcano,0,0,0,117
Ulawun,Confirmed Eruption,1963 Mar 17,2,,Historical Observations,1963 May 2 (?),-5.05,151.33,2334 m,Papua New Guinea,Stratovolcano,30,"1,801","10,577","61,018"
"Negro, Cerro",Confirmed Eruption,1963 Mar 16,1,,Historical Observations,Unknown,12.506,-86.702,728 m,Nicaragua,Pyroclastic cone(s),"1,690","10,243","296,320","3,540,933"
Irazu,Confirmed Eruption,1963 Mar 13,3,,Historical Observations,1965 Feb 13,9.979,-83.852,3432 m,Costa Rica,Stratovolcano,"1,978","25,442","1,667,528","3,432,860"
Ebeko,Confirmed Eruption,1963 Mar 8,1,North wall of east amphitheater,Historical Observations,1964 Jul 2 ± 182 days,50.686,156.014,1103 m,Russia,Stratovolcano,0,267,"1,076","3,098"
Wolf,Confirmed Eruption,1963 Mar 4,0,SE flank (610 m),Historical Observations,1963 Mar 16 (in or after),0.02,-91.35,1710 m,Ecuador,Shield,165,165,237,"1,673"
Villarrica,Confirmed Eruption,1963 Feb 25,3,Summit and upper SW flank,Historical Observations,1963 Sep 21 (in or after),-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Agung,Confirmed Eruption,1963 Feb 18,5,,Historical Observations,1964 Jan 27,-8.343,115.508,2997 m,Indonesia,Stratovolcano,"5,657","76,781","968,381","4,550,176"
Manam,Confirmed Eruption,1963 Feb 15,2,South Crater,Historical Observations,1963 May 8 (in or after),-4.08,145.037,1807 m,Papua New Guinea,Stratovolcano,"1,106","2,553","24,364","180,402"
Niigata-Yakeyama,Confirmed Eruption,1963 Feb 14,1,,Historical Observations,Unknown,36.921,138.036,2400 m,Japan,Lava dome,73,610,"226,866","3,920,252"
Amukta,Confirmed Eruption,1963 Feb 13,3,,Historical Observations,Unknown,52.5,-171.252,1066 m,United States,Stratovolcano,0,0,0,0
Rumble III,Confirmed Eruption,1963 Jan 16,0,,Hydrophonic,1966 Dec 16 (in or after) ± 15 days,-35.745,178.478,-220 m,New Zealand,Submarine,0,0,0,0
Gamalama,Confirmed Eruption,1962 Dec 31,2,East flank,Historical Observations,1963 Jan 2 (?),0.8,127.33,1715 m,Indonesia,Stratovolcano(es),"103,429","204,820","308,691","536,972"
Whakaari/White Island,Confirmed Eruption,1962 Dec 15,3,Big John Crater,Historical Observations,Unknown,-37.52,177.18,294 m,New Zealand,Stratovolcano(es),5,5,5,"190,290"
Kilauea,Confirmed Eruption,1962 Dec 7,0,East rift zone (945-990 m),Historical Observations,1962 Dec 9,19.421,-155.287,1222 m,United States,Shield,"3,122","3,122","8,495","169,550"
Akutan,Confirmed Eruption,1962 Nov 5,2,,Historical Observations,Unknown,54.134,-165.986,1303 m,United States,Stratovolcano,0,24,233,"4,361"
Bezymianny,Confirmed Eruption,1962 Oct 21,2,,Historical Observations,1962 Nov 6,55.972,160.595,2882 m,Russia,Stratovolcano,0,0,47,"11,728"
Miyakejima,Confirmed Eruption,1962 Aug 24,2,NE flank,Historical Observations,1962 Aug 27,34.094,139.526,775 m,Japan,Stratovolcano,"1,848","3,189","3,474","95,663"
Tolbachik,Confirmed Eruption,1962 Aug 16,1,,Historical Observations,1963 Jul 2 ± 182 days,55.832,160.326,3611 m,Russia,Shield,0,0,225,"10,487"
Irazu,Discredited Eruption,1962 Aug 9,--,, ,[ Unknown ],9.979,-83.852,3432 m,Costa Rica,Stratovolcano,"1,978","25,442","1,667,528","3,432,860"
Fuego,Confirmed Eruption,1962 Aug 4,3,,Historical Observations,1962 Nov 9,14.473,-90.88,3763 m,Guatemala,Stratovolcano(es),"1,373","54,332","1,016,339","7,677,809"
Lopevi,Confirmed Eruption,1962 Jul 16,0,NW flank,Historical Observations,1962 Jul 16 (?) ± 15 days,-16.507,168.346,1413 m,Vanuatu,Stratovolcano,690,793,"7,942","50,310"
Gaua,Confirmed Eruption,1962 Jul 16,2,Mt. Garat,Historical Observations,Unknown,-14.27,167.5,797 m,Vanuatu,Stratovolcano,166,"1,200","2,848","8,834"
Karkar,Uncertain Eruption,1962 Jul 2,2,Ulumam, ,[ Unknown ],-4.649,145.964,1839 m,Papua New Guinea,Stratovolcano,5,"4,159","20,127","189,841"
Fukutoku-Oka-no-Ba,Uncertain Eruption,1962 Jul 1,0,, ,[ 1962 Oct 1 ],24.285,141.481,-29 m,Japan,Submarine,11,19,19,951
Tokachidake,Confirmed Eruption,1962 Jun 29,3,South of Shin-funkako,Historical Observations,1962 Sep 16 ± 15 days,43.418,142.686,2077 m,Japan,Stratovolcano(es),12,227,"60,382","1,373,264"
Yakedake,Confirmed Eruption,1962 Jun 17,2,North flank (Kurodani and Nakao-toge),Historical Observations,1963 Jun 29,36.227,137.587,2455 m,Japan,Stratovolcano(es),995,"2,995","156,542","4,595,286"
Concepcion,Confirmed Eruption,1962 Jun 16,2,,Historical Observations,1962 Jun 16 ± 15 days,11.538,-85.622,1700 m,Nicaragua,Stratovolcano,"14,072","28,900","92,378","2,266,903"
Trident,Confirmed Eruption,1962 Jun 9,3,SW flank,Historical Observations,1962 Jun 9,58.236,-155.1,1864 m,United States,Stratovolcano,0,0,0,117
Tongariro,Confirmed Eruption,1962 May 24,2,Ngauruhoe,Historical Observations,Unknown,-39.157,175.632,1978 m,New Zealand,Stratovolcano(es),27,286,"7,591","81,567"
Akan,Confirmed Eruption,1962 Apr 28,1,Me-Akan (Nakamachineshiri),Historical Observations,1962 Apr 28,43.384,144.013,1499 m,Japan,Caldera,"2,062","2,062","9,756","929,538"
Manam,Confirmed Eruption,1962 Apr 16,2,South Crater,Historical Observations,Unknown,-4.08,145.037,1807 m,Papua New Guinea,Stratovolcano,"1,106","2,553","24,364","180,402"
Lokon-Empung,Confirmed Eruption,1962 Apr 16,1,Tompaluan,Historical Observations,1962 Nov 16 ± 15 days,1.358,124.792,1580 m,Indonesia,Stratovolcano(es),"12,183","75,684","942,160","1,583,346"
"Negro, Cerro",Confirmed Eruption,1962 Mar 21,2,,Historical Observations,1962 Apr 16 (?) ± 15 days,12.506,-86.702,728 m,Nicaragua,Pyroclastic cone(s),"1,690","10,243","296,320","3,540,933"
Langila,Confirmed Eruption,1962 Mar 16,2,"Crater 2, Crater 3",Historical Observations,1963 Aug 11,-5.525,148.42,1330 m,Papua New Guinea,Complex,213,"3,653","11,641","45,698"
Niigata-Yakeyama,Confirmed Eruption,1962 Mar 14,1,,Historical Observations,1962 Mar 14,36.921,138.036,2400 m,Japan,Lava dome,73,610,"226,866","3,920,252"
Protector Seamounts,Confirmed Eruption,1962 Mar 5,0,,Historical Observations,Unknown,-55.912,-28.167,-55 m,United Kingdom,Submarine,0,0,0,0
Bagana,Confirmed Eruption,1962 Feb 15,2,,Historical Observations,1963 Jul 2 ± 182 days,-6.137,155.196,1855 m,Papua New Guinea,Lava cone,198,404,"7,861","115,257"
Karangetang,Confirmed Eruption,1962 Jan 29,2,,Historical Observations,1963 Dec 16 ± 15 days,2.781,125.407,1797 m,Indonesia,Stratovolcano,892,"4,478","11,066","65,667"
Kiska,Confirmed Eruption,1962 Jan 24,3,North flank (Sirius Point),Historical Observations,Unknown,52.103,177.602,1220 m,United States,Stratovolcano,0,0,0,0
Izu-Oshima,Confirmed Eruption,1962 Jan 16,1,Mihara-yama,Historical Observations,1965 May 16 ± 15 days,34.724,139.394,746 m,Japan,Stratovolcano,"2,381","8,037","8,375","11,837,468"
Kavachi,Confirmed Eruption,1962 Jan 16,2,,Historical Observations,1962 Feb 16 ± 15 days,-8.991,157.979,-20 m,Solomon Islands,Submarine,6,6,802,"50,014"
Telica,Confirmed Eruption,1962 Jan 16,1,,Historical Observations,1962 Jan 16 ± 15 days,12.606,-86.84,1036 m,Nicaragua,Stratovolcano(es),"1,079","21,990","327,294","2,982,538"
Planchon-Peteroa,Confirmed Eruption,1962 Jan 16,1,Peteroa,Historical Observations,Unknown,-35.223,-70.568,3977 m,Chile,Stratovolcano(es),6,48,"1,345","634,959"
Concepcion,Uncertain Eruption,1961 Nov 28,2,, ,[ 1961 Dec 16 ± 15 days ],11.538,-85.622,1700 m,Nicaragua,Stratovolcano,"14,072","28,900","92,378","2,266,903"
Askja,Confirmed Eruption,1961 Oct 26,2,North of Öskjuvatn lake (Vikraborgir),Historical Observations,1961 Dec 5 ± 4 days,65.033,-16.783,1080 m,Iceland,Stratovolcano,0,0,0,"13,028"
"Negro, Cerro",Confirmed Eruption,1961 Oct 25,1,NE-flank fissure,Historical Observations,Unknown,12.506,-86.702,728 m,Nicaragua,Pyroclastic cone(s),"1,690","10,243","296,320","3,540,933"
Bezymianny,Confirmed Eruption,1961 Oct 18,3,,Historical Observations,1961 Dec 15,55.972,160.595,2882 m,Russia,Stratovolcano,0,0,47,"11,728"
Lautaro,Confirmed Eruption,1961 Oct 16,2,Volcano Uncertain: aerial observation; possibly Lautaro,Historical Observations,Unknown,-49.019,-73.504,3542 m,Chile,Stratovolcano,0,0,46,"2,365"
Tristan da Cunha,Confirmed Eruption,1961 Oct 10,2,North flank,Historical Observations,1962 Mar 15,-37.092,-12.28,2060 m,United Kingdom,Shield,12,12,12,32
Karangetang,Confirmed Eruption,1961 Oct 9,2,,Historical Observations,1961 Oct 19 (in or after),2.781,125.407,1797 m,Indonesia,Stratovolcano,892,"4,478","11,066","65,667"
Kilauea,Confirmed Eruption,1961 Sep 22,1,East rift zone (395-790 m),Historical Observations,1961 Sep 24,19.421,-155.287,1222 m,United States,Shield,"3,122","3,122","8,495","169,550"
Asamayama,Confirmed Eruption,1961 Aug 18,2,,Historical Observations,1961 Nov 16,36.406,138.523,2568 m,Japan,Complex,583,"22,371","457,576","7,629,353"
Ambrym,Confirmed Eruption,1961 Aug 15,3,"Benbow, Marum, south of Marum",Historical Observations,1963 Apr 3,-16.25,168.12,1334 m,Vanuatu,Pyroclastic shield,9,186,"10,826","63,999"
Tokachidake,Confirmed Eruption,1961 Aug 14,1,NW of Kami-Horokamettoku-yama,Historical Observations,1961 Aug 14,43.418,142.686,2077 m,Japan,Stratovolcano(es),12,227,"60,382","1,373,264"
Bagana,Confirmed Eruption,1961 Jul 26,2,,Historical Observations,Unknown,-6.137,155.196,1855 m,Papua New Guinea,Lava cone,198,404,"7,861","115,257"
Manam,Confirmed Eruption,1961 Jul 16,2,South Crater,Historical Observations,1961 Sep 16 ± 15 days,-4.08,145.037,1807 m,Papua New Guinea,Stratovolcano,"1,106","2,553","24,364","180,402"
Tangkuban Parahu,Confirmed Eruption,1961 Jul 16,1,,Historical Observations,1961 Aug 1,-6.77,107.6,2084 m,Indonesia,Stratovolcano,"100,608","518,822","5,729,309","32,855,731"
Kilauea,Confirmed Eruption,1961 Jul 10,1,Halemaumau,Historical Observations,1961 Jul 17,19.421,-155.287,1222 m,United States,Shield,"3,122","3,122","8,495","169,550"
Colima,Confirmed Eruption,1961 Jul 2,1,,Historical Observations,1962 Dec 1 ± 30 days,19.514,-103.62,3850 m,Mexico,Stratovolcano(es),76,746,"303,490","1,494,790"
Izu-Oshima,Uncertain Eruption,1961 Jul 2,--,Mihara-yama, ,[ Unknown ],34.724,139.394,746 m,Japan,Stratovolcano,"2,381","8,037","8,375","11,837,468"
Long Island,Uncertain Eruption,1961 Jul 2,--,Motmot, ,[ Unknown ],-5.358,147.12,1280 m,Papua New Guinea,Complex,172,"2,023","4,017","78,803"
Villarrica,Confirmed Eruption,1961 Jul 2,1,,Historical Observations,Unknown,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Copahue,Confirmed Eruption,1961 Jul 2,2,,Historical Observations,Unknown,-37.856,-71.183,2953 m,Chile-Argentina,Stratovolcano,88,555,"3,042","138,414"
Trident,Confirmed Eruption,1961 Jun 30,2,SW flank (1100 m),Historical Observations,Unknown,58.236,-155.1,1864 m,United States,Stratovolcano,0,0,0,117
Bezymianny,Confirmed Eruption,1961 May 21,2,,Historical Observations,1961 Jun 6,55.972,160.595,2882 m,Russia,Stratovolcano,0,0,47,"11,728"
Lokon-Empung,Confirmed Eruption,1961 May 19,2,Tompaluan,Historical Observations,1961 Dec 16 ± 15 days,1.358,124.792,1580 m,Indonesia,Stratovolcano(es),"12,183","75,684","942,160","1,583,346"
