volcanoName,eruptionCertainty,startDate,maxVEI,activityArea,evidenceMethod,stopDate,latitude,longitude,volcanoHeight,country,primaryVolcanoType,population5km,population10km,population30km,population100km
Krysuvik-Trolladyngja,Confirmed Eruption,5290 BCE,2,Burfell,Radiocarbon (uncorrected),Unknown,63.917,-22.067,360 m,Iceland,Crater rows,"29,070","29,070","164,484","195,915"
Newer Volcanics Province,Confirmed Eruption,5290 BCE,--,Mt. Napier,Radiocarbon (uncorrected),Unknown,-37.77,142.5,1011 m,Australia,Shield(s),"610,361","610,361","610,361","610,361"
Gorely,Confirmed Eruption,5300 BCE,2,,Tephrochronology,Unknown,52.559,158.03,1799 m,Russia,Caldera,0,0,19,"250,293"
Bolshoi-Kekuknaysky,Confirmed Eruption,5310 BCE,3,N flank of Kekuknaysky (Kekuk Crater),Radiocarbon (uncorrected),Unknown,56.483,157.917,1401 m,Russia,Shield(s),0,0,158,"2,779"
"Tolima, Nevado del",Confirmed Eruption,5310 BCE,--,,Radiocarbon (uncorrected),Unknown,4.658,-75.33,5215 m,Colombia,Stratovolcano,"1,660","6,563","441,916","4,258,333"
Nemrut Dagi,Confirmed Eruption,5320 BCE,--,,Varve Count,Unknown,38.654,42.229,2948 m,Turkey,Stratovolcano,608,"7,399","230,531","1,618,263"
Fuss Peak,Confirmed Eruption,5340 BCE,3,HPM6 tephra,Radiocarbon (corrected),Unknown,50.267,155.246,1742 m,Russia,Stratovolcano,0,62,354,"1,891"
Mutnovsky,Confirmed Eruption,5350 BCE,2,,Tephrochronology,Unknown,52.449,158.196,2288 m,Russia,Complex,0,0,97,"250,858"
Hachimantai,Confirmed Eruption,5350 BCE,--,,Tephrochronology,Unknown,39.958,140.854,1613 m,Japan,Stratovolcano,268,"1,261","89,833","3,131,126"
Rainier,Confirmed Eruption,5350 BCE,3,Tephra layer L,Radiocarbon (corrected),Unknown,46.853,-121.76,4392 m,United States,Stratovolcano,0,128,"3,187","2,667,609"
Mauna Loa,Confirmed Eruption,5350 BCE,0,SW rift zone,Radiocarbon (uncorrected),Unknown,19.475,-155.608,4170 m,United States,Shield,45,45,"1,906","175,315"
Damavand,Confirmed Eruption,5350 BCE,0,,Uranium-series,Unknown,35.951,52.109,5670 m,Iran,Stratovolcano,27,"2,295","59,171","11,945,981"
Nejapa-Miraflores,Confirmed Eruption,5350 BCE,--,NNT tephra,Radiocarbon (uncorrected),Unknown,12.12,-86.32,360 m,Nicaragua,Fissure vent(s),"295,906","870,837","1,610,426","3,062,823"
Katla,Confirmed Eruption,5360 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Tolhuaca,Confirmed Eruption,5371 BCE,3,,Uncertain,Unknown,-38.31,-71.645,2739 m,Chile,Stratovolcano,82,494,"13,873","567,185"
"Misti, El",Confirmed Eruption,5390 BCE,--,,Radiocarbon (corrected),Unknown,-16.294,-71.409,5822 m,Peru,Stratovolcano,82,"1,507","918,280","1,052,408"
Romeral,Confirmed Eruption,5390 BCE,4,,Radiocarbon (uncorrected),Unknown,5.203,-75.363,3769 m,Colombia,Stratovolcano,236,"2,822","537,402","4,005,655"
Aira,Confirmed Eruption,5400 BCE,--,Kita-dake,Radiocarbon (uncorrected),Unknown,31.593,130.657,1117 m,Japan,Caldera,"4,918","113,874","905,254","2,610,033"
Ichinsky,Confirmed Eruption,5400 BCE,5,SW flank,Tephrochronology,Unknown,55.678,157.718,3596 m,Russia,Stratovolcano,0,0,34,"2,670"
Sheveluch,Confirmed Eruption,5400 BCE,3,,Tephrochronology,Unknown,56.653,161.36,3283 m,Russia,Stratovolcano,0,0,"1,718","11,613"
Azumayama,Confirmed Eruption,5400 BCE,1,"Goshiki-numa, Az-GS tephra",Radiocarbon (corrected),Unknown,37.735,140.244,1949 m,Japan,Stratovolcano(es),128,907,"548,195","4,877,648"
Chimborazo,Confirmed Eruption,5410 BCE,--,,Radiocarbon (corrected),Unknown,-1.469,-78.817,6261 m,Ecuador,Stratovolcano,442,"7,561","463,426","2,325,666"
Augustine,Confirmed Eruption,5420 BCE,--,,Radiocarbon (corrected),Unknown,59.363,-153.43,1252 m,United States,Lava dome(s),0,0,0,759
Izu-Oshima,Confirmed Eruption,5450 BCE,--,"Tephra layers Osb37-4, Osb37-3",Tephrochronology,Unknown,34.724,139.394,746 m,Japan,Stratovolcano,"2,381","8,037","8,375","11,837,468"
Mutnovsky,Confirmed Eruption,5450 BCE,2,,Tephrochronology,Unknown,52.449,158.196,2288 m,Russia,Complex,0,0,97,"250,858"
Gorely,Confirmed Eruption,5450 BCE,3,,Tephrochronology,Unknown,52.559,158.03,1799 m,Russia,Caldera,0,0,19,"250,293"
Krasheninnikov,Confirmed Eruption,5450 BCE,--,Southern cone,Radiocarbon (uncorrected),Unknown,54.596,160.27,1816 m,Russia,Caldera,308,308,814,"4,674"
Tolbachik,Confirmed Eruption,5450 BCE,--,SW flank and NE flank,Tephrochronology,Unknown,55.832,160.326,3611 m,Russia,Shield,0,0,225,"10,487"
Maly Semyachik,Confirmed Eruption,5450 BCE,--,Ceno-Semiachik,Radiocarbon (corrected),Unknown,54.135,159.674,1527 m,Russia,Caldera,98,98,497,"10,182"
Avachinsky,Confirmed Eruption,5450 BCE,--,Tephra layer IAv6,Tephrochronology,Unknown,53.256,158.836,2717 m,Russia,Stratovolcano,0,0,"180,016","270,205"
Katla,Confirmed Eruption,5460 BCE,--,Tephra layer A8,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Katla,Confirmed Eruption,5470 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Craters of the Moon,Confirmed Eruption,5470 BCE,0,Grassy Cone,Radiocarbon (uncorrected),Unknown,43.42,-113.5,2005 m,United States,Pyroclastic cone(s),15,15,"1,459","93,300"
Taapaca,Confirmed Eruption,5490 BCE,--,,Radiocarbon (uncorrected),Unknown,-18.1,-69.5,5860 m,Chile,Complex,3,87,"1,994","505,369"
Pelee,Confirmed Eruption,5500 BCE,4,,Radiocarbon (corrected),Unknown,14.809,-61.165,1394 m,France,Stratovolcano,251,"5,025","382,633","609,576"
Michinmahuida,Confirmed Eruption,5500 BCE,--,Mic1 tephra,Radiocarbon (corrected),Unknown,-42.799,-72.445,2452 m,Chile,Stratovolcano,0,9,"7,989","64,498"
Santa Isabel,Confirmed Eruption,5500 BCE,--,,Radiocarbon (corrected),Unknown,4.818,-75.365,4944 m,Colombia,Shield,"4,793","12,226","302,952","4,137,147"
Sheveluch,Confirmed Eruption,5500 BCE,5,,Tephrochronology,Unknown,56.653,161.36,3283 m,Russia,Stratovolcano,0,0,"1,718","11,613"
Khangar,Confirmed Eruption,5500 BCE,--,,Radiocarbon (corrected),Unknown,54.761,157.407,1967 m,Russia,Stratovolcano,0,0,38,"11,805"
Avachinsky,Confirmed Eruption,5500 BCE,--,Tephra layer IAv5,Tephrochronology,Unknown,53.256,158.836,2717 m,Russia,Stratovolcano,0,0,"180,016","270,205"
Akademia Nauk,Confirmed Eruption,5500 BCE,3,N margin of caldera lake (Karymsky maar),Radiocarbon (corrected),Unknown,53.98,159.45,1180 m,Russia,Stratovolcano(es),3,3,615,"12,484"
Gorely,Confirmed Eruption,5500 BCE,3,,Tephrochronology,Unknown,52.559,158.03,1799 m,Russia,Caldera,0,0,19,"250,293"
Zaozan [Zaosan],Confirmed Eruption,5500 BCE,--,Goshiki-dake area,Radiocarbon (corrected),Unknown,38.144,140.44,1841 m,Japan,Complex,632,"4,681","550,409","4,956,958"
Unknown Source,Confirmed Eruption,5521 BCE,--,,,,,,,,,,,,
Fujisan,Confirmed Eruption,5540 BCE,--,Tephra layer S-0-4,Radiocarbon (uncorrected),Unknown,35.361,138.728,3776 m,Japan,Stratovolcano,570,"1,759","906,969","25,022,187"
Nasudake,Confirmed Eruption,5550 BCE,3,"Chausu-dake, CH4 tephra",Radiocarbon (corrected),Unknown,37.125,139.963,1915 m,Japan,Stratovolcano(es),639,"5,802","298,717","5,725,203"
Towada,Confirmed Eruption,5550 BCE,3,"Goshikiiwa, To-D' tephra",Radiocarbon (corrected),Unknown,40.51,140.88,1011 m,Japan,Caldera,"12,366","12,366","103,631","2,237,010"
Izu-Oshima,Confirmed Eruption,5550 BCE,--,Tephra layer Osb37-5,Tephrochronology,Unknown,34.724,139.394,746 m,Japan,Stratovolcano,"2,381","8,037","8,375","11,837,468"
Nemo Peak,Confirmed Eruption,5550 BCE,--,,Tephrochronology,Unknown,49.57,154.808,1018 m,Russia,Caldera,15,15,46,582
Tao-Rusyr Caldera,Confirmed Eruption,5550 BCE,6,Tao-Rusyr,Radiocarbon (uncorrected),Unknown,49.34,154.725,1272 m,Russia,Stratovolcano,0,73,83,394
Mashu,Confirmed Eruption,5550 BCE,6,Tephra layers Ma-j-f,Radiocarbon (corrected),Unknown,43.572,144.561,857 m,Japan,Caldera,"9,794","9,794","25,627","632,919"
Rainier,Confirmed Eruption,5550 BCE,2,Tephra layer A,Radiocarbon (corrected),Unknown,46.853,-121.76,4392 m,United States,Stratovolcano,0,128,"3,187","2,667,609"
Crater Lake,Confirmed Eruption,5550 BCE,0,Central Platform,Tephrochronology,Unknown,42.93,-122.12,2487 m,United States,Caldera,52,52,366,"272,674"
Stromboli,Confirmed Eruption,5550 BCE,0,Northern flank (Labronzo),Magnetism,Unknown,38.789,15.213,924 m,Italy,Stratovolcano,"2,225","2,225","3,894","1,347,563"
Okataina,Confirmed Eruption,5550 BCE,0,Mt. Edgecumbe,Tephrochronology,Unknown,-38.12,176.5,1111 m,New Zealand,Lava dome(s),18,579,"79,591","362,413"
Ruapehu,Confirmed Eruption,5550 BCE,--,NE flank (Whakapapa),Tephrochronology,Unknown,-39.28,175.57,2797 m,New Zealand,Stratovolcano,14,298,"6,901","119,709"
Takahe,Confirmed Eruption,5550 BCE,--,,Ice Core,Unknown,-76.28,-112.08,3460 m,Antarctica,Shield,0,0,0,0
Tenerife,Confirmed Eruption,5550 BCE,--,Teide N flank (Pico Cabras),Tephrochronology,Unknown,28.271,-16.641,3715 m,Spain,Stratovolcano,0,156,"337,660","766,276"
Katla,Confirmed Eruption,5550 BCE,--,NE flank,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Imbabura,Confirmed Eruption,5550 BCE,--,Huarmi Imbabura,Radiocarbon (uncorrected),Unknown,0.258,-78.183,4609 m,Ecuador,Compound,538,"96,294","477,043","3,245,887"
Pali-Aike Volcanic Field,Confirmed Eruption,5550 BCE,--,,Anthropology,Unknown,-52.082,-69.698,282 m,Chile-Argentina,Pyroclastic cone(s),288,288,651,"95,765"
Hengill,Confirmed Eruption,5550 BCE,0,Stangarhals,Tephrochronology,Unknown,64.083,-21.416,803 m,Iceland,Crater rows,"5,722","5,722","124,106","204,855"
Katla,Confirmed Eruption,5560 BCE,--,Tephra layer A9,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
"Malinche, La",Confirmed Eruption,5580 BCE,--,,Radiocarbon (uncorrected),Unknown,19.231,-98.032,4461 m,Mexico,Stratovolcano,46,"2,769","2,324,232","8,225,539"
Redoubt,Confirmed Eruption,5580 BCE,--,,Varve Count,Unknown,60.485,-152.742,3108 m,United States,Stratovolcano,0,0,1,"32,410"
Poas,Confirmed Eruption,5590 BCE,--,Botos Cone,Radiocarbon (uncorrected),Unknown,10.2,-84.233,2697 m,Costa Rica,Stratovolcano,"1,947","11,107","950,796","3,411,023"
Ksudach,Confirmed Eruption,5600 BCE,--,,Radiocarbon (corrected),Unknown,51.844,157.572,1079 m,Russia,Stratovolcano,0,0,244,"3,850"
Avachinsky,Confirmed Eruption,5600 BCE,--,Tephra layer IAv4,Tephrochronology,Unknown,53.256,158.836,2717 m,Russia,Stratovolcano,0,0,"180,016","270,205"
Tolbachik,Confirmed Eruption,5600 BCE,--,SW flank,Tephrochronology,Unknown,55.832,160.326,3611 m,Russia,Shield,0,0,225,"10,487"
Zaozan [Zaosan],Confirmed Eruption,5600 BCE,--,"Goshiki-dake, Z-To5a tephra",Radiocarbon (corrected),Unknown,38.144,140.44,1841 m,Japan,Complex,632,"4,681","550,409","4,956,958"
Diamond Craters,Confirmed Eruption,5610 BCE,4,,Radiocarbon (corrected),Unknown,43.1,-118.75,1435 m,United States,Volcanic field,66,66,136,"6,969"
Pantelleria,Confirmed Eruption,5610 BCE,--,Punta Tracino,Radiocarbon (uncorrected),Unknown,36.77,12.02,836 m,Italy,Shield,"6,561","10,985","12,403","142,817"
Katla,Confirmed Eruption,5630 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Wells Gray-Clearwater,Confirmed Eruption,5650 BCE,--,Dragon Cone,Radiocarbon (uncorrected),Unknown,52.33,-120.57,2576 m,Canada,Pyroclastic cone(s),716,716,716,"18,280"
Mauna Loa,Confirmed Eruption,5650 BCE,0,SW rift zone,Radiocarbon (uncorrected),Unknown,19.475,-155.608,4170 m,United States,Shield,45,45,"1,906","175,315"
Ichinsky,Confirmed Eruption,5650 BCE,--,,Tephrochronology,Unknown,55.678,157.718,3596 m,Russia,Stratovolcano,0,0,34,"2,670"
Iwatesan,Confirmed Eruption,5650 BCE,--,"Nishi-Iwate, PHD7 tephra",Radiocarbon (corrected),Unknown,39.853,141.001,2038 m,Japan,Complex,439,"18,462","415,920","2,976,795"
Tolbachik,Confirmed Eruption,5650 BCE,--,SW flank (Bubochka),Tephrochronology,Unknown,55.832,160.326,3611 m,Russia,Shield,0,0,225,"10,487"
Gorely,Confirmed Eruption,5650 BCE,3,,Tephrochronology,Unknown,52.559,158.03,1799 m,Russia,Caldera,0,0,19,"250,293"
Crater Lake,Confirmed Eruption,5680 BCE,7,Mt. Mazama summit and flank vents,Ice Core,Unknown,42.93,-122.12,2487 m,United States,Caldera,52,52,366,"272,674"
Khangar,Confirmed Eruption,5700 BCE,6,KHG tephra,Radiocarbon (corrected),Unknown,54.761,157.407,1967 m,Russia,Stratovolcano,0,0,38,"11,805"
Iliinsky,Confirmed Eruption,5700 BCE,4,,Tephrochronology,Unknown,51.498,157.203,1555 m,Russia,Stratovolcano,0,0,410,"4,173"
Diky Greben,Confirmed Eruption,5700 BCE,--,,Tephrochronology,Unknown,51.452,156.978,1040 m,Russia,Lava dome(s),0,56,544,"4,568"
Uzon,Confirmed Eruption,5700 BCE,--,N part of caldera (Lake Dal'ny maar),Radiocarbon (uncorrected),Unknown,54.5,159.97,1617 m,Russia,Caldera(s),0,0,294,"9,144"
Avachinsky,Confirmed Eruption,5700 BCE,--,Tephra layer IAv3,Tephrochronology,Unknown,53.256,158.836,2717 m,Russia,Stratovolcano,0,0,"180,016","270,205"
Azumayama,Confirmed Eruption,5700 BCE,2,"Oke-numa, Az-OK tephra",Radiocarbon (corrected),Unknown,37.735,140.244,1949 m,Japan,Stratovolcano(es),128,907,"548,195","4,877,648"
Kirishimayama,Confirmed Eruption,5700 BCE,3,"Old Takachiho, Uramuta Scoria",Tephrochronology,Unknown,31.934,130.862,1700 m,Japan,Shield,647,"8,415","407,050","3,972,044"
Katla,Confirmed Eruption,5710 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Katla,Confirmed Eruption,5720 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Tacana,Confirmed Eruption,5720 BCE,--,,Radiocarbon (corrected),Unknown,15.132,-92.109,4064 m,Mexico-Guatemala,Stratovolcano,"3,032","20,932","598,594","4,523,701"
Katla,Confirmed Eruption,5730 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Nemrut Dagi,Confirmed Eruption,5745 BCE,--,,Varve Count,Unknown,38.654,42.229,2948 m,Turkey,Stratovolcano,608,"7,399","230,531","1,618,263"
Tengchong,Confirmed Eruption,5750 BCE,--,,Uranium-series,Unknown,25.23,98.5,2865 m,China,Pyroclastic cone(s),"153,375","153,375","419,814","2,932,117"
West Crater,Confirmed Eruption,5750 BCE,2,Bare Mountain,Radiocarbon (uncorrected),Unknown,45.88,-122.08,1329 m,United States,Volcanic field,505,505,"14,359","2,225,092"
Uzon,Confirmed Eruption,5750 BCE,--,,Tephrochronology,Unknown,54.5,159.97,1617 m,Russia,Caldera(s),0,0,294,"9,144"
Maly Semyachik,Confirmed Eruption,5750 BCE,--,Ceno-Semiachik,Radiocarbon (corrected),Unknown,54.135,159.674,1527 m,Russia,Caldera,98,98,497,"10,182"
